0.000000000000000000e+00,1.050440844781628025e+00,2.465776771317315652e-01,4.055517156428399161e+00,3.220000000000000084e-01,4.610000000000000209e-02,1.899999999999999996e-03,1.000000000000000048e-04
0.000000000000000000e+00,1.079002079002078895e+00,2.118960465494043599e-01,4.719295221805123397e+00,3.063000000000000167e-01,4.580000000000000043e-02,4.799999999999999580e-03,4.000000000000000192e-04
0.000000000000000000e+00,9.896538002387584854e-01,2.805741943758978119e-01,3.823608070618887300e+00,3.170999999999999930e-01,4.780000000000000221e-02,2.700000000000000143e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.038735983690112219e+00,2.645057508036394167e-01,3.802243267685307515e+00,3.260000000000000120e-01,4.030000000000000249e-02,2.799999999999999972e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.857029388403494297e-01,2.826362825433136883e-01,3.814164677000962733e+00,3.251999999999999891e-01,4.120000000000000051e-02,1.500000000000000031e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.062706270627062688e+00,2.634895257894281917e-01,4.016234450468312289e+00,3.088000000000000189e-01,4.970000000000000112e-02,3.299999999999999982e-03,1.000000000000000048e-04
0.000000000000000000e+00,1.041232904674423310e+00,2.878056692276462769e-01,3.474566719563219941e+00,3.275000000000000133e-01,4.329999999999999821e-02,1.299999999999999940e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.010454362685967000e+00,2.906370685559019895e-01,3.564096470982475395e+00,3.257999999999999785e-01,4.379999999999999866e-02,2.299999999999999961e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.058509624547360639e-01,3.156720722342639673e-01,3.699058919840440662e+00,3.069000000000000061e-01,4.800000000000000100e-02,5.100000000000000366e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.489378288832586161e-01,2.953681990287242987e-01,3.807327296895646196e+00,3.219000000000000195e-01,4.399999999999999745e-02,1.899999999999999996e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.984012789768185181e-01,2.802430303049464611e-01,3.568331383341986740e+00,3.175999999999999934e-01,4.649999999999999967e-02,3.099999999999999891e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.755037534571315838e-01,2.472999051118197344e-01,4.043673205405548643e+00,3.119999999999999996e-01,4.710000000000000298e-02,3.099999999999999891e-03,1.000000000000000048e-04
0.000000000000000000e+00,9.829466587348800743e-01,3.026749923213519211e-01,3.912503036263590861e+00,3.134000000000000119e-01,4.460000000000000075e-02,2.399999999999999790e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.876764062810574618e-01,3.000649527567491592e-01,3.743995085917458443e+00,3.109000000000000097e-01,5.000000000000000278e-02,2.299999999999999961e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.976028765481422811e-01,2.643596873071776820e-01,3.782725006926003886e+00,3.148000000000000242e-01,4.800000000000000100e-02,4.100000000000000346e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.904458598726114671e-01,2.872478054421315208e-01,3.481314673443026475e+00,3.362999999999999878e-01,4.059999999999999720e-02,1.100000000000000066e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.956096587507483608e-01,2.626540296761123439e-01,3.807289769104757582e+00,3.205999999999999961e-01,4.590000000000000330e-02,1.399999999999999986e-03,0.000000000000000000e+00
0.000000000000000000e+00,9.924287706714485235e-01,2.554966579056623388e-01,3.913945521624914381e+00,3.205999999999999961e-01,4.279999999999999777e-02,2.899999999999999800e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.016942315449778089e+00,2.873783528363193507e-01,4.068835258561070312e+00,3.109000000000000097e-01,4.789999999999999813e-02,2.399999999999999790e-03,1.000000000000000048e-04
0.000000000000000000e+00,1.073828287017834837e+00,2.400593863659532257e-01,4.165635908422976819e+00,2.968000000000000083e-01,5.340000000000000302e-02,5.000000000000000104e-03,2.999999999999999737e-04
0.000000000000000000e+00,9.669551534225019340e-01,2.352961051025694861e-01,4.249964101888059176e+00,3.109000000000000097e-01,4.580000000000000043e-02,2.799999999999999972e-03,2.000000000000000096e-04
0.000000000000000000e+00,1.142245072836332476e+00,2.430887525240567615e-01,4.113723854422417503e+00,3.093000000000000194e-01,4.379999999999999866e-02,5.300000000000000024e-03,2.000000000000000096e-04
0.000000000000000000e+00,1.010454362685967000e+00,2.592194985621570913e-01,3.857734489676957867e+00,3.230999999999999983e-01,4.460000000000000075e-02,2.799999999999999972e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.065688907250567974e+00,2.227948548959716724e-01,4.488433992189470700e+00,3.085999999999999854e-01,4.700000000000000011e-02,3.500000000000000073e-03,2.000000000000000096e-04
