,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
62,201129716010009,0690441801,130,81569.24,PNS,"[ 0.27777778  0.          0.          0.          1.38706111  0.46180323
 -0.21552022 -2.32974386]"
63,207277801010045,0790380601,68,84651.17,PNS,"[ 0.28947368  0.          0.          0.          1.2018322   1.08357202
  0.34682601 -7.92160225]"
64,201129701010023,0784860101,31,85763.48,PNS,"[ 0.2826087   0.          0.          0.          1.40802141  1.20023486
  0.88966319 -1.72436106]"
65,208419201010006,0841920101,6,87934.95,PNX,"[0.26530612 0.         0.         0.         1.39393392 0.19467457
 0.20394648 2.23834872]"
66,203021501015015,0600040101,38,53119.14,PNX,"[ 0.3         0.          0.          0.          0.84385856 -0.12467732
 -0.11622198  7.73798132]"
67,206033801010001,0603380101,1,76414.82,PNS,"[ 0.29032258  0.          0.          0.          1.04813533  0.94469842
 -0.1000392  -0.15480132]"
68,205023601010008,0502360101,8,61527.04,PNX,"[ 0.28571429  0.          0.          0.          1.02763239  0.90111834
 -0.32423984 -4.11474371]"
69,201080604010022,0555780201,11,113438.0,PNS,"[ 3.21428571e-01  1.19047619e-02  0.00000000e+00  0.00000000e+00
  1.25336309e+00  7.49651832e-01  1.14008929e+00 -2.60077457e+01]"
70,207418201010220,0741820101,202,101565.3,PNS,"[ 0.38888889  0.01851852  0.          0.          1.18140271  0.75659339
  1.09484251 -6.49911213]"
71,206943801010003,0694380101,3,63680.27,PNS,"[ 0.31578947  0.          0.          0.          1.28300346  0.60829171
 -0.41350804 -6.7346468 ]"
72,207623601010007,0762360101,7,63821.2,PNS,"[ 0.1025641   0.05128205  0.02564103  0.          0.51354173  3.27031356
 11.17345489  6.83276081]"
73,207623601010015,0762360101,15,63821.2,PNS,"[ 0.07692308  0.05128205  0.02564103  0.          0.59675358  3.2537694
 10.90803385 -0.48671991]"
74,208217220010037,0821722001,37,84345.34,PNS,"[0.23863636 0.01136364 0.01136364 0.         1.35094572 1.21269748
 2.40634503 8.38989639]"
75,208003801010023,0800380101,23,76532.73,PNU,"[  0.16049383   0.02469136   0.           0.           0.99181219
   1.65239117   2.03418347 -20.12479782]"
