,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
0,203059301010019,0305930101,19,50583.65,PNX,[ 0.29310345  0.03448276  0.8901803   1.66465796  3.00510699 -2.35267544]
1,206925501010057,0692550101,52,50150.38,PNS,"[ 3.38775510e-01  1.63265306e-02  1.29916038e+00  1.28750541e+00
  1.83035384e+00 -3.40429688e+01]"
2,206947303010009,0694730301,9,69592.66,PNS,[ 0.28089888  0.01123596  1.25621999  1.07740354  0.89436105 -7.89411545]
3,208273603010016,0827360301,16,59552.66,PNS,[ 0.29090909  0.          1.43905435  0.47485485 -0.24389011  4.28769493]
4,207203906010024,0720390601,24,53620.63,PNS,[ 0.28571429  0.          1.07853985  1.03334975  0.47718378 -4.67558527]
5,200669401010060,0501790101,29,107920.8,PNU,[0.22539683 0.0031746  1.21743889 0.76682059 0.58859118 0.51742935]
6,207216201010064,0761920901,37,51596.98,PNX,"[  0.12280702   0.01754386   1.09414569   1.90121679   3.36846138
 -13.24509811]"
7,201014404010015,0761921201,14,50383.95,PNX,[ 0.46428571  0.          1.26503898  0.14945115 -0.98249024 -0.63555574]
8,207619207010008,0761920701,8,66509.2,PNS,[ 0.30252101  0.          1.32431377  0.38313458 -0.28655723  0.67912143]
9,208438903010109,0843890301,109,114094.9,PNS,[ 0.348659    0.00383142  1.33014304  0.32067472 -0.28854692 -1.80848336]
10,207615501010043,0761550101,40,61252.01,PNX,"[ 1.57024793e-01  8.26446281e-03  1.45173847e+00  1.14765445e+00
  5.85995736e-01 -4.53404274e+01]"
11,201509701010004,0743950601,5,59867.54,PNS,[ 0.33333333  0.          1.32926817 -0.05256972 -0.65266116  9.87486649]
12,207279601010047,0727960101,47,110185.9,PNS,"[ 3.91184573e-01  5.50964187e-03  1.08621829e+00  6.90924211e-01
  6.57224478e-01 -1.64695549e+01]"
13,207233301010007,0723330101,7,53239.1,PNS,"[  0.41803279   0.           1.13736842   0.82007569   0.31517026
 -11.71027184]"
14,205026901015019,0551280201,17,55060.5,PNX,[0.36065574 0.01639344 1.2168833  0.71878915 0.74059596 0.09687231]
15,206562018010028,0674380701,18,53636.3,PNX,"[  0.32352941   0.           1.36821385   0.94320019   0.51040772
 -14.84849834]"
16,200813408010091,0803910401,82,85115.38,PNX,"[ 1.16465863e-01  2.81124498e-02  7.33441475e-01  2.71853100e+00
  8.30132646e+00 -3.84848518e+01]"
17,208039104010096,0803910401,96,85089.38,PNS,"[ 1.43911439e-01  1.84501845e-02  5.88483653e-01  1.96434885e+00
  3.04267403e+00 -5.67800369e+01]"
18,208414809010015,0841480901,15,65151.89,PNS,[0.28368794 0.0141844  1.23719294 1.08253224 1.84948425 0.01078546]
19,208218001010049,0821800301,49,80526.46,PNS,"[1.58682635e-01 1.79640719e-02 1.10753832e+00 1.49197351e+00
 2.05045738e+00 2.97719154e+01]"
20,208039103010068,0803910301,68,63045.22,PNX,"[1.64874552e-01 1.79211470e-02 1.16096764e+00 1.77685755e+00
 3.75167921e+00 5.85662041e+01]"
21,202102702010009,0821800201,25,113501.9,PNX,[0.1        0.02580645 0.7681397  2.31089235 6.38244688 1.18743432]
22,208039103010069,0803910301,69,63039.32,PNS,"[1.62878788e-01 1.13636364e-02 1.09274399e+00 1.32693989e+00
 1.05201886e+00 1.85686970e+01]"
23,208246101010098,0824610301,72,64914.63,PNU,"[ 1.94444444e-01  3.96825397e-03  1.30188955e+00  1.28443748e+00
  7.96527987e-01 -4.06107101e+01]"
