,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
0,203059301010019,0305930101,19,50583.65,PNX,[0.013513513513513514]
1,206925501010057,0692550101,52,50150.38,PNS,[0.007317073170731708]
2,206947303010009,0694730301,9,69592.66,PNS,[0.002178649237472767]
3,208273603010016,0827360301,16,59552.66,PNS,[0.0036363636363636364]
4,207203906010024,0720390601,24,53620.63,PNS,[0.007142857142857143]
5,200669401010060,0501790101,29,107920.8,PNU,[0.0019011406844106464]
6,207216201010064,0761920901,37,51596.98,PNX,[0.006802721088435374]
7,201014404010015,0761921201,14,50383.95,PNX,[0.0]
8,207619207010008,0761920701,8,66509.2,PNS,[0.00333889816360601]
9,208438903010109,0843890301,109,114094.9,PNS,[0.0015278838808250573]
10,207615501010043,0761550101,40,61252.01,PNX,[0.0031746031746031746]
11,201509701010004,0743950601,5,59867.54,PNS,[0.0]
12,207279601010047,0727960101,47,110185.9,PNS,[0.006043956043956044]
13,207233301010007,0723330101,7,53239.1,PNS,[0.004893964110929853]
14,205026901015019,0551280201,17,55060.5,PNX,[0.003246753246753247]
15,206562018010028,0674380701,18,53636.3,PNX,[0.0]
16,200813408010091,0803910401,82,85115.38,PNX,[0.015197568389057751]
17,208039104010096,0803910401,96,85089.38,PNS,[0.013043478260869565]
18,208414809010015,0841480901,15,65151.89,PNS,[0.0070126227208976155]
19,208218001010049,0821800301,49,80526.46,PNS,[0.005272407732864675]
20,208039103010068,0803910301,68,63045.22,PNX,[0.007795889440113395]
21,202102702010009,0821800201,25,113501.9,PNX,[0.009664948453608248]
22,208039103010069,0803910301,69,63039.32,PNS,[0.009454545454545455]
23,208246101010098,0824610301,72,64914.63,PNU,[0.006993006993006993]
24,208039103010027,0803910301,27,75332.39,PNS,[0.008765522279035792]
25,200517601010033,0744440401,16,67883.98,PNX,[0.006719609040928528]
26,205560301010021,0651610101,34,84332.83,PNS,[0.009962640099626401]
27,203020302015021,0840580401,51,105398.8,PNS,[0.007380073800738007]
28,208414814010030,0841481401,30,71816.62,PNX,[0.006622516556291391]
29,208414814010030,0841481401,30,71816.62,PNU,[0.002688172043010753]
30,201108901010012,0792180301,3,112801.7,PNS,[0.0029222676797194622]
31,201108901010012,0792180301,3,112801.7,PNX,[0.0027144408251900108]
32,201128402010021,0830191501,47,61585.23,PNS,[0.003389830508474576]
33,202124808010010,0830191501,20,59750.82,PNS,[0.003389830508474576]
34,208301914010027,0830191501,10,59750.82,PNX,[0.006779661016949152]
35,201128402010044,0830191501,32,59754.5,PNS,[0.003389830508474576]
36,208244509010015,0852030101,44,68881.8,PNX,[0.002004008016032064]
37,201042601010049,0824450501,140,66812.61,PNX,[0.01794616151545364]
38,201042601010142,0824450501,136,77993.75,PNS,[0.009823182711198428]
39,201042601010139,0824450501,106,77993.75,PNS,[0.012770137524557957]
40,201118502010012,0165770201,14,55267.22,PNX,[0.004291845493562232]
41,208225301010082,0822530101,82,51041.96,PNS,[0.0035252643948296123]
42,207843302010042,0784330201,42,82931.41,PNS,[0.011291460832745237]
43,207843302010074,0784330201,74,82908.01,PNS,[0.01043115438108484]
44,208627305010008,0862730501,8,57644.58,PNU,[0.005594405594405594]
45,208405801010012,0840580101,12,89817.38,PNS,[0.0019342359767891683]
46,201099301015008,0723801501,12,118036.6,PNS,[0.0021660649819494585]
47,200911404010006,0841481301,4,92314.44,PNS,[0.002109704641350211]
48,201506103010001,0790590101,2,53345.07,PNS,[0.0]
49,204016703010003,0740970101,7,56556.69,PNS,[0.0021929824561403508]
50,206569901015008,0790380501,32,77654.91,PNS,[0.005319148936170213]
51,206569901015008,0790380501,32,77654.91,PNX,[0.007792207792207792]
52,206569901015008,0790380501,32,77654.91,PNU,[0.013114754098360656]
53,207611001010127,0790380601,104,96260.79,PNS,[0.013259668508287293]
54,207611001010107,0790380501,96,77809.05,PNX,[0.011194029850746268]
55,207611001010107,0790380501,96,77809.05,PNS,[0.004739336492890996]
56,207611001010107,0790380501,96,77809.05,PNU,[0.006211180124223602]
57,202015001010002,0742050101,4,106779.4,PNX,[0.007563479200432199]
58,201110702010007,0152620101,13,53229.05,PNX,[0.007863695937090432]
59,206031901010004,0770180401,4,50548.71,PNS,[0.0]
60,206940301010006,0694030101,6,54015.48,PNS,[0.00392156862745098]
61,206904418010109,0690441801,109,81569.24,PNS,[0.0013020833333333333]
62,201129716010009,0690441801,130,81569.24,PNS,[0.005208333333333333]
63,207277801010045,0790380601,68,84651.17,PNS,[0.009361233480176211]
64,201129701010023,0784860101,31,85763.48,PNS,[0.012389380530973451]
65,208419201010006,0841920101,6,87934.95,PNX,[0.006]
66,203021501015015,0600040101,38,53119.14,PNX,[0.004405286343612335]
67,206033801010001,0603380101,1,76414.82,PNS,[0.0]
68,205023601010008,0502360101,8,61527.04,PNX,[0.003389830508474576]
69,201080604010022,0555780201,11,113438.0,PNS,[0.002905287623474724]
70,207418201010220,0741820101,202,101565.3,PNS,[0.007272727272727273]
71,206943801010003,0694380101,3,63680.27,PNS,[0.0024390243902439024]
72,207623601010007,0762360101,7,63821.2,PNS,[0.008905852417302799]
73,207623601010015,0762360101,15,63821.2,PNS,[0.01653944020356234]
74,208217220010037,0821722001,37,84345.34,PNS,[0.0016620498614958448]
75,208003801010023,0800380101,23,76532.73,PNU,[0.009575104727707959]
76,207640101010106,0764010101,120,61284.71,PNS,[0.00966183574879227]
77,201473301010073,0147330101,78,58354.49,PNX,[0.008904719501335707]
78,202044601010011,0723800801,5,53740.79,PNS,[0.0]
79,201108902010054,0511580301,11,62753.28,PNU,[0.00253592561284869]
80,205556304010153,0555630401,189,95272.65,PNX,[0.004492362982929021]
81,201126101010036,0745110701,13,95375.47,PNS,[0.0019801980198019802]
82,206555712010022,0841480801,20,68961.1,PNS,[0.005298013245033113]
83,201118001010008,0200980101,11,56528.26,PNX,[0.002898550724637681]
84,203004803010062,0761500201,49,56048.02,PNX,[0.01115485564304462]
85,201129721015125,0690441801,122,81572.84,PNX,[0.002600780234070221]
86,201080604010017,0604961001,17,86371.38,PNS,[0.004878048780487805]
87,201108902010033,0554710801,22,62601.15,PNS,[0.007835455435847209]
88,200651401010027,0723802101,44,99948.09,PNX,[0.0]
89,203009102010045,0402560401,18,54652.61,PNS,[0.004166666666666667]
90,204025609010004,0690600401,4,103240.8,PNU,[0.0006858710562414266]
91,204025602010072,0505760201,22,55541.77,PNS,[0.004629629629629629]
92,206578201010036,0864330101,25,88407.34,PNS,[0.007281553398058253]
93,208317907010081,0831790701,81,102428.7,PNS,[0.008968609865470852]
94,207219005010033,0782010101,8,69452.27,PNS,[0.00437636761487965]
95,201026402010005,0650510301,5,84962.79,PNX,[0.003249390739236393]
96,201026402010004,0650510101,9,100126.1,PNS,[0.0027522935779816515]
97,201026401010020,0672190301,8,107039.4,PNS,[0.005263157894736842]
98,206721903010067,0672190301,67,107010.8,PNS,[0.001304631441617743]
99,201530307010009,0748190101,9,52759.19,PNX,[0.009216589861751152]
100,206713901010052,0764550101,10,62621.5,PNS,[0.004073319755600814]
