6.954289655279545235e-01,2.200000000000000011e-01,2.000000000000000042e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000021e-02,0.000000000000000000e+00,1.130578255219444106e+00,2.192608872813156307e+00,8.702144491022801631e+00,-3.726943635614702544e+01,4.875645989488937987e-02,8.367346938775510612e-01,4.537310630534919786e-01,1.000000000000000000e+00
1.633223980564768807e+00,5.999999999999999778e-02,5.999999999999999778e-02,2.999999999999999889e-02,2.000000000000000042e-02,1.000000000000000021e-02,0.000000000000000000e+00,3.807286949614751004e-01,4.007654592025778229e+00,1.676891800306274760e+01,-1.595061737538874036e+00,4.518328166639073995e-01,8.571428571428570953e-01,5.188395330293219532e-01,1.000000000000000000e+00
1.603602450272740620e+00,4.000000000000000083e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000021e-02,2.426773881444793945e-01,6.728443992230616288e+00,5.026702304748316408e+01,-2.306402351948536822e+00,1.481625300815213875e-01,8.163265306122449161e-01,9.160878214242369477e-01,1.000000000000000000e+00
1.021321402237650666e+00,1.199999999999999956e-01,8.000000000000000167e-02,2.999999999999999889e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.466998760870625751e-01,2.189812911246385774e+00,4.228702020976410125e+00,-2.259829399552889484e+01,7.593038311091435677e-01,6.836734693877550839e-01,8.221942611497115028e-01,1.000000000000000000e+00
1.982415324303926862e+00,4.000000000000000083e-02,2.999999999999999889e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,3.732669400397220505e-01,6.659488447826212187e+00,5.060522078601945140e+01,-2.693746921592954813e+00,3.009746083683113027e-01,9.387755102040816757e-01,1.133106819846810387e+00,1.000000000000000000e+00
5.503477229311022345e-01,3.599999999999999867e-01,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.442297462902513594e+00,2.441291758326710470e-01,-8.282184660176352686e-01,4.466909953565961189e+01,8.782462248805317229e-02,8.775510204081632404e-01,6.633776238697595973e-02,1.000000000000000000e+00
5.419433729871780958e-01,4.000000000000000222e-01,4.000000000000000083e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.614611743069655603e+00,4.253863956733051066e-01,-8.658999143055643444e-01,-6.260099930431520221e+01,9.533051641231884976e-02,8.673469387755101678e-01,6.634127445288717784e-02,1.000000000000000000e+00
1.360087319642940829e+00,1.100000000000000006e-01,7.000000000000000666e-02,2.999999999999999889e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.979207006773079591e-01,2.459801401682280009e+00,6.000116170050773690e+00,-1.173782394383985661e+01,4.756971043670784050e-01,7.755102040816326259e-01,3.038080486192645258e-01,1.000000000000000000e+00
2.071396572060029140e+00,5.000000000000000278e-02,4.000000000000000083e-02,2.999999999999999889e-02,2.999999999999999889e-02,2.000000000000000042e-02,0.000000000000000000e+00,2.080031638054060383e-01,4.664939577076257393e+00,2.129389666574816786e+01,-6.335819267732918370e+00,4.135972276792153624e-01,7.244897959183673741e-01,2.041967863268484340e+00,1.000000000000000000e+00
5.699966465026216067e-01,2.999999999999999889e-01,2.000000000000000042e-02,2.000000000000000042e-02,1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.150231218500464836e+00,1.330665424229178440e+00,3.235691529041758940e+00,-5.723361996254225659e+01,5.404505833030518250e-03,8.061224489795918435e-01,3.066611755686461382e-01,1.000000000000000000e+00
5.557152447864591727e-01,3.900000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.507164899944285485e+00,2.501474679045837535e-01,-9.224889022956830331e-01,2.755385319719275827e+01,1.310500068654846251e-01,8.775510204081632404e-01,6.765308311402438990e-02,1.000000000000000000e+00
