1.247108010000000000e+08,1.094919443130493164e+00,8.000000000000000167e-02,5.263157894736839731e-02,4.000000000000000083e-02,2.315789473684209954e-02,2.105263157894699932e-03,0.000000000000000000e+00,5.996385403907810163e-01,3.146514359286286755e+00,1.068961717597177952e+01,1.347082138061523438e+00,3.170499205589290270e-02,5.285412262156448104e-01,3.743632131509105898e-01,1.000000000000000000e+00
4.119804010000000000e+08,3.971920907497406006e-01,2.893401015228426187e-01,5.076142131979689831e-02,1.015228426395929986e-02,5.076142131979599625e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.284454848342355682e+00,1.170957482391394189e+00,2.448528918665441978e+00,-4.310103988647460938e+01,9.879805892705910420e-02,4.153846153846154077e-01,1.175564480511785970e+00,1.000000000000000000e+00
8.236801010000000000e+08,9.989342689514160156e-01,1.048478015783539941e-01,6.877113866967299316e-02,4.058624577226600111e-02,1.014656144306650028e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.135256283119007059e-01,2.692436106565606391e+00,7.045713177724747922e+00,-1.758862609863281250e+02,4.292389452457427979e-01,8.259887005649717562e-01,1.248740643230950020e-01,1.000000000000000000e+00
8.317907010000000000e+08,9.305243492126463734e-01,9.410007468259889984e-02,6.534727408513810176e-02,3.771471247199399690e-02,1.456310679611650012e-02,7.468259895443999860e-04,0.000000000000000000e+00,4.746958549072752831e-01,2.881897870689889007e+00,8.416488548817076421e+00,-5.668422698974609375e+01,5.630941390991210938e-01,7.402840059790732896e-01,1.658554962637477925e-01,1.000000000000000000e+00
8.511804010000000000e+08,9.962655305862427868e-01,9.651778955336859367e-02,6.472369417108249368e-02,3.520060560181680065e-02,1.438304314912939967e-02,2.271006813020400028e-03,0.000000000000000000e+00,4.880049312846256870e-01,2.855308323723865005e+00,8.509016803211904900e+00,8.450168457031250000e+02,4.689626991748809814e-01,7.564393939393939670e-01,1.810579663517196958e-01,1.000000000000000000e+00
8.511805010000000000e+08,1.380202651023864746e+00,1.052048726467331025e-01,6.533776301218159610e-02,3.543743078626789694e-02,1.439645625692130039e-02,6.644518272425199885e-03,0.000000000000000000e+00,3.717586757644592010e-01,3.002866139919794453e+00,9.310676771669040619e+00,4.004280090332031250e+02,3.354127705097197931e-01,8.512763596004438993e-01,1.520207825155849013e-01,1.000000000000000000e+00
8.619102010000000000e+08,1.654239654541015625e+00,7.113938692886059845e-02,5.263157894736839731e-02,4.337767495662230022e-02,2.429149797570849881e-02,5.783689994215999520e-04,0.000000000000000000e+00,5.904932845034012168e-01,3.180641527019616888e+00,1.031733566688196646e+01,-1.681409912109375000e+02,1.403519064188002985e-01,8.969310943833236349e-01,5.908051333862680138e-02,1.000000000000000000e+00
8.619103010000000000e+08,1.138612985610961914e+00,1.784615384615383937e-01,5.415384615384610106e-02,8.615384615384599418e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.344517172325207621e+00,1.178215189223240866e+00,5.247608951236690800e-01,-1.008613647460937614e+03,1.113361213356250067e-02,8.533579790511398588e-01,2.359132169473706075e-01,1.000000000000000000e+00
8.643301010000000000e+08,3.843630254268646240e-01,2.326656394453003873e-01,4.121725731895219819e-02,1.887519260400610105e-02,1.001540832049300014e-02,2.311248073959899958e-03,0.000000000000000000e+00,1.081864431652406644e+00,1.613653635067078040e+00,4.857980413800212283e+00,6.151360321044921875e+01,1.667272001504898071e-01,3.835774865073245943e-01,9.212135956740600262e-01,1.000000000000000000e+00
8.645601010000000000e+08,1.236869931221008301e+00,9.935040122277409569e-02,6.725257928926249573e-02,3.744745892243019764e-02,1.452044325563620064e-02,2.674818494459300141e-03,0.000000000000000000e+00,4.509885504844888260e-01,2.877010931078002098e+00,8.317466182749882364e+00,6.919399414062500000e+02,1.814998090267181119e-01,7.835564053537285023e-01,2.066615636365601028e-01,1.000000000000000000e+00
8.723901010000000000e+08,1.368757367134094238e+00,1.012195121951219023e-01,6.097560975609749717e-02,3.231707317073170133e-02,1.097560975609749960e-02,2.439024390243899835e-03,1.829268292682900048e-03,6.206671675688555379e-01,2.771075966822970305e+00,9.145257743486428836e+00,-1.814853210449218750e+02,5.809273719787597656e-01,6.544566544566544630e-01,4.496882578746793091e-01,1.000000000000000000e+00
8.938105010000000000e+08,1.372593641281127930e+00,1.177829099307158983e-01,6.697459584295610557e-02,2.771362586605079920e-02,1.154734411085450024e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.495605067083781936e-01,2.371797924997094409e+00,5.664636801165153557e+00,-7.660333251953125000e+01,5.175933837890625000e-01,6.194895591647331390e-01,4.035191270140734976e-01,1.000000000000000000e+00
