1.117901010000000000e+08,1.979043781757353904e-01,3.391812865497075835e-01,2.339181286549699840e-02,1.169590643274849920e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.404139035098536992e+00,5.634447237735996650e-01,4.659900752200090146e-01,2.343623352050780895e+01,2.511011660099028986e-01,6.390532544378698665e-01,3.467712861092467902e-01,0.000000000000000000e+00
1.125506010000000000e+08,5.758466124534606934e-01,2.999999999999999889e-01,5.999999999999999778e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.132196072178367929e+00,9.464627263472600305e-01,1.342295781944913280e+00,-8.401473999023437500e+00,2.937331199645996094e-01,1.250000000000000000e-01,2.428436671225367771e+00,0.000000000000000000e+00
1.125517010000000000e+08,1.228743940591811995e-01,3.658536585365853022e-01,2.439024390243900095e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.664061103160345390e+00,6.038000157533732759e-01,-5.007710193525092279e-01,9.527968406677246094e+00,1.509919464588165006e-01,5.384615384615384359e-01,8.237681031783918861e-01,0.000000000000000000e+00
1.458001010000000000e+08,3.993039727210997980e-01,3.066666666666665875e-01,5.333333333333330206e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.229468319146190813e+00,6.374770820398574234e-01,1.362951088700125879e-01,4.337777495384215753e-01,2.159539908170700073e-01,2.054794520547945091e-01,2.239369482767429087e+00,0.000000000000000000e+00
1.521705010000000000e+08,1.826323419809340876e-01,3.312499999999999889e-01,4.374999999999999722e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.434244694696881206e+00,2.309934441894100909e-01,-4.916725604274562733e-01,2.851731777191162109e+00,1.879047155380249023e-01,3.607594936708860001e-01,1.655837485961174860e+00,0.000000000000000000e+00
2.006701010000000000e+08,3.069234490394591730e-01,3.888888888888888951e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.614722118383099536e+00,-2.008576356704386001e-01,-1.097316337359652616e+00,-6.716043949127197266e+00,3.915666341781616211e-01,0.000000000000000000e+00,1.828286964493672784e+00,0.000000000000000000e+00
2.006702010000000000e+08,4.574680924415587824e-01,2.500000000000000000e-01,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.707672608654543955e-01,1.708726524739610397e+00,1.975396468711567710e+00,-2.127768754959106445e+00,1.099270880222320002e-01,8.333333333333333703e-01,1.732839864165609089e+00,0.000000000000000000e+00
2.006703010000000000e+08,3.322521746158599854e-01,2.399999999999999911e-01,5.999999999999999778e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.086421386977236558e+00,1.003634912982929617e+00,2.203390861963066882e+00,1.432329416275024137e-01,2.296228557825087946e-01,3.125000000000000000e-01,2.033051260143857064e+00,0.000000000000000000e+00
2.006704010000000000e+08,3.558851778507232111e-01,3.382352941176470784e-01,5.882352941176469813e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.056486117565530902e+00,6.086410885645494595e-01,1.988337936523532079e-01,-2.958253288269042969e+01,1.055138185620306951e-01,4.545454545454544748e-01,1.592368463891570940e+00,0.000000000000000000e+00
2.009201010000000000e+08,6.576770544052124023e-01,3.153153153153153143e-01,2.702702702702700077e-02,1.201201201201199976e-02,3.003003003002999941e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.294869062297913764e+00,7.250191497233998694e-01,1.185668296206829675e+00,1.516469478607177512e+00,1.018767133355139992e-01,2.296072507552870123e-01,2.102033743809617050e+00,0.000000000000000000e+00
