,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
0,203059301010019,0305930101,19,50583.65,PNX,"[[ 1.64385402e+00  1.01351351e-01  2.36486486e-02  2.36486486e-02
   1.35135135e-02  3.37837838e-03  0.00000000e+00  1.24435962e+00
   2.19018268e+00  6.23620629e+00 -6.94467640e+00  1.39960527e-01
   3.91156463e-01  1.81060573e+00]]"
1,206925501010057,0692550101,52,50150.38,PNS,"[[ 1.53928411e+00  1.04878049e-01  6.09756098e-02  1.62601626e-02
   7.31707317e-03  8.13008130e-04  0.00000000e+00  1.32358781e+00
   1.73471465e+00  3.53389190e+00 -4.91894302e+01  1.11559421e-01
   4.27524430e-01  1.54733642e+00]]"
2,206947303010009,0694730301,9,69592.66,PNS,"[[1.17139804e+00 1.48148148e-01 4.57516340e-02 1.08932462e-02
  2.17864924e-03 0.00000000e+00 0.00000000e+00 9.58473539e-01
  1.35355724e+00 1.76868274e+00 3.75766220e+01 1.39128372e-01
  3.21663020e-01 1.86969593e+00]]"
3,208273603010016,0827360301,16,59552.66,PNS,"[[1.37945056e+00 8.72727273e-02 5.09090909e-02 1.09090909e-02
  3.63636364e-03 3.63636364e-03 0.00000000e+00 1.52095090e+00
  1.53373852e+00 3.32422519e+00 8.09885406e+00 1.49127141e-01
  1.90476190e-01 2.20269603e+00]]"
4,207203906010024,0720390601,24,53620.63,PNS,"[[ 1.28013122  0.12142857  0.02142857  0.01428571  0.00714286  0.00714286
   0.          1.1893604   1.82635075  5.36889437 -2.96385479  0.19278939
   0.27536232  1.99525003]]"
5,200669401010060,0501790101,29,107920.8,PNU,"[[ 1.44740927e+00  1.06463878e-01  9.18884664e-02  1.45754119e-02
   1.90114068e-03  0.00000000e+00  0.00000000e+00  1.39449272e+00
   1.39345052e+00  1.53125748e+00 -2.49657516e+01  6.40303567e-02
   2.98857868e-01  1.92237123e+00]]"
6,207216201010064,0761920901,37,51596.98,PNX,"[[ 1.82876337e+00  1.08843537e-01  4.08163265e-02  2.72108844e-02
   6.80272109e-03  0.00000000e+00  0.00000000e+00  1.15909711e+00
   2.27003734e+00  5.56158053e+00 -3.50472183e+01  1.17041133e-01
   5.17123288e-01  1.13092391e+00]]"
7,201014404010015,0761921201,14,50383.95,PNX,"[[ 1.27323496e+00  1.50000000e-01  2.50000000e-02  1.07142857e-02
   0.00000000e+00  0.00000000e+00  0.00000000e+00  1.27734195e+00
   1.01551460e+00  8.20132773e-02 -5.43265228e+01  1.62437007e-01
   2.15827338e-01  2.12074329e+00]]"
8,207619207010008,0761920701,8,66509.2,PNS,"[[1.02987719e+00 1.00166945e-01 3.33889816e-02 1.16861436e-02
  3.33889816e-03 0.00000000e+00 0.00000000e+00 1.30023469e+00
  1.25812992e+00 2.08042707e+00 3.86269684e+01 7.39238784e-02
  2.69681742e-01 1.92731900e+00]]"
9,208438903010109,0843890301,109,114094.9,PNS,"[[ 9.86061811e-01  4.51489687e-01  4.73644003e-02  6.87547746e-03
   1.52788388e-03  0.00000000e+00  0.00000000e+00  1.73296449e+00
   9.86615804e-01  6.66044207e-01 -1.16931295e+01  7.14350417e-02
   3.30527927e-01  1.95097005e+00]]"
