SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,PN_RATE,CONF_DT50,CONF_DT250,CONF_DT1000
201359802010018,760870101,15,108496.3,PNX,0.010281175,0.99948174,0.99995005,0.99901915
207216201010077,761920901,81,51573.6,PNX,0.013150758,0.99981457,0.99998486,0.99973255
201080604010020,604960301,40,99382.38,PNX,0.005255013,0.99999857,0.9999999,0.9999995
207252401010062,761550201,52,80726.45,PNS,0.009096811,0.9999765,0.9999795,0.99998796
207640101010082,764010101,86,73428.73,PNS,0.017818484,0.99976355,0.9999541,0.99993813
201259601010056,152020101,79,71585.79,PNX,0.009532152,0.99994206,0.9999678,0.99989617
206734901010011,673490101,11,54237.72,PNS,0.011479913,0.9999993,0.99999547,1.0
208643301010121,864330101,121,88403.05,PNS,0.010701061,0.99978215,0.99997973,0.9990345
208317907010074,831790701,74,102428.7,PNS,0.01524623,0.9995426,0.99994135,0.9995952
201481701010007,148170101,7,67722.19,PNS,0.030585034,0.99951947,0.9999492,0.99929845
208042402010010,804240201,10,53240.2,PNX,0.0072645065,0.99998987,0.9999949,0.99998534
200813408010025,803910401,25,85089.37,PNS,0.009658657,0.99988055,0.9999964,0.99912804
201428301010097,824610201,146,77832.77,PNS,0.013190123,0.9998197,0.99998903,0.9995177
208244502010034,824450201,34,84994.0,PNX,0.00952128,0.99986196,0.9999956,0.9993556
201109504010028,841481401,23,83128.55,PNU,0.009725039,0.99987745,0.99993706,0.99993694
201129721010138,202670501,123,73275.88,PNU,0.022288125,0.99963856,0.9999292,0.9991423
201128002010030,791010301,24,63986.0,PNS,0.015504702,0.9996741,0.999964,0.99933547
204049679010035,742430301,25,66409.2,PNS,0.013228396,0.9999641,0.9999963,0.9997515
206733101015018,821800201,12,118549.2,PNX,0.01689005,0.9994535,0.9999871,0.99968076
201125219010024,824610201,42,77837.96,PNS,0.013421667,0.999703,0.999998,0.9996172
201125219010047,824610201,28,77840.56,PNS,0.014711738,0.99947876,0.99994516,0.9998461
201125219010032,824610201,38,77837.96,PNX,0.012667705,0.99982053,0.9999932,0.9999747
207442101010013,820860101,5,67759.7,PNX,0.012730227,0.9996294,0.9999099,0.99931645
208244505010079,824450501,79,78006.75,PNS,0.01578247,0.99974376,0.999982,0.9994704
208244505010161,824450501,161,77991.16,PNS,0.010220661,0.9999964,0.99999356,0.9991781
201489601010048,148960101,49,55790.88,PNS,0.019463161,0.9999448,0.9999863,0.99999404
207437002010028,743700201,31,95416.73,PNS,0.015038368,0.999974,0.9999614,0.9993507
207446001015151,744600101,105,88632.0,PNS,0.009806596,0.9999825,0.99997354,0.99995494
207640101010063,764010101,65,73407.9,PNS,0.014978276,0.9997634,0.999918,0.9994512
201080604010016,604960301,27,99410.99,PNS,0.0072704987,0.99999475,0.9999994,1.0
202039001010008,203900101,7,88842.95,PNS,0.010827544,0.9999808,0.99999857,0.9999391
205557805010141,604960301,117,99400.6,PNX,0.0039342754,0.99999976,0.9999999,0.9999999
208019505010021,801950401,28,98434.72,PNX,0.011119964,0.9999987,0.9999974,0.9996544
208039104010062,803910401,62,85089.37,PNS,0.009813065,0.9999825,0.9999987,0.99959356
208039104010100,803910401,100,85089.38,PNS,0.0091041615,0.9999958,0.9999989,0.9995964
201125506010042,761630301,84,90347.4,PNX,0.010092539,0.99996364,0.99993277,1.0
201122905010007,500750101,3,65036.39,PNS,0.11595428,1.0,1.0,0.99999964
207611001010165,790380501,58,109917.6,PNX,0.01945912,0.99986374,0.9999881,0.9990947
207640101010048,764010101,50,73382.62,PNS,0.016036473,0.99962735,0.9999912,0.99935454
200147406010020,401090101,20,61190.55,PNS,0.011051787,0.9997774,0.99996686,0.99931765
201481701010026,148170101,31,67711.02,PNX,0.015546539,0.999944,0.99998784,0.9999999
201080604010040,604960901,8,80334.77,PNS,0.013731253,0.9994475,0.99998283,0.99952173
207216201015158,761920901,82,51573.6,PNX,0.014179973,0.9999949,0.99998724,0.99999666
201129721010075,202670501,72,73273.28,PNX,0.022160474,0.99994767,0.99993074,0.9999987
200560203010005,801610101,4,93419.41,PNS,0.019952146,0.99910444,0.9999509,0.9999962
207216201010018,721620101,18,66781.0,PNX,0.011117789,0.99999964,0.9999999,0.99998415
208244505010111,824450501,111,77998.95,PNS,0.013926293,0.9999503,0.9999969,0.9999013
207903806010183,790380601,183,116691.4,PNX,0.010458142,0.99999547,0.9999087,0.9996371
200943808010009,790381401,13,142276.4,PNX,0.012348924,0.99971145,0.9999584,0.99975795
203068701010044,741280201,65,86241.99,PNS,0.009668194,0.9999765,0.9999523,0.9999964
201489601010083,148960101,79,55777.87,PNS,0.012217015,0.9999913,0.9999988,0.9997559
205557801010063,604960301,38,99410.99,PNX,0.00496909,0.99999964,0.9999999,0.9999968
201068601010016,693850501,14,110325.8,PNX,0.009764657,0.99997926,0.99999833,0.9999999
200709401010027,782650101,22,92126.34,PNU,0.011742585,0.999997,0.99999654,0.99999833
200709401010027,782650101,22,92126.34,PNX,0.011742585,0.99999046,0.999998,0.99996555
201080606010030,604960301,14,99408.38,PNS,0.008046065,0.9999975,0.99999976,0.9999999
201080604010063,555780401,34,86426.59,PNX,0.010420834,0.9999223,0.9999387,0.9997037
207409601010111,831790701,90,102397.5,PNS,0.01091706,0.99995494,0.99999785,0.99949634
201126803010001,210490101,1,87640.77,PNX,0.021211073,0.9997439,0.999995,0.9999999
201068601010009,693850501,10,110349.2,PNX,0.014524181,0.9999536,0.99999964,0.9999262
208019505010023,801950401,20,101196.8,PNS,0.012346179,0.9999994,0.9999995,0.9994947
208046801010011,804680101,11,104359.8,PNX,0.01514579,0.9999118,0.9999975,0.9999951
200813408010008,803910401,23,76703.05,PNS,0.017098654,0.99972254,0.9999722,0.99976116
206733101010064,821800101,135,108373.2,PNU,0.012052083,0.99945766,0.99998057,0.99982053
201247125010064,204040301,45,57711.31,PNU,0.012073955,0.99959844,0.99995446,0.9996729
201042601010144,824450501,115,77993.75,PNS,0.0121442685,0.99997187,0.99999547,0.99983335
207843302010014,784330201,14,82931.41,PNX,0.011629572,0.9999056,0.99996006,0.9997367
207843302010087,784330201,87,82908.01,PNX,0.010376651,0.99997544,0.99999905,0.99985313
201010401010034,741280201,48,86239.4,PNS,0.0102067785,0.99996006,0.9999763,0.9996351
207640101010085,764010101,76,73428.73,PNX,0.013147463,0.9999993,0.9999976,0.99998724
201489601010053,148960101,56,55746.7,PNS,0.01322501,0.99999857,0.9999968,0.9999964
201080623010177,604960301,104,99400.6,PNS,0.003421254,0.99999976,1.0,1.0
200287402010079,655050101,11,117954.2,PNS,0.012062035,0.99999535,0.99999917,0.999997
207810401010007,781040101,7,86069.14,PNX,0.018602826,0.9997253,0.9999411,0.9994752
208220501010031,822050101,31,51256.4,PNS,0.00873497,0.9999428,0.9999821,0.999509
208046801010007,804680101,7,104378.7,PNX,0.01816963,0.9999627,0.99996066,0.99998665
206733101010011,821800201,16,118546.6,PNU,0.014522112,0.9990262,0.99992657,0.99991715
201428301010083,824610201,76,77837.96,PNS,0.011896467,0.9997856,0.99998736,0.9999682
203020302010014,840580301,8,113947.6,PNS,0.01609711,0.9992198,0.9999161,0.9997578
208627302010021,862730601,11,65708.88,PNS,0.011475916,0.9999132,0.99999785,0.99999607
201645607010068,824450501,28,77991.16,PNX,0.017620008,0.9996631,0.9999863,0.99931705
207611001010228,790380601,99,116694.1,PNX,0.010706668,0.9999778,0.99994075,0.99918944
201084602010013,723801601,17,79193.36,PNS,0.01916357,0.9999609,0.9999943,0.9999409
202038101010086,300270201,86,76070.78,PNS,0.015328354,0.99991024,0.9999975,0.9996251
201080604010030,555780601,5,90178.4,PNX,0.014891899,0.99999726,1.0,0.99999964
206540301010042,654030101,40,82911.4,PNX,0.009509229,0.9995871,0.99998796,0.9998745
207610701010026,761070101,32,90675.0,PNS,0.010296167,0.9995591,0.9999782,0.9992163
202038101010045,300270201,84,75683.38,PNS,0.013017066,0.99995124,0.99999714,0.99953103
201489601010052,148960101,43,55746.7,PNS,0.01377261,0.99999917,0.9999951,0.9999566
208229601010024,822960101,24,76427.6,PNS,0.010465668,0.99999404,1.0,0.9997397
208039104010116,803910401,116,85089.37,PNX,0.010037486,0.9999958,0.9999975,0.9999404
201125219010078,824610201,107,75645.8,PNS,0.012490839,0.99982315,0.99995375,0.9995079
201125219010057,824610201,64,77837.96,PNX,0.013172968,0.9997273,0.99998474,0.9999318
207611001010122,790380601,69,116694.1,PNX,0.012082075,0.99993837,0.9999505,0.99953735
201122905010030,500750101,61,65041.59,PNS,0.012152035,0.9998702,0.9999938,0.9998235
208019505010027,801950401,10,101227.8,PNS,0.016444944,0.9997663,0.9999894,0.9992662
208229601010023,822960201,16,103141.0,PNS,0.010163614,0.9999627,0.9999957,0.99997747
201490102010025,149010201,25,54830.72,PNS,0.019399224,0.9999745,0.9999789,0.9999999
201645607015123,824450501,126,77998.95,PNS,0.012531769,0.99996984,0.99999833,0.99934834
206048602010005,604860201,5,110088.0,PNX,0.01736296,0.9999354,0.9999982,0.9999006
201080606010147,604960301,102,99400.6,PNX,0.0038099743,0.99999964,1.0,1.0
201489601010074,148960101,77,55746.7,PNS,0.013002131,0.9999931,0.99999976,0.99996626
201125506010017,761630201,24,94888.71,PNS,0.022062987,0.99950135,0.9999782,0.9998036
201010401010028,831790601,11,81793.4,PNS,0.012839875,0.9999312,0.99996257,0.9999162
202039001010013,203900101,13,88866.33,PNS,0.011559249,0.9999728,0.9999987,0.9997048
201490102010022,149010201,22,54830.72,PNS,0.021663077,0.9999888,0.99991417,0.99999845
201042601010086,824450501,69,77998.95,PNS,0.014414672,0.99998784,0.9999988,0.99988127
207903805010109,790380501,109,109917.6,PNX,0.021314522,0.99990475,0.999962,0.9996989
207277802010044,790380501,90,92270.3,PNX,0.017922739,0.99972004,0.9999831,0.99937016
201129701010012,784860101,59,85733.78,PNS,0.010690608,0.9999815,0.99999416,0.9991309
201066601010006,106660601,6,92295.29,PNX,0.014926953,0.9998049,0.9999939,0.99933904
207615501010139,761550201,55,80729.04,PNS,0.009348564,0.9999932,0.99998534,0.99998856
201489601010112,148960101,110,55746.7,PNS,0.012835617,0.9999914,0.99997985,0.99996316
200703405010016,200340101,12,71569.48,PNS,0.011605551,0.9991308,0.9999809,0.9997298
200709401010017,782650101,6,92126.34,PNU,0.052501913,0.99961686,0.99999726,0.9996995
200813408010096,803910401,106,85089.37,PNX,0.009955335,0.99999726,0.9999956,0.9999814
208627302010006,862730601,10,65690.32,PNS,0.011733145,0.99989665,0.99992025,0.9999995
201042601010043,824450501,39,77998.95,PNX,0.014069207,0.99984956,0.99998987,0.9999205
201010401010077,741280201,30,86239.4,PNX,0.010769574,0.9999901,0.9999317,0.99968624
207252401010089,761550201,40,80729.04,PNS,0.009658655,0.99999917,0.9999901,0.9999291
201090701010014,506440101,19,85043.39,PNS,0.009936877,0.99965596,0.9999995,0.9999995
207640101010127,764010101,104,73382.62,PNX,0.012449848,0.99992824,0.9999857,0.9995819
200709401010012,782650101,20,92069.16,PNX,0.009721558,0.9999882,0.9999709,0.999951
200709401010012,782650101,20,92069.16,PNU,0.009721558,0.99996793,0.99995804,0.999097
203002702010091,300270201,93,76070.77,PNS,0.013619961,0.99997735,0.9999981,0.9993079
206567811010005,824730201,2,102371.4,PNS,0.017552305,0.99968016,0.9999478,0.9994491
201645609010011,164560901,11,59901.38,PNX,0.016611295,0.99996424,0.9999342,0.9990828
206944403010030,761550201,62,80729.04,PNS,0.010084267,0.999899,0.9999968,0.9999819
208046801010006,804680101,6,94323.54,PNS,0.025617931,0.99955434,0.9999933,0.9999678
207640101010052,764010101,52,73392.3,PNS,0.012481604,0.9999964,0.99998844,0.9998196
201080604010018,604960301,39,99410.99,PNS,0.004770562,0.9999994,0.9999995,0.9999938
202039001010021,203900101,22,76257.38,PNS,0.012284249,0.9998727,0.99999106,0.99999654
206944403010017,761550201,24,80739.45,PNX,0.009803186,0.9998814,0.9999987,0.9999995
201489601010030,148960101,30,55796.05,PNX,0.020940812,0.9999751,0.9999782,0.9999838
201489601010006,148960101,6,55746.7,PNS,0.026481735,0.99992967,0.99999094,0.99990857
201259601010131,152020101,196,71536.36,PNU,0.0100730695,0.9999553,0.99999285,0.9995846
205503501010023,841800201,14,113690.3,PNX,0.012479521,0.99987257,0.9999949,0.9998635
207619204010015,761920401,15,63051.15,PNS,0.015748711,0.99974936,0.99994624,0.9994412
200813408010083,803910401,87,85115.38,PNS,0.009503084,0.99999344,0.9999969,0.99977165
208039104010056,803910401,56,85089.37,PNX,0.010576593,0.9999708,0.9999943,0.99999404
203057509010020,841482101,17,100106.9,PNX,0.011031117,0.9999441,0.99999535,0.999913
201042601010095,824450501,24,77998.95,PNX,0.017006168,0.9999318,0.99999475,0.9997851
201501801010008,690900101,24,64989.57,PNS,0.011046385,0.9998964,0.9999664,0.9996997
202039001010007,203900101,6,88848.15,PNX,0.013671041,0.999997,0.9999851,0.9998547
201239001010030,147800101,22,101313.8,PNX,0.01191024,0.99969554,0.99999547,0.9999962
201511002010026,555700101,28,94694.6,PNS,0.022724155,0.99903345,0.9999317,0.99939525
201481701010031,148170101,35,67711.02,PNX,0.01238507,0.99999416,0.9999094,0.9999299
201128002010025,791010301,27,63973.0,PNS,0.013858085,0.99986756,0.99995303,0.9999504
201490102010010,149010201,10,54750.16,PNS,0.03204666,0.9998141,0.99996245,0.9999914
208039104010058,803910401,58,85089.38,PNS,0.010917901,0.9999962,0.9999981,0.9991683
206733101010064,821800301,139,103589.2,PNX,0.012669578,0.99990106,0.9999144,0.9997451
201122802010052,824450201,45,84975.8,PNS,0.009105697,0.9999783,0.9999927,0.99957734
206935202010011,693520201,11,104400.0,PNS,0.014727074,0.99969923,0.99992776,0.999395
201042601010030,824450501,72,77993.75,PNS,0.010717273,0.99995375,0.99999475,0.9999443
201042601010040,824450501,96,77998.95,PNS,0.0114519065,0.9999857,0.99999785,0.999474
205042601010074,761550201,75,80705.64,PNS,0.0095601715,0.9999386,0.9999043,0.99963236
200703405010051,200340101,13,71561.68,PNS,0.011565864,0.99968493,0.9999342,0.9999685
201010401010007,831790601,4,81751.8,PNS,0.017871495,0.9991035,0.99996865,0.99997973
201489601010019,148960101,19,55746.7,PNX,0.016965855,0.99998844,0.999998,0.99950564
201481701010022,148170101,22,67711.02,PNX,0.015837146,0.99995327,0.999992,0.999998
206939901010022,693990301,10,78761.79,PNS,0.009934676,0.9998895,0.9999621,0.99946314
208627302010062,862730601,17,65695.54,PNS,0.008320591,0.9999876,0.99996805,0.9999951
202124802010102,824450501,82,77996.35,PNX,0.012975376,0.9999471,0.9999988,0.9994072
206556701010107,784860101,58,89153.02,PNX,0.0100332275,0.99979955,0.9999956,0.99938285
208440201010018,844020101,18,62642.97,PNX,0.012230842,0.9999981,0.99996567,0.99997926
201473301010097,723801601,69,79621.56,PNS,0.015351719,0.9998399,0.9999678,0.99911445
206944403010020,761550201,21,80729.04,PNX,0.010687668,0.9999002,0.9999112,0.9996716
207226702010006,761630301,73,84079.16,PNX,0.011145795,0.9999665,0.9999939,0.99989843
201010403010028,400270101,12,99012.57,PNX,0.012245738,0.99983096,0.99997246,0.9991992
201113501010176,202670701,133,110297.2,PNX,0.01015526,0.9999665,0.9999987,0.99997175
203011503010016,764010101,31,73428.73,PNS,0.02053854,0.99973994,0.99999523,0.99984837
202039001010014,203900101,14,88889.55,PNS,0.010928341,0.9999832,0.9999852,0.99996054
201485605010013,148560501,13,63357.71,PNU,0.023013964,0.99992025,0.9999938,0.99917656
202038101010001,300270201,4,57269.91,PNX,0.95500606,1.0,1.0,0.99955255
207903806010135,790380601,135,84746.24,PNX,0.012083037,0.9999907,0.999964,0.99920696
201010401010072,741280201,72,86239.4,PNS,0.01040263,0.9999902,0.99999475,0.99968195
201080605010115,604960301,57,99400.6,PNS,0.0044985395,0.9999994,0.99999976,1.0
201038607010014,550640101,17,59506.52,PNX,0.016786514,0.9990646,0.9999571,0.99999726
201010401010041,741280201,11,86268.0,PNX,0.016315218,0.9999471,0.9999677,0.99910223
201128002010010,791010101,17,120543.8,PNX,0.011327927,0.9993469,0.9999926,0.9999058
200669401010002,501790101,2,107918.2,PNU,0.102330916,0.9999908,0.9999994,0.9999988
208229601010054,822960101,54,76427.6,PNX,0.010221215,0.99993277,0.99999905,0.99949646
208046801010022,804680101,22,94324.02,PNS,0.012887156,0.99996614,0.99999344,0.99999857
200813408010033,803910401,13,85115.38,PNS,0.016986487,0.9999597,0.9999665,0.9991755
208246101010176,824610201,101,77837.96,PNX,0.011835363,0.9997898,0.99999917,0.999959
208244505010052,824450501,52,77996.35,PNS,0.015259161,0.9998179,0.9999896,0.9997938
207611001010145,790380501,99,92256.8,PNX,0.023210617,0.99977547,0.99992776,0.9991359
201239001010034,147800101,12,101317.3,PNX,0.016504504,0.99986076,0.99998355,0.99996614
201010401010033,741280201,15,86268.0,PNS,0.012803849,0.99995184,0.99993384,0.9991696
206019305010009,601930501,6,104236.6,PNX,0.0127493795,0.9994105,0.9999764,0.99992716
201489601010109,148960101,105,55746.7,PNX,0.011849131,0.9999964,0.99999917,0.99996233
207413002010009,741300201,10,103446.2,PNS,0.012991431,0.99928325,0.9999776,0.9998461
201080604010089,604960301,95,99400.6,PNS,0.0042727906,0.9999994,0.99999976,1.0
207226702010010,761630301,65,90389.0,PNS,0.011278347,0.99990976,0.99999833,0.99999547
201109903010004,844860101,10,101176.4,PNX,0.015609071,0.9994844,0.99997246,0.9994215
208627302010052,862730601,25,65708.88,PNS,0.0084504085,0.99996114,0.9999974,0.9999987
201042601010074,824450501,51,77996.35,PNS,0.011052514,0.9999542,0.99998593,0.99982965
207843302010046,784330201,46,82902.8,PNS,0.011835918,0.9999442,0.9999964,0.9993543
206031901010020,770180801,15,71020.27,PNS,0.010892208,0.9999968,0.9999924,0.9999976
208440201010002,844020101,2,70263.57,PNS,0.025677457,0.9998087,0.99998367,0.9999857
206578201010041,831790701,58,102428.7,PNS,0.011183167,0.99995387,0.99999845,0.9991491
208039104010111,803910401,111,85115.38,PNS,0.010753075,0.999941,0.9999403,0.9999255
201125219010029,824610201,52,77837.96,PNX,0.013802472,0.99973613,0.9999782,0.99968266
205560301010020,651610101,11,84332.83,PNX,0.015247512,0.9998642,0.9999945,0.9998636
201042601010097,824450501,134,77998.95,PNS,0.012428506,0.9999877,0.9999993,0.99991703
201042601010114,824450501,85,77993.75,PNS,0.009838085,0.99997973,0.9999982,0.99981207
206054704010022,724090101,9,120023.8,PNS,0.010325707,0.99957937,0.99998605,0.9999641
201092707010153,763120201,65,68949.05,PNS,0.012656178,0.99999344,0.99998236,0.9995989
202045002010014,502140101,80,77974.99,PNX,0.009214938,0.999835,0.9999908,0.99998415
201010401010051,741280201,40,86239.4,PNS,0.011018495,0.9999676,0.9999782,0.9997137
207635002010016,763500201,17,73534.6,PNS,0.009963108,0.9994166,0.999946,0.9997229
201129721010088,202670701,111,110271.2,PNX,0.009597082,0.9999274,0.99999774,0.9995254
201128002010014,791010301,21,63944.39,PNX,0.014581623,0.99961734,0.99997246,0.9996835
201042601010116,824450501,87,78006.75,PNS,0.010569168,0.99999297,0.99999905,0.99969006
203002702010077,300270201,82,57262.97,PNS,0.012432917,0.9998735,0.9999378,0.9998258
206731702010013,782430101,15,76498.7,PNS,0.016387105,0.9994111,0.9999019,0.99997497
207207002010061,720700201,68,57538.0,PNS,0.02090735,0.99978536,0.9999187,0.9996691
201259601010067,152020101,73,71536.36,PNX,0.012277572,0.99997544,0.99999845,0.99954236
201080604010004,604960301,21,99400.6,PNX,0.00674394,0.99999774,0.9999838,0.99999845
207640101010031,764010101,30,73382.62,PNX,0.021914443,0.9996749,0.99999106,0.99953353
201080604010030,604961201,5,112827.0,PNS,0.015125153,0.99999976,1.0,0.9999999
201092703010007,763120401,6,79378.0,PNS,0.02410267,0.99993575,0.9999416,0.9995504
208627302010049,862730601,15,65690.32,PNS,0.009541738,0.99997294,0.9999975,0.99999654
208244505010164,824450501,164,77996.35,PNX,0.009988511,0.9999831,0.9999981,0.99998856
201111202010026,305540701,14,58783.4,PNS,0.18024236,0.99999905,1.0,0.9999999
201489601010043,148960101,42,55796.05,PNS,0.015689246,0.999992,0.9999945,0.99948704
201489601010075,148960101,68,55796.05,PNS,0.013871082,0.99999654,0.999997,0.9999583
201490102010024,149010201,23,54757.95,PNX,0.018409207,0.9999591,0.9999355,0.99999547
201513701010036,692840501,22,117837.2,PNX,0.009991988,0.9996928,1.0,0.99999976
207619204010023,761920401,21,63051.14,PNX,0.010725253,0.99963844,0.9999342,0.9995815
205557001010063,555700101,37,94694.6,PNX,0.023138015,0.99911743,0.99994075,0.99912137
201092707010089,763120201,55,66196.37,PNS,0.012511235,1.0,1.0,1.0
201489601010041,148960101,41,55809.08,PNS,0.015808318,0.999977,0.999998,0.9999182
201109903010011,844860601,8,75799.28,PNS,0.039560143,1.0,1.0,1.0
201080604010017,604960301,10,99382.38,PNX,0.011142096,0.99998593,0.9999949,0.9999949
208046801010010,804680101,10,104378.7,PNS,0.013333968,0.9999896,0.9999988,0.9999976
201125219010085,824610201,60,77840.56,PNS,0.01277952,0.9997991,0.99998105,0.9999751
208244505010117,824450501,117,77998.95,PNX,0.012546094,0.99998355,0.99999964,0.9999143
207843302010024,784330201,24,82923.59,PNS,0.01276604,0.9997192,0.99999595,0.9991424
201489601010060,148960101,61,55746.7,PNS,0.012403379,0.9999969,0.9999993,0.99963486
201239001010012,147800101,10,101319.0,PNS,0.018686546,0.99939966,0.99992776,0.99988925
201502801010010,764770101,15,66657.34,PNX,0.014385732,0.9999263,0.99998224,0.9999379
201504706010019,743830501,13,102163.0,PNX,0.010226891,0.9999052,0.99999964,0.9999231
208019505010034,801950401,27,101233.1,PNX,0.010987465,0.9999871,0.99999857,0.9993691
207003809010054,824730201,6,102371.4,PNX,0.012176853,0.99967706,0.9999794,1.0
208039104010046,803910401,46,85110.17,PNX,0.0111794425,0.9999825,0.99999857,0.99915254
208112101010055,811212701,56,71054.48,PNX,0.017597029,0.99980825,0.999992,0.9998337
207277802010039,790380601,122,116691.4,PNS,0.011524213,0.999944,0.99999666,0.99913293
207903808010228,790380801,228,109618.4,PNX,0.010326984,0.9999889,0.99996877,0.9991177
208003801010044,800380101,44,92357.16,PNX,0.009673845,0.99993443,0.9999956,0.9991755
201489601010032,148960101,33,55790.88,PNX,0.01872174,0.99997437,0.99999523,0.9999939
201080604010088,604960301,28,99382.38,PNX,0.0054973564,0.9999963,0.9999995,0.9999995
206005406010133,741280201,96,86241.99,PNS,0.009728724,0.9999993,0.99998534,0.99965656
206578201010039,831790701,35,102428.7,PNS,0.01130204,0.9998455,0.9999918,0.9990392
200813408010051,803910401,51,85089.37,PNS,0.010610237,0.99999225,0.9999994,0.9999616
207611001010044,790380501,65,77654.91,PNX,0.02171007,0.9999379,0.9999782,0.9993179
203011503010027,764010101,23,73428.73,PNX,0.020439494,0.9995322,0.99995327,0.99948585
201129707010079,402430301,108,79755.01,PNX,0.01022216,0.9998946,0.9999927,0.99997187
201010401010041,831790601,10,81736.2,PNX,0.015284831,0.99954516,0.9999641,0.99983597
207812103010009,781210301,9,66188.26,PNS,0.01732029,0.9997533,0.9999852,0.999931
207812103010004,781210301,4,66188.26,PNS,0.026836738,0.99986935,0.99998903,0.9999695
201490102010016,149010201,16,54833.35,PNS,0.02075457,0.99993217,0.9999423,0.999979
200813408010037,803910401,60,85089.37,PNS,0.010998875,0.99992645,0.9999918,0.99950325
201042601010079,824450501,139,77998.95,PNX,0.012727431,0.9999676,0.9999999,0.9999927
208244505010064,824450501,64,77996.35,PNS,0.010710476,0.9999527,0.99999917,0.9998716
201503501010023,784330201,26,82913.22,PNX,0.012939451,0.9998988,0.9999907,0.9993794
201092707010039,763120201,39,68925.55,PNS,0.013061658,0.99995184,0.99998593,0.99980086
207252401010059,761550201,41,80729.04,PNX,0.009394957,0.9999733,0.99994314,0.9995123
205042601015090,761550201,53,80739.44,PNS,0.010080882,0.9999534,0.99997294,0.99990106
207640101010044,764010101,45,73382.62,PNX,0.013705808,0.9999026,0.9999975,0.9999937
207616303010189,761630301,190,90363.0,PNX,0.009631666,0.9999436,0.99998915,1.0
200669401010075,501790101,15,107928.6,PNX,0.030742405,0.99996793,0.9999995,0.99999654
201511002010036,555700101,25,94694.6,PNS,0.023973444,0.9996605,0.9999318,0.9994648
201109903010023,844860101,16,101176.4,PNS,0.011778473,0.9996674,0.99998605,0.9997303
206717001010006,671700101,6,79273.97,PNS,0.020365464,0.999445,0.99990547,0.9999956
202039001010019,203900101,19,88889.55,PNX,0.009793144,0.99999523,0.99999607,0.9999908
208019505010033,801950401,25,101267.0,PNX,0.011398164,0.9999958,0.99999595,0.9997836
200813408010081,803910401,54,85089.37,PNX,0.011317221,0.9999763,0.99999857,0.9993957
206771801010012,800380101,12,92341.59,PNU,0.0103154965,0.99966264,0.999985,0.99987936
201084602010014,723801601,22,79643.17,PNX,0.0155065125,0.99996424,0.99999404,0.99931705
207631201010101,763120201,67,68949.05,PNS,0.015001237,0.9999832,0.99998724,0.99998283
205064401015022,506440101,25,84393.38,PNS,0.011781926,0.99974436,0.9999994,0.9999944
203002405010009,694170101,6,113348.4,PNS,0.018879317,0.99999654,1.0,1.0
201080604010032,604960301,30,99410.99,PNS,0.0053942385,0.9999987,0.99999976,0.9999989
207444503010123,744450301,105,94746.4,PNS,0.012164138,0.9999728,0.9999938,0.9991417
201489601010028,148960101,28,55746.7,PNX,0.016633367,0.9999348,0.9999939,0.99998236
201489601010017,148960101,17,55809.08,PNS,0.013035153,0.99995625,0.9999436,0.99990296
202045402010049,693060401,9,51335.7,PNX,0.010182601,0.9992428,0.99994266,0.9999517
203025001010010,302500101,10,75939.22,PNS,0.01661,0.99991274,0.9999918,0.99995804
201126101010011,745110301,15,62312.47,PNX,0.015705073,0.9991949,0.99999344,0.9999571
208039104010072,803910401,72,85094.58,PNS,0.009278594,0.9999707,0.9999753,0.9997093
206733101010017,821800201,26,118536.2,PNU,0.009824855,0.9996451,0.99991226,0.99991703
201129701010006,784860101,9,89145.22,PNX,0.014368853,0.9998834,0.9999852,0.99980146
202052401010048,784860101,107,89158.23,PNS,0.01044829,0.99993,0.9999887,0.9997658
206556701010067,784860101,94,89168.62,PNX,0.013450258,0.99996376,0.9999981,0.99975044
208449301010024,844930101,24,71318.0,PNX,0.013467041,0.9991974,0.9999573,0.9999368
207252401010064,761550201,30,80739.45,PNX,0.009113581,0.9998723,0.99999726,0.9999944
201489601010099,148960101,104,55746.7,PNS,0.0124349035,0.9999958,0.9999999,0.9998584
207640101010115,764010101,108,73382.62,PNS,0.014555716,0.99991524,0.99999046,0.99988997
201080604010011,604960301,13,99410.99,PNS,0.013741135,0.99997485,0.9999764,0.99997735
202104801010005,694670101,12,82786.59,PNS,0.018107152,0.9999994,0.99999845,0.9990884
202104801010005,694670101,12,82786.59,PNX,0.018107152,0.9999989,0.9999989,0.9994142
208229601010021,822960101,21,76427.9,PNS,0.011618436,0.9998723,0.9999945,0.99941254
205557801010075,604960301,73,99382.38,PNS,0.003119919,0.9999994,0.99999976,1.0
201489601010054,148960101,51,55796.05,PNX,0.011382836,0.9999912,0.9999994,0.9999987
207409601010149,831790701,91,102408.8,PNS,0.009939837,0.9999852,0.9999975,0.9990934
205503501010020,841800201,19,107044.4,PNS,0.012666222,0.9999819,0.9999304,0.99987555
205503501010018,841800201,10,113656.4,PNS,0.01871238,0.9990043,0.9999969,0.9999999
201068601010017,803990301,4,98109.76,PNX,0.027581703,0.9999523,0.9999776,0.99997544
201080604010002,604960301,2,99392.78,PNX,0.047015727,0.9997385,0.99996924,0.999998
208039104010085,803910401,85,85089.37,PNS,0.010872904,0.99999285,0.99999845,0.99999034
