,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
0,205100107010010,0842761401,13,80021.38,PNX,"[[1.42556918e+00 1.08072048e-01 8.67244830e-02 1.33422282e-02
  2.66844563e-03 0.00000000e+00 0.00000000e+00 1.36265560e+00
  1.40043586e+00 1.70116210e+00 4.57414703e+01 6.82046115e-02
  2.65865063e-01 2.04577900e+00]]"
1,200287401010057,0824570101,94,97726.9,PNX,"[[2.11246395e+00 2.00193892e-01 3.05380514e-02 1.79350460e-02
  4.84730974e-03 2.90838585e-03 4.84730974e-04 0.00000000e+00
  2.16702543e+00 4.96589051e+00 5.12666512e+00 6.02806509e-02
  5.19650655e-01 1.96301987e+00]]"
2,208222801010016,0822280101,16,68077.99,PNX,"[[1.46038103e+00 1.07646622e-01 5.64216778e-02 1.93021529e-02
  5.19673348e-03 0.00000000e+00 0.00000000e+00 1.34116382e+00
  1.59274785e+00 2.73616050e+00 3.88549919e+01 7.12195560e-02
  2.97397770e-01 1.98318600e+00]]"
3,208708502010029,0870850201,29,61825.39,PNX,"[[ 1.93757558e+00  9.91672975e-02  4.16351249e-02  1.43830431e-02
   8.32702498e-03  6.81302044e-03  3.02800908e-03  1.10590091e+00
   3.08325824e+00  1.44034485e+01 -5.61716194e+01  1.51663810e-01
   4.77634572e-01  1.38907088e+00]]"
4,208272503010012,0911990501,56,91679.55,PNX,"[[ 2.13256431e+00  1.99176531e-01  2.93360782e-02  2.31600618e-02
   4.63201235e-03  2.57334020e-03  5.14668039e-04  0.00000000e+00
   2.20602283e+00  5.07504562e+00 -1.56820087e+01  7.51204416e-02
   5.46625451e-01  1.88579195e+00]]"
5,204010901010044,0401090101,44,61185.39,PNX,"[[2.19981623e+00 2.12695796e-01 4.03957131e-02 1.73124485e-02
  1.40148392e-02 7.41962077e-03 3.29760923e-03 0.00000000e+00
  3.03469092e+00 1.21192891e+01 6.91508179e+01 1.57226607e-01
  5.44178365e-01 1.49563512e+00]]"
6,208106001010052,0810600101,52,55983.8,PNX,"[[ 2.21111727e+00  2.06250000e-01  5.53571429e-02  1.78571429e-02
   1.42857143e-02  2.67857143e-03  1.78571429e-03  0.00000000e+00
   2.82326764e+00  1.06745761e+01 -2.35161858e+01  1.04597092e-01
   5.84078712e-01  1.41831212e+00]]"
7,208421101010094,0842110101,94,60187.39,PNX,"[[ 1.87845588e+00  2.49494949e-01  5.15151515e-02  1.21212121e-02
   7.07070707e-03  1.01010101e-03  0.00000000e+00  1.34068310e+00
   1.96916318e+00  3.79266172e+00 -6.78744354e+01  9.88463908e-02
   4.49392713e-01  1.98360886e+00]]"
8,201125702010063,0672130701,95,70020.64,PNX,"[[ 2.71940374e+00  1.61344538e-01  4.25770308e-02  1.90476190e-02
   1.28851541e-02  8.40336134e-03  5.60224090e-03  0.00000000e+00
   3.95126913e+00  2.01903494e+01 -9.66362762e+01  9.17256251e-02
   6.70218732e-01  1.28460951e+00]]"
9,200651401010027,0723802101,44,99948.09,PNX,"[[ 1.29824042e+00  1.16594695e-01  3.70141888e-02  1.66563849e-02
   1.23380629e-03  6.16903146e-04  0.00000000e+00  1.35541194e+00
   1.24009078e+00  1.30827308e+00 -8.95949402e+01  6.47963509e-02
   2.62507721e-01  1.99023930e+00]]"
