,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,PN_RATE,CONF_DT50,CONF_DT250,CONF_DT1000
110,206903901010010,0690390101,11,98734.99,PNX,0.009762456,0.99992967,0.9999932,1.0
111,202020602010081,0606150101,60,98280.0,PNX,0.0078781,0.9999969,0.9999738,0.99967253
112,202038101010033,0300270201,21,75903.66,PNX,0.028233295,0.9994961,0.9999391,0.99907434
113,201129705010102,0202670601,75,74100.0,PNX,0.020255629,0.9998965,0.99999976,0.999943
114,201108902010005,0554710801,8,76470.56,PNX,0.021294009,0.9997266,0.9999814,0.99964607
115,202022103010104,0202210401,90,65793.91,PNX,0.00624893,0.9999981,0.99999845,0.9999893
116,200930001010250,0093000101,260,52613.6,PNX,0.0050000562,0.99999905,1.0,0.9999471
117,201490102010040,0149010201,38,54833.35,PNX,0.017118264,0.99999833,0.9999976,0.99999845
118,207229001010092,0864110101,101,116123.8,PNX,0.0056182607,0.9999981,0.99995553,0.9998828
119,205503501010025,0841800201,26,113659.0,PNX,0.0069022374,0.9999378,0.9999088,0.9992736
120,208418002010088,0841800201,88,113679.8,PNX,0.006783392,0.9999956,0.9999969,0.99980026
121,200856401010044,0790580101,40,81753.31,PNX,0.005614719,0.99999046,0.99999857,0.9999825
122,204010401010085,0840580201,75,115271.0,PNX,0.005677585,0.9999962,0.9999976,0.9996631
123,205015801010033,0780690301,17,63673.39,PNX,0.0064921146,0.9999137,0.9999484,0.9996861
124,208419201010019,0841920101,19,94586.88,PNX,0.0052909716,0.9999578,0.99999654,0.99999917
125,206719301010047,0671930101,47,107372.2,PNX,0.007713412,0.9999999,0.9999896,0.9999962
126,206750103010023,0675010301,23,67909.39,PNX,0.009097349,0.9999653,0.99999905,0.9999616
127,206945801010033,0694580101,33,109423.6,PNX,0.0050914697,0.9999434,0.99997234,0.9999937
128,203011503010018,0840230401,19,58887.4,PNX,0.013280506,0.99992764,0.99998355,0.99999976
129,201520201015146,0152020101,162,71536.36,PNX,0.007906232,0.99999726,0.99992454,0.9996278
130,201112401010160,0111240101,150,97578.0,PNX,0.0051353825,0.9999969,0.99997985,0.9998098
131,201080604010058,0604961001,85,91607.47,PNX,0.00635272,0.9999982,0.99999964,0.99930274
132,201099803010072,0504260101,80,101206.5,PNX,0.006637146,0.99999475,0.99999595,0.99949634
133,201080605010097,0604960301,86,99392.78,PNX,0.0064441077,0.99999666,0.9999671,0.9999982
134,205511501010039,0551150101,35,85128.95,PNX,0.0060290657,0.9999945,0.9999994,0.99974734
135,205562803010029,0556280301,28,69339.39,PNX,0.013133758,0.99990106,0.999982,0.9999999
136,201108902015134,0511580301,46,62753.14,PNX,0.00788582,0.99997556,0.9999869,0.99998546
137,201481701010121,0148170101,118,67711.02,PNX,0.0075667542,0.99999976,0.99998415,0.99983
138,201108902010074,0511580201,43,85055.78,PNX,0.0055806683,0.99999523,0.99999845,0.9999001
139,207481901010017,0748190101,18,52774.77,PNX,0.013049344,0.99995923,0.9999888,1.0
140,201285314010017,0128531601,19,74848.78,PNX,0.0073950267,0.9995604,0.99999785,0.9999585
141,202001301010123,0761630101,80,101095.0,PNX,0.011095537,0.99996173,0.99999833,0.9999627
142,206578201010016,0740960101,20,77549.27,PNX,0.005409378,0.9999989,1.0,0.9999988
143,201080607010146,0555780801,55,90222.63,PNX,0.00567668,0.9999987,0.9999988,0.9990295
144,201239001010065,0147800101,52,101324.6,PNX,0.0065630237,0.99999917,1.0,0.99998426
145,206548701010071,0654870101,102,83887.05,PNX,0.006502142,0.9999981,0.9999964,0.9999865
146,201080607010120,0604960701,57,82542.17,PNX,0.0067771072,0.99998856,0.99999297,0.99904543
147,201010401010060,0831790601,103,81746.6,PNX,0.006716731,0.99999475,0.99999106,0.99982566
148,207281901010083,0844860101,85,101176.4,PNX,0.005074287,0.9999994,1.0,0.99999964
149,208009712010070,0800971201,70,54399.8,PNX,0.0052925562,0.9999722,0.99999475,0.99992
150,206517701010079,0651770101,79,81101.84,PNX,0.005333812,0.99998415,0.99997604,0.9999206
151,206935201010021,0693520101,21,112350.2,PNX,0.006491374,0.9999769,0.9999995,0.9999999
152,201080604010027,0555780801,22,90201.85,PNX,0.008003615,0.99999464,0.9999981,0.9997447
153,206049610010091,0604961001,91,91602.21,PNX,0.00667284,0.9999789,0.99995935,0.99939346
154,208918011010056,0891801701,59,100357.9,PNX,0.006637957,0.99999917,0.99999976,0.9999697
155,208019501010082,0801950401,81,101196.8,PNX,0.00806883,0.99999344,0.99999976,0.9999957
156,208019505010047,0801950401,43,101233.1,PNX,0.008822861,0.99999535,0.9999999,0.9999932
157,206048101015056,0604810101,64,69744.98,PNX,0.005818052,0.99996924,0.999913,0.9999994
158,208808101010041,0880810201,40,93812.15,PNX,0.007737275,0.99993753,0.9999244,0.999954
159,206045301010049,0862260201,62,82447.3,PNX,0.005039145,0.9999969,0.99998844,0.9999509
160,208000401010032,0800040101,32,58233.19,PNX,0.0074662287,1.0,0.9999944,0.9999889
161,208910701010034,0891070101,34,89782.19,PNX,0.00818489,0.99999475,0.99999213,0.9998172
162,206061501010061,0606150101,59,79818.33,PNX,0.0069965087,0.9999962,0.9999862,0.9995316
163,208802804010257,0880280401,257,117784.2,PNX,0.009816223,0.99999213,0.99998236,0.99999976
164,207640101010112,0840230401,43,58887.38,PNX,0.008251883,0.99999714,0.9999993,1.0
165,207931836010029,0793183601,31,56678.35,PNX,0.0056688697,0.9999968,0.99999595,0.99991786
166,207838901010050,0783890101,54,75076.24,PNX,0.0050687618,0.9999995,0.99999595,0.9998074
167,203059701010102,0305970101,89,98434.44,PNX,0.005109827,0.99997115,0.99999964,0.999363
168,207446401015063,0744640101,58,105778.4,PNX,0.00671156,0.9999994,0.9999944,0.999992
169,203059701010151,0305970101,170,98431.84,PNX,0.0054580807,0.9999504,0.99998987,0.99986875
170,203002702015047,0300270201,48,75903.66,PNX,0.015595582,0.9999771,0.9999943,0.99980026
171,201126803010030,0210490101,67,87640.77,PNX,0.0054460242,1.0,1.0,0.9999989
172,206530508010104,0653050801,94,63920.98,PNX,0.0054720277,0.9999919,0.9999956,0.99985564
173,201123102010089,0204610101,59,71073.6,PNX,0.009494815,0.9999989,0.99999976,0.999964
174,200669401010065,0501790101,83,107933.8,PNX,0.0051665413,0.99986434,0.99996185,0.999121
175,205029701010028,0502970101,30,57863.69,PNX,0.007122097,0.99991465,0.9999857,0.9999881
176,208808101010079,0880810201,43,67835.91,PNX,0.0101518,0.9996271,0.9999826,0.999374
177,202053902010030,0205390201,31,56199.18,PNX,0.0054284832,0.99997604,0.9999877,0.99960643
178,200928001010026,0502220301,26,73114.14,PNX,0.0060476856,1.0,1.0,1.0
179,201026420010026,0672190301,22,107060.1,PNX,0.007487976,0.9999579,0.9999863,0.99993944
180,201068601010008,0693850501,11,110349.2,PNX,0.012555396,0.99981993,0.9999654,0.99999785
181,201080604010007,0555782301,12,104092.6,PNX,0.011762425,0.9999999,1.0,1.0
182,208918011010041,0891801701,105,90410.12,PNX,0.0063531874,0.99999774,0.99999976,0.999828
183,201645602010022,0301600101,29,70763.56,PNX,0.015277401,0.9996014,0.9999788,0.9997322
184,207617305010034,0761730501,34,57801.57,PNX,0.006242168,0.9999691,0.9999924,0.9992017
185,208830401010077,0883040101,77,66763.98,PNX,0.00739856,0.9999982,0.9999982,0.9999664
186,208852401010052,0885240101,52,87299.25,PNX,0.0061809747,0.99999845,0.99998045,0.99938834
187,208619801010023,0861980101,23,54087.8,PNX,0.013187787,1.0,0.9999999,0.9999963
188,208709101010054,0870910101,54,61660.66,PNX,0.00976074,1.0,0.99999964,0.99980444
189,203002405010053,0694170101,102,106899.8,PNX,0.0074908766,0.9999999,1.0,1.0
190,207826501010045,0782650101,43,92118.57,PNX,0.006674094,0.99999905,0.99998283,1.0
191,201112401010172,0111240101,122,97578.0,PNX,0.0071887947,0.9999981,0.9999763,0.99990106
192,201080605010113,0604960301,112,99408.38,PNX,0.005976819,0.9999988,0.99999964,0.9999994
193,206935202010075,0693520201,71,104387.4,PNX,0.0076145856,0.9999958,0.9999999,0.9999455
194,204000102010034,0400010201,36,62881.83,PNX,0.0063396185,0.9999974,0.99999,0.99947876
195,207619208010042,0761920801,44,59707.48,PNX,0.009574288,0.9999933,1.0,0.99999976
196,206938512010051,0693851201,60,115382.1,PNX,0.0057453564,0.9998078,0.99996483,0.99954754
197,207927901010051,0792790101,57,67439.98,PNX,0.007690128,1.0,0.99999595,0.9999976
198,206925501010044,0692550101,40,80258.43,PNX,0.007949714,0.99999356,0.9999995,0.9999924
199,205550202010015,0744450101,15,126358.0,PNX,0.0063240696,0.99998105,0.9999453,0.99903095
200,202020602010014,0606150101,14,95401.8,PNX,0.013265495,0.9999676,0.99999857,0.9999459
201,201108901010128,0673580201,64,87151.89,PNX,0.007828586,0.9999839,0.9999597,0.9994598
202,207412802010075,0854590401,45,67534.11,PNX,0.005024893,0.9999993,0.9999206,0.99988425
203,208317906010135,0831790601,135,81790.8,PNX,0.0055332226,0.99999523,0.99993753,0.9993994
204,207229001010046,0864110101,60,116194.0,PNX,0.0053741243,0.9999925,0.9999982,0.9999995
205,207229001010028,0864110101,103,116105.6,PNX,0.0057590134,0.99998736,0.9999999,1.0
206,200447406010022,0044740601,22,70328.34,PNX,0.0060841083,0.9998348,0.99992645,0.9994797
207,206023901010020,0602390101,20,51896.0,PNX,0.010490442,0.9999888,0.99999356,0.99999964
208,208808101010085,0880810201,76,67835.91,PNX,0.009132141,0.9999746,0.9999261,0.9999856
209,201490102010048,0149010201,48,54900.98,PNX,0.017590418,0.999997,0.9999975,0.99999833
210,208000401010020,0800040101,20,58220.18,PNX,0.008359827,0.9999871,0.99999714,1.0
211,202038101015033,0300270201,44,76070.74,PNX,0.017552271,0.9999169,0.9999956,0.9998048
212,202031703010009,0203170301,9,79736.68,PNX,0.01800875,0.99999785,0.9999994,1.0
213,208851801010100,0885180101,100,97200.98,PNX,0.013292676,0.9999683,0.9999348,0.9995914
214,202071304010048,0841480701,63,71264.7,PNX,0.005064818,0.9999778,0.99999857,0.9995092
215,203060501015013,0654800201,12,52580.49,PNX,0.012729568,0.9998611,0.99999416,0.999913
216,205511501010085,0551150101,85,85079.75,PNX,0.008013672,0.999998,0.99999607,0.99975806
217,206719301010083,0671930101,83,107413.8,PNX,0.00783989,0.9999913,0.9999858,0.9999716
218,201108902010077,0511580401,53,65970.04,PNX,0.006918294,0.9999541,0.9999974,0.9994017
219,206019305010112,0601930501,112,104247.0,PNX,0.0068499786,0.9999466,0.99998033,0.99943
220,208440201010033,0844020101,33,70263.57,PNX,0.00830179,1.0,1.0,1.0
221,201108901010041,0673580201,18,87151.89,PNX,0.009566303,0.9999273,0.99992836,0.99990463
222,204000102010071,0400010201,62,62881.79,PNX,0.006220964,0.99999976,0.9999943,0.9999629
223,207413002010034,0741300201,36,103441.0,PNX,0.006565079,0.9999827,0.99995494,0.99999297
224,207637204010024,0763720401,23,94429.35,PNX,0.008905792,0.999607,0.99996436,0.999366
225,207216201010022,0761920901,28,51596.98,PNX,0.016732085,1.0,1.0,0.9999931
226,206717001010041,0671700101,37,79258.38,PNX,0.007354213,0.99997306,0.9999697,0.99975437
227,206025204010017,0602520201,19,94341.06,PNX,0.013468159,0.99999976,0.9999999,0.9999163
228,201090702010057,0109070201,59,56513.63,PNX,0.005399093,1.0,0.999998,1.0
229,205557802010147,0604961801,107,94471.0,PNX,0.007827236,0.99999535,0.99999917,0.9999027
230,200928001010009,0502220301,6,73098.53,PNX,0.021629605,0.9999865,0.9999989,1.0
231,201122902010060,0206080101,52,68093.99,PNX,0.010229992,0.9999945,0.99998426,0.9999964
232,201080604010045,0604961001,53,91602.21,PNX,0.0056406963,0.99999774,0.99999976,0.9998841
233,205557804010072,0555780401,74,86431.78,PNX,0.008350242,0.99997115,0.99999726,0.9993062
234,201010401010110,0741280201,80,86252.4,PNX,0.007906495,0.99999917,0.999998,0.9999175
235,203002702010074,0300270201,76,75903.66,PNX,0.014676106,0.99998915,0.9999974,0.9999441
236,201351202015061,0506260301,57,61589.43,PNX,0.005051959,0.999943,0.99999094,0.99955314
237,201026404010014,0650510501,13,83152.44,PNX,0.00861727,0.9999827,0.999998,0.9997875
238,207635002010089,0763500201,79,73503.38,PNX,0.0051520774,0.9999889,0.99999714,0.9991635
239,203039501010047,0303950101,49,50850.79,PNX,0.0056301784,0.9999964,0.99999666,0.9999982
240,206023901010036,0602390101,39,51914.17,PNX,0.0084483335,0.9999949,0.99997604,0.9999933
241,207446401010022,0744640101,23,105778.4,PNX,0.0070542702,0.9999993,0.9999933,0.99997425
242,201239001010084,0147800101,107,101329.3,PNX,0.0065114493,0.99999774,0.99999976,0.9999962
243,205562603010140,0556260301,126,50237.2,PNX,0.006862326,0.9999989,0.9999832,0.99921095
244,202031703010078,0203170301,83,79791.27,PNX,0.00870677,0.99999976,0.9999999,1.0
245,207437002010108,0743700201,85,100532.4,PNX,0.008369592,0.9999939,0.9999726,0.9995926
246,207617305010058,0761730501,57,57806.77,PNX,0.008865873,0.99958056,0.9999877,0.999673
247,207635002010033,0763500201,31,73503.38,PNX,0.0066143046,0.9998462,0.9999927,0.99918526
248,205026901015023,0502690201,37,64830.41,PNX,0.006547836,0.9999999,0.99999535,0.999998
249,205029701010054,0502970101,55,57863.69,PNX,0.0050552147,0.9999852,0.9999939,0.99999154
250,206567810010042,0744870201,20,78433.23,PNX,0.00574308,0.99989295,0.9999832,0.9998122
251,206061501015108,0606150101,113,98295.6,PNX,0.008549949,0.9999981,0.99999976,0.9999988
252,200709401010028,0782650101,50,92110.79,PNX,0.0074742474,1.0,0.99999964,1.0
253,205531801010143,0653050801,50,63920.98,PNX,0.0056498386,0.99999154,0.99999607,0.9999132
254,206519002010017,0651900201,17,101696.4,PNX,0.008284203,0.9998741,0.99999535,0.99993026
255,201020407010012,0205680101,12,96994.98,PNX,0.007118201,0.9991335,0.9999994,1.0
256,207409601010079,0831790701,95,102415.7,PNX,0.0117819365,0.99995685,0.9999958,0.9990355
257,205524101010043,0603741101,23,54909.4,PNX,0.005309278,0.99998534,0.9999932,0.9991835
258,208042402010050,0804240201,50,53245.4,PNX,0.005074047,0.9999982,1.0,0.99999154
259,206935202010046,0693520201,46,104392.1,PNX,0.007932554,0.999969,0.9999896,0.9999757
260,200936502015089,0863890201,121,72048.57,PNX,0.005226692,0.9999825,0.99999535,0.9997094
261,203055405010052,0800031001,40,82138.05,PNX,0.005838057,0.99998105,0.99998784,0.9998348
262,208000308010103,0800030801,103,92350.91,PNX,0.0052288026,0.9999939,0.9999957,0.9999963
263,208709103010121,0870910301,121,99451.62,PNX,0.0050520278,1.0,0.99999976,0.9999999
264,207807902010035,0892410101,26,79315.6,PNX,0.006303097,0.99990416,0.99998605,0.9999459
265,208440201010037,0844020101,37,70263.57,PNX,0.005129077,0.9999999,0.99999976,0.9999938
266,201099803010050,0504260101,44,101228.4,PNX,0.0072074994,0.9999931,0.9999964,0.99973446
267,201080604010020,0555780301,29,105895.4,PNX,0.006782336,0.99999964,1.0,0.9999939
268,203059701010148,0305970101,162,98418.84,PNX,0.0059745014,0.9999937,0.9999982,0.9996357
269,200773401010147,0555630401,200,103119.7,PNX,0.0063816826,0.9999937,1.0,1.0
270,202031703010074,0203170301,73,79744.47,PNX,0.005540494,0.9999999,0.99999964,0.99999964
271,207607501010026,0760750101,31,96876.77,PNX,0.0060682595,0.9998074,0.99994135,0.99957174
272,207838901010028,0783890101,29,75091.84,PNX,0.006113411,0.99998736,0.99999607,0.99998116
273,203059701010190,0305970101,164,98418.84,PNX,0.005626954,0.99999213,0.99999547,0.9993723
274,206941701010126,0694170101,125,113348.4,PNX,0.0067854337,1.0,1.0,1.0
275,201080607010174,0555782301,68,104096.2,PNX,0.0073218853,1.0,1.0,1.0
276,202038101010070,0300270201,34,75903.66,PNX,0.01660399,0.99993074,0.99998105,0.99978083
277,207838901010045,0783890101,42,75084.04,PNX,0.005122558,0.9999999,0.99999905,0.9999671
278,206019305010043,0601930501,41,104247.0,PNX,0.0054820124,0.9999888,0.9999894,0.9997346
279,202039001010092,0203900101,96,88889.55,PNX,0.0052016424,0.99999976,0.99999976,0.99903107
280,201108902010029,0554710801,41,76470.56,PNX,0.009936,0.9999654,0.9999925,0.9996773
281,207619208010055,0761920801,56,64568.4,PNX,0.005729045,0.9999931,0.99998856,0.99999964
282,207216201010095,0761920901,73,51573.6,PNX,0.011536239,0.9999993,0.99999833,0.9996685
283,207823301010047,0782330101,46,52102.74,PNX,0.014775255,0.999959,0.9999819,0.99930346
284,200773401015192,0555630401,136,103108.6,PNX,0.010252175,0.9994524,0.99999535,1.0
285,201126803010024,0210490101,71,87640.77,PNX,0.0052239224,0.99999964,0.99999976,0.9999883
286,202020602010054,0606150101,102,98308.6,PNX,0.008764086,0.99999905,0.9999999,0.9999907
287,201502803010049,0764770101,75,66649.52,PNX,0.0053862133,0.9999993,1.0,0.99999976
288,201531501010054,0301600101,64,82836.62,PNX,0.0060812547,0.99999976,0.9999989,0.999974
