,SRCID,OBSID,SRC_NUM,EP_ONTIME,INST,FEAT_VALS
0,205100107010010,0842761401,13,80021.38,PNX,"[[6.27909303e-01 2.11409396e-01 4.69798658e-02 6.71140940e-03
  3.35570470e-03 0.00000000e+00 0.00000000e+00 1.39858917e+00
  7.21773495e-01 1.07059485e+00 2.79680614e+01 1.27810970e-01
  2.60135135e-01 1.82014343e+00]]"
1,200287401010057,0824570101,94,97726.9,PNX,"[[ 9.99600172e-01  4.51219512e-01  2.92682927e-02  4.87804878e-03
   4.87804878e-03  2.43902439e-03  2.43902439e-03  1.75380306e+00
   1.41127809e+00  3.82967251e+00 -1.41574917e+01  9.06047150e-02
   4.01960784e-01  1.85948675e+00]]"
2,208222801010016,0822280101,16,68077.99,PNX,"[[6.80230319e-01 2.38805970e-01 4.10447761e-02 3.73134328e-03
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.51947405e+00
  7.18195427e-01 1.39115124e-01 1.49679375e+01 1.22360632e-01
  2.74436090e-01 2.09398402e+00]]"
3,208708502010029,0870850201,29,61825.39,PNX,"[[ 1.20566773e+00  1.43410853e-01  6.20155039e-02  2.71317829e-02
   7.75193798e-03  0.00000000e+00  0.00000000e+00  1.13451521e+00
   2.05510356e+00  4.74339280e+00 -2.17292080e+01  1.04256436e-01
   5.42968750e-01  9.66233942e-01]]"
4,208272503010012,0911990501,56,91679.55,PNX,"[[ 1.06251550e+00  1.21761658e-01  4.14507772e-02  1.81347150e-02
   5.18134715e-03  0.00000000e+00  0.00000000e+00  1.64483892e+00
   1.37875003e+00  2.52207298e+00 -1.88573532e+01  1.85525358e-01
   3.98437500e-01  1.77408455e+00]]"
5,204010901010044,0401090101,44,61185.39,PNX,"[[ 1.25924015e+00  1.00418410e-01  4.18410042e-02  2.51046025e-02
   1.67364017e-02  4.18410042e-03  0.00000000e+00  1.09135878e+00
   2.53033988e+00  8.79569067e+00 -7.05776501e+00  1.19054854e-01
   4.68354430e-01  1.13517169e+00]]"
6,208106001010052,0810600101,52,55983.8,PNX,"[[ 1.37780035e+00  1.07623318e-01  5.38116592e-02  1.79372197e-02
   4.48430493e-03  4.48430493e-03  4.48430493e-03  1.00864679e+00
   2.89591475e+00  1.34402921e+01 -5.65136433e+00  1.68453440e-01
   5.79185520e-01  8.33319670e-01]]"
7,208421101010094,0842110101,94,60187.39,PNX,"[[ 8.46223116e-01  4.92385787e-01  2.53807107e-02  5.07614213e-03
   0.00000000e+00  0.00000000e+00  0.00000000e+00  1.61144773e+00
   6.59359229e-01 -9.29815533e-02 -2.45447578e+01  1.57689288e-01
   2.35897436e-01  2.12812717e+00]]"
8,201125702010063,0672130701,95,70020.64,PNX,"[[ 1.83581340e+00  8.52272727e-02  5.11363636e-02  3.40909091e-02
   1.98863636e-02  5.68181818e-03  2.84090909e-03  4.98621291e-01
   3.26396581e+00  1.22450307e+01 -4.97494087e+01  4.48771603e-02
   6.57142857e-01  7.17350089e-01]]"
9,200651401010027,0723802101,44,99948.09,PNX,"[[ 0.60683101  0.374613    0.04024768  0.          0.          0.
   0.          1.18902266  0.50405783  0.03559882 -2.56854248  0.12031057
   0.20872274  1.99058167]]"
