206929601015277,0692960101,249,206929601015277_0692960101_0F9
207622503010259,0762250301,227,207622503010259_0762250301_0E3
201129705010021,0402430301,164,201129705010021_0402430301_0A4
202026707010316,0202670701,316,202026707010316_0202670701_13C
202026707010106,0202670701,106,202026707010106_0202670701_06A
208024101010087,0802410101,87,208024101010087_0802410101_057
204105804015053,0784860101,266,204105804015053_0784860101_10A
205052401010051,0505240101,51,205052401010051_0505240101_033
207830801010019,0783080101,19,207830801010019_0783080101_013
208223302010125,0822330201,125,208223302010125_0822330201_07D
207224126010026,0871191301,67,207224126010026_0871191301_043
205511501010091,0551150101,62,205511501010091_0551150101_03E
208217220010047,0821722001,47,208217220010047_0821722001_02F
201109601010037,0823730101,47,201109601010037_0823730101_02F
207640101010070,0764010101,68,207640101010070_0764010101_044
208408005010029,0840800501,29,208408005010029_0840800501_01D
208030503010046,0803050301,46,208030503010046_0803050301_02E
208006301010093,0800630101,93,208006301010093_0800630101_05D
207238009010062,0723801001,92,207238009010062_0723801001_05C
201108901010032,0792180101,69,201108901010032_0792180101_045
205047805010091,0504780501,109,205047805010091_0504780501_06D
201126101010063,0112610101,57,201126101010063_0112610101_039
201126101010021,0745110301,101,201126101010021_0745110301_065
201126101010053,0745110501,33,201126101010053_0745110501_021
202057701010087,0205770101,89,202057701010087_0205770101_059
201126101010112,0745110601,82,201126101010112_0745110601_052
201478601010111,0654870101,89,201478601010111_0654870101_059
201126101010012,0745110301,25,201126101010012_0745110301_019
206012001010255,0601200101,210,206012001010255_0601200101_0D2
207223201010118,0722320101,109,207223201010118_0722320101_06D
201108901010071,0673580301,75,201108901010071_0673580301_04B
201108901010067,0792180601,98,201108901010067_0792180601_062
206744401010284,0674440101,305,206744401010284_0674440101_131
206005406010144,0600540601,144,206005406010144_0600540601_090
201010401010087,0780500301,122,201010401010087_0780500301_07A
200287401010045,0864810101,156,200287401010045_0864810101_09C
200287402010049,0824570101,18,200287402010049_0824570101_012
208245701010113,0864810101,85,208245701010113_0864810101_055
208448601010110,0844860401,113,208448601010110_0844860401_071
208448601010062,0844860801,59,208448601010062_0844860801_03B
201026420010048,0672190301,84,201026420010048_0672190301_054
208212402010041,0821240301,50,208212402010041_0821240301_032
208619102010083,0861910201,83,208619102010083_0861910201_053
208626701010047,0862670201,36,208626701010047_0862670201_024
208511812010035,0851181201,35,208511812010035_0851181201_023
208522001010099,0852200101,99,208522001010099_0852200101_063
201080604010020,0604961801,43,201080604010020_0604961801_02B
201513701010026,0692840501,23,201513701010026_0692840501_017
200551401010043,0781350101,71,200551401010043_0781350101_047
207413901010037,0764530101,56,207413901010037_0764530101_038
208034601010039,0803460101,39,208034601010039_0803460101_027
201445301010185,0862920201,219,201445301010185_0862920201_0DB
205062201010175,0506220101,175,205062201010175_0506220101_0AF
207003809015065,0824730201,68,207003809015065_0824730201_044
208220501010024,0822050101,24,208220501010024_0822050101_018
208222001010183,0822200101,183,208222001010183_0822200101_0B7
206904702010056,0865450301,43,206904702010056_0865450301_02B
204043502010063,0404350201,63,204043502010063_0404350201_03F
205562005010122,0556200501,122,205562005010122_0556200501_07A
205042601010111,0504260101,111,205042601010111_0504260101_06F
208000401010030,0800040101,30,208000401010030_0800040101_01E
208215201010086,0821520101,86,208215201010086_0821520101_056
201086701010033,0108670101,33,201086701010033_0108670101_021
208427301010078,0842730201,60,208427301010078_0842730201_03C
208427302010059,0842730201,59,208427302010059_0842730201_03B
203002702010047,0300270201,47,203002702010047_0300270201_02F
206939901010013,0693990301,22,206939901010013_0693990301_016
206733101010070,0821800201,58,206733101010070_0821800201_03A
208246101010144,0824610101,144,208246101010144_0824610101_090
204031001010092,0403100101,92,204031001010092_0403100101_05C
208247201010036,0824720101,36,208247201010036_0824720101_024
208019308010048,0801930801,48,208019308010048_0801930801_030
200900302010065,0090030201,65,200900302010065_0090030201_041
208414814010119,0841481401,119,208414814010119_0841481401_077
208414814010124,0841481401,124,208414814010124_0841481401_07C
207246203010109,0724620301,109,207246203010109_0724620301_06D
201128402010028,0830191401,45,201128402010028_0830191401_02D
208627303010043,0862730301,43,208627303010043_0862730301_02B
208627303010104,0862730301,104,208627303010104_0862730301_068
208414821010065,0841482101,65,208414821010065_0841482101_041
208414821010025,0841482101,25,208414821010025_0841482101_019
208244505010127,0824450501,127,208244505010127_0824450501_07F
206533802010017,0653380201,17,206533802010017_0653380201_011
201503501010045,0784330201,101,201503501010045_0784330201_065
207835205010040,0783520501,40,207835205010040_0783520501_028
208405801010102,0840580101,102,208405801010102_0840580101_066
208020805010070,0802080101,84,208020805010070_0802080101_054
208020802010139,0802080201,139,208020802010139_0802080201_08B
205601811010030,0560181101,30,205601811010030_0560181101_01E
207611001010044,0790381501,66,207611001010044_0790381501_042
207611001010258,0790380601,142,207611001010258_0790380601_08E
207206901010072,0870920101,81,207206901010072_0870920101_051
201111202010040,0800031001,37,201111202010040_0800031001_025
208451101010066,0845110101,66,208451101010066_0845110101_042
205015801010062,0830390101,22,205015801010062_0830390101_016
205538501010054,0692960101,223,205538501010054_0692960101_0DF
208251401010091,0825140101,91,208251401010091_0825140101_05B
208409401010105,0840940101,105,208409401010105_0840940101_069
201528350010021,0800910101,31,201528350010021_0800910101_01F
206740501010013,0674050101,13,206740501010013_0674050101_00D
207444005010132,0744400501,115,207444005010132_0744400501_073
208233601010084,0823360101,84,208233601010084_0823360101_054
205524104010055,0723540301,27,205524104010055_0723540301_01B
207600201010036,0760020401,39,207600201010036_0760020401_027
207238008010034,0723800801,34,207238008010034_0723800801_022
206012601010055,0601260101,51,206012601010055_0601260101_033
200773401015171,0555630501,301,200773401015171_0555630501_12D
200227402010136,0147511601,127,200227402010136_0147511601_07F
205064401010150,0506440101,154,205064401010150_0506440101_09A
207832502010162,0783250201,149,207832502010162_0783250201_095
205062201010145,0506220101,137,205062201010145_0506220101_089
205546101010059,0554610101,62,205546101010059_0554610101_03E
207200904010088,0720090501,78,207200904010088_0720090501_04E
201108902010064,0511580301,42,201108902010064_0511580301_02A
201108901010101,0780561301,122,201108901010101_0780561301_07A
206931904010118,0693190401,94,206931904010118_0693190401_05E
206035901010110,0603590101,120,206035901010110_0603590101_078
204067301010040,0762980101,19,204067301010040_0762980101_013
201237001015053,0147511601,54,201237001015053_0147511601_036
201099803015041,0504260101,47,201099803015041_0504260101_02F
206519002010028,0651900201,36,206519002010028_0651900201_024
201481701010069,0148170101,82,201481701010069_0148170101_052
201126101010040,0745110601,55,201126101010040_0745110601_037
205024304010072,0762070101,79,205024304010072_0762070101_04F
206020103010094,0602010301,104,206020103010094_0602010301_068
201129705010066,0202670701,161,201129705010066_0202670701_0A1
206527203010072,0652720301,68,206527203010072_0652720301_044
205109801010106,0510980101,109,205109801010106_0510980101_06D
207622503010230,0762250301,257,207622503010230_0762250301_101
207824301010156,0782430101,109,207824301010156_0782430101_06D
207430301010094,0743030101,58,207430301010094_0743030101_03A
205531801010039,0653050501,54,205531801010039_0653050501_036
201130202010088,0743790101,98,201130202010088_0743790101_062
201113501010122,0724210201,128,201113501010122_0724210201_080
203059301010080,0305930101,69,203059301010080_0305930101_045
202001301010158,0200130101,179,202001301010158_0200130101_0B3
202003701010049,0200370101,52,202003701010049_0200370101_034
206522505010104,0652250501,108,206522505010104_0652250501_06C
206037410010030,0723540401,84,206037410010030_0723540401_054
207622503010242,0762250301,216,207622503010242_0762250301_0D8
201485605010140,0148560501,142,201485605010140_0148560501_08E
206541101010032,0654110101,35,206541101010032_0654110101_023
202052303015054,0764770101,153,202052303015054_0764770101_099
202045402010015,0693060401,35,202045402010015_0693060401_023
202080201010049,0745110301,13,202080201010049_0745110301_00D
201026404010043,0650510201,93,201026404010043_0650510201_05D
206730801010058,0673080101,63,206730801010058_0673080101_03F
202026705010082,0202670701,235,202026705010082_0202670701_0EB
206935201010110,0693520101,118,206935201010110_0693520101_076
206522505010113,0652250701,91,206522505010113_0652250701_05B
207444503010021,0744450301,22,207444503010021_0744450301_016
201108901010089,0673580101,115,201108901010089_0673580101_073
206905001010084,0690500101,77,206905001010084_0690500101_04D
201010401010019,0831790601,8,201010401010019_0831790601_008
200287402010068,0824570101,105,200287402010068_0824570101_069
206721307010120,0672130701,120,206721307010120_0672130701_078
201109903010033,0844860701,28,201109903010033_0844860701_01C
206010101010018,0844860501,28,206010101010018_0844860501_01C
208448605010042,0844860501,42,208448605010042_0844860501_02A
201128002010068,0791010101,97,201128002010068_0791010101_061
208643303010100,0864330301,100,208643303010100_0864330301_064
208643304010173,0864330401,173,208643304010173_0864330401_0AD
206578201010063,0864330201,116,206578201010063_0864330201_074
208643303010087,0864330301,87,208643303010087_0864330301_057
208643303010076,0864330301,76,208643303010076_0864330301_04C
206025203010060,0602520301,60,206025203010060_0602520301_03C
206505107010018,0650510701,18,206505107010018_0650510701_012
208418002010121,0841800201,121,208418002010121_0841800201_079
208711904010111,0871190701,99,208711904010111_0871190701_063
201123001010093,0109540101,72,201123001010093_0109540101_048
207634503010148,0763450301,148,207634503010148_0763450301_094
208414819010049,0841481901,49,208414819010049_0841481901_031
204050901010109,0405090101,109,204050901010109_0405090101_06D
208039901010122,0803990101,122,208039901010122_0803990101_07A
208039903010093,0803990401,57,208039903010093_0803990401_039
201080604010007,0604960301,24,201080604010007_0604960301_018
201080604010050,0604960401,68,201080604010050_0604960401_044
207812103010062,0781210301,62,207812103010062_0781210301_03E
208019501010084,0801950101,84,208019501010084_0801950101_054
205563501010152,0556350101,152,205563501010152_0556350101_098
208049802010199,0804980201,199,208049802010199_0804980201_0C7
208247302010080,0824730201,80,208247302010080_0824730201_050
201239401010044,0123940201,50,201239401010044_0123940201_032
208449706010027,0844970601,27,208449706010027_0844970601_01B
202057701010020,0205770101,20,202057701010020_0205770101_014
208438903010111,0843890301,111,208438903010111_0843890301_06F
206939903010035,0693990301,35,206939903010035_0693990301_023
208046801010061,0804680101,61,208046801010061_0804680101_03D
206733101010125,0821800201,145,206733101010125_0821800201_091
201109303010014,0821800201,34,201109303010014_0821800201_022
201122802010018,0824450201,27,201122802010018_0824450201_01B
208301909010146,0830190901,146,208301909010146_0830190901_092
208235803010121,0823580301,121,208235803010121_0823580301_079
208235808010076,0823580801,76,208235808010076_0823580801_04C
208019307010025,0801930701,25,208019307010025_0801930701_019
203020302010011,0840580301,18,203020302010011_0840580301_012
207442101010116,0820860101,90,207442101010116_0820860101_05A
206031504010032,0603150401,32,206031504010032_0603150401_020
207838809010066,0783880901,66,207838809010066_0783880901_042
208627305010020,0862730501,20,208627305010020_0862730501_014
202042701010009,0802080201,9,202042701010009_0802080201_009
207611001010050,0790381401,58,207611001010050_0790381401_03A
207824001010087,0782400101,87,207824001010087_0782400101_057
207206901010063,0870920101,107,207206901010063_0870920101_06B
206541401015034,0782080101,21,206541401015034_0782080101_015
202034704010014,0804300701,30,202034704010014_0804300701_01E
206031902015058,0770180501,72,206031902015058_0770180501_048
207845302010016,0845110101,4,207845302010016_0845110101_004
208425501010052,0842550101,52,208425501010052_0842550101_034
208251401010013,0825140101,13,208251401010013_0825140101_00D
203041608010041,0822340301,93,203041608010041_0822340301_05D
207611001010105,0761100201,117,207611001010105_0761100201_075
206929327010028,0827041601,19,206929327010028_0827041601_013
208428120010080,0842812001,80,208428120010080_0842812001_050
208006301010061,0800630101,61,208006301010061_0800630101_03D
204010502010021,0401050201,24,204010502010021_0401050201_018
201098801015023,0109880101,26,201098801015023_0109880101_01A
202003401010093,0200340101,85,202003401010093_0200340101_055
201046601010025,0650420101,103,201046601010025_0650420101_067
206524802015076,0652480201,79,206524802015076_0652480201_04F
206945801010116,0694580101,121,206945801010116_0694580101_079
200709404010031,0782650101,72,200709404010031_0782650101_048
200709404010031,0782650101,72,200709404010031_0782650101_048
201129721010084,0402430301,150,201129721010084_0402430301_096
205022202010098,0502220201,81,205022202010098_0502220201_051
201129705010060,0202670801,117,201129705010060_0202670801_075
203025001010058,0302500101,57,203025001010058_0302500101_039
201122801010054,0670950101,78,201122801010054_0670950101_04E
205041601010067,0504160101,68,205041601010067_0504160101_044
206063712010057,0650510601,101,206063712010057_0650510601_065
207931836010056,0793183601,60,207931836010056_0793183601_03C
207223602010105,0762220101,84,207223602010105_0762220101_054
202052303010056,0405090101,45,202052303010056_0405090101_02D
205023702010048,0502370201,51,205023702010048_0502370201_033
206705901010027,0670590101,20,206705901010027_0670590101_014
201080604010006,0604961201,40,201080604010006_0604961201_028
207820801010078,0782080101,63,207820801010078_0782080101_03F
201239001010061,0147800101,41,201239001010061_0147800101_029
205524104010016,0723540301,11,205524104010016_0723540301_00B
203054801010104,0305480101,93,203054801010104_0305480101_05D
202001301015126,0761630101,42,202001301015126_0761630101_02A
201091302010033,0721730301,53,201091302010033_0721730301_035
205506401010041,0550640101,38,205506401010041_0550640101_026
204001301015022,0400130101,27,204001301015022_0400130101_01B
201080604010020,0555780801,56,201080604010020_0555780801_038
206540301015044,0654030101,47,206540301015044_0654030101_02F
201108901010100,0792180601,54,201108901010100_0792180601_036
206717001010080,0671700101,87,206717001010080_0671700101_057
206022901010034,0602290101,35,206022901010034_0602290101_023
206906004010187,0690600401,192,206906004010187_0690600401_0C0
207640101010125,0764010101,117,207640101010125_0764010101_075
207641101015157,0764110101,111,207641101015157_0764110101_06F
200329401010036,0500540101,15,200329401010036_0500540101_00F
201527802010060,0152780201,62,201527802010060_0152780201_03E
204050901010156,0693850501,98,204050901010156_0693850501_062
206918201010050,0691820101,53,206918201010050_0691820101_035
206947303010077,0694730301,73,206947303010077_0694730301_049
201125702010097,0112570201,87,201125702010097_0112570201_057
201125702010024,0112570201,24,201125702010024_0112570201_018
208448602010023,0844860501,97,208448602010023_0844860501_061
201109001010101,0152020101,164,201109001010101_0152020101_0A4
208448601010119,0844860401,38,208448601010119_0844860401_026
201259601010132,0152020101,194,201259601010132_0152020101_0C2
208643303010043,0864330301,43,208643303010043_0864330301_02B
208317907010130,0864330201,133,208317907010130_0864330201_085
207409601010107,0864330401,121,207409601010107_0864330401_079
206578201010052,0831790701,61,206578201010052_0831790701_03D
208711904010086,0871190701,72,208711904010086_0871190701_048
208619102010090,0861910301,73,208619102010090_0861910301_049
208619102010059,0861910201,59,208619102010059_0861910201_03B
206553438340032,0862670201,51,206553438340032_0862670201_033
203025001010085,0302500101,85,203025001010085_0302500101_055
207424901010083,0803990401,115,207424901010083_0803990401_073
207424901010083,0803990401,115,207424901010083_0803990401_073
207424901010083,0803990401,115,207424901010083_0803990401_073
203018601010043,0803990401,100,203018601010043_0803990401_064
203018601010043,0803990401,100,203018601010043_0803990401_064
201068601010012,0803990101,33,201068601010012_0803990101_021
205557801010139,0604961101,24,205557801010139_0604961101_018
207645301010132,0764530101,132,207645301010132_0764530101_084
207645301010038,0764530101,38,207645301010038_0764530101_026
205506401010009,0550640101,9,205506401010009_0550640101_009
206059001010069,0605900101,69,206059001010069_0605900101_045
205062201010019,0506220101,19,205062201010019_0506220101_013
205563501010141,0556350101,141,205563501010141_0556350101_08D
201130202010072,0671080101,59,201130202010072_0671080101_03B
201237001010042,0147511601,44,201237001010042_0147511601_02C
206743601010115,0674360101,115,206743601010115_0674360101_073
208442101010091,0844210101,91,208442101010091_0844210101_05B
208046801010104,0804680101,104,208046801010104_0804680101_068
201125219010002,0824610301,1,201125219010002_0824610301_001
202001301010043,0761630201,52,202001301010043_0761630201_034
208247201010085,0824720101,85,208247201010085_0824720101_055
208627303010074,0862730301,74,208627303010074_0862730301_04A
208050804010105,0805080401,105,208050804010105_0805080401_069
207440501010160,0744050101,160,207440501010160_0744050101_0A0
207843302010119,0784330201,119,207843302010119_0784330201_077
204010401010045,0840580101,39,204010401010045_0840580101_027
207406401010046,0740640101,46,207406401010046_0740640101_02E
208020802010068,0802080201,68,208020802010068_0802080201_044
208039101010072,0803910101,72,208039101010072_0803910101_048
208709201010053,0870920101,53,208709201010053_0870920101_035
207607501010150,0760750101,150,207607501010150_0760750101_096
208428110010085,0842811001,85,208428110010085_0842811001_055
208043003010107,0804300301,107,208043003010107_0804300301_06B
207430301010086,0743030101,86,207430301010086_0743030101_056
205015801015133,0721010401,36,205015801015133_0721010401_024
201129701010020,0784860101,56,201129701010020_0784860101_038
201442201010037,0802410101,154,201442201010037_0802410101_09A
206556701010093,0784860101,20,206556701010093_0784860101_014
201129701010011,0784860101,5,201129701010011_0784860101_005
208217220010052,0821722001,52,208217220010052_0821722001_034
206535503010159,0653550301,159,206535503010159_0653550301_09F
208212801010007,0821280101,7,208212801010007_0821280101_007
208217222010149,0821722201,149,208217222010149_0821722201_095
204041901010064,0823360101,94,204041901010064_0823360101_05E
208440201010070,0844020101,70,208440201010070_0844020101_046
203059701010182,0305970101,177,203059701010182_0305970101_0B1
207442401010078,0744240101,81,207442401010078_0744240101_051
206019305010081,0601930501,77,206019305010081_0601930501_04D
207233301010042,0723330101,45,207233301010042_0723330101_02D
204056802010112,0694030101,30,204056802010112_0694030101_01E
207436101010222,0743610101,199,207436101010222_0743610101_0C7
207641101010046,0764110101,50,207641101010046_0764110101_032
206929601010249,0692960101,221,206929601010249_0692960101_0DD
201046603010041,0506220101,68,201046603010041_0506220101_044
201485605010035,0148560501,32,201485605010035_0148560501_020
200832501010075,0783250201,92,200832501010075_0783250201_05C
207622201010118,0762220101,115,207622201010118_0762220101_073
200563401015104,0502120101,44,200563401015104_0502120101_02C
206533201010142,0692960101,215,206533201010142_0692960101_0D7
205052401010091,0505240101,71,205052401010091_0505240101_047
206735801010166,0780561701,96,206735801010166_0780561701_060
203055405010022,0305540601,7,203055405010022_0305540601_007
201115504010133,0111550401,121,201115504010133_0111550401_079
205015801010041,0721010401,101,205015801010041_0721010401_065
201363401010063,0743700201,34,201363401010063_0743700201_022
206025204010040,0602520201,50,206025204010040_0602520201_032
201080604010013,0604961201,29,201080604010013_0604961201_01D
200447406010110,0044740601,111,200447406010110_0044740601_06F
201123102010066,0204610101,83,201123102010066_0204610101_053
201080605010114,0604961201,93,201080605010114_0604961201_05D
207820801010110,0782080101,85,207820801010110_0782080101_055
203018601010043,0405090101,33,203018601010043_0405090101_021
201513701010043,0692840201,54,201513701010043_0692840201_036
205557801010078,0555780101,85,205557801010078_0555780101_055
206025204010024,0602520201,33,206025204010024_0602520201_021
206744401010151,0674440101,207,206744401010151_0674440101_0CF
204031001010071,0403100101,68,204031001010071_0403100101_044
202009601010112,0200960101,67,202009601010112_0200960101_043
202035421010042,0651120101,45,202035421010042_0651120101_02D
201126101010024,0745110701,31,201126101010024_0745110701_01F
206014201010080,0601420101,82,206014201010080_0601420101_052
201108901010066,0780561401,30,201108901010066_0780561401_01E
207610701015174,0761070101,142,207610701015174_0761070101_08E
207631203010121,0763120301,111,207631203010121_0763120301_06F
203024201010059,0302420101,65,203024201010059_0302420101_041
201509703010017,0743950601,25,201509703010017_0743950601_019
206031504010041,0603150401,40,206031504010041_0603150401_028
207625202010036,0762520201,34,207625202010036_0762520201_022
201046603010041,0743790101,107,201046603010041_0743790101_06B
207216301015180,0721630101,182,207216301015180_0721630101_0B6
208013101010103,0801310101,103,208013101010103_0801310101_067
200215401010037,0723800101,66,200215401010037_0723800101_042
208245701010151,0824570101,151,208245701010151_0824570101_097
206550501010061,0864810101,124,206550501010061_0864810101_07C
208448602010126,0844860201,126,208448602010126_0844860201_07E
201128001010100,0791010101,95,201128001010100_0791010101_05F
206012601010050,0601260101,50,206012601010050_0601260101_032
206578201010045,0740960101,10,206578201010045_0740960101_00A
207409601010102,0864330301,80,207409601010102_0864330301_050
207409601010057,0851180401,51,207409601010057_0851180401_033
208711904010051,0871190401,51,208711904010051_0871190401_033
201530302010007,0748190101,11,201530302010007_0748190101_00B
200521403015062,0741440101,142,200521403015062_0741440101_08E
206909001010009,0690900101,9,206909001010009_0690900101_009
208626701010047,0862670101,47,208626701010047_0862670101_02F
206776001400050,0862670101,97,206776001400050_0862670101_061
208723901010095,0872390101,95,208723901010095_0872390101_05F
201068601010022,0742590301,32,201068601010022_0742590301_020
205557802010153,0555780501,75,205557802010153_0555780501_04B
205557802010153,0555780901,65,205557802010153_0555780901_041
201080604010019,0555782301,22,201080604010019_0555782301_016
206937815010026,0693781501,26,206937815010026_0693781501_01A
208247302010054,0824730201,54,208247302010054_0824730201_036
208247302010044,0824730201,44,208247302010044_0824730201_02C
208529806010104,0852980601,104,208529806010104_0852980601_068
202005002010016,0803050101,66,202005002010016_0803050101_042
206522507010196,0652250701,196,206522507010196_0652250701_0C4
206530401010082,0653040101,82,206530401010082_0653040101_052
201581602010017,0158160201,17,201581602010017_0158160201_011
208229601010108,0822960101,108,208229601010108_0822960101_06C
208229602010050,0822960201,50,208229602010050_0822960201_032
208438901010100,0843890101,100,208438901010100_0843890101_064
201126101010014,0745110301,7,201126101010014_0745110301_007
208414809010090,0841480901,90,208414809010090_0841480901_05A
201428301010133,0824610401,126,201428301010133_0824610401_07E
207616301010198,0761630101,198,207616301010198_0761630101_0C6
204062001010096,0406200101,96,204062001010096_0406200101_060
208019307010049,0801930701,49,208019307010049_0801930701_031
208414814010123,0841481401,123,208414814010123_0841481401_07B
208627306010081,0862730601,81,208627306010081_0862730601_051
207921803010139,0792180301,139,207921803010139_0792180301_08B
207921803010139,0792180301,139,207921803010139_0792180301_08B
208723909010036,0872390901,36,208723909010036_0872390901_024
207903808010193,0790380801,193,207903808010193_0790380801_0C1
207277802010038,0790381501,91,207277802010038_0790381501_05B
207903805010166,0790380501,166,207903805010166_0790380501_0A6
207611001010214,0761101001,171,207611001010214_0761101001_0AB
208039101010060,0803910101,60,208039101010060_0803910101_03C
201111202010081,0800031001,64,201111202010081_0800031001_040
208043003010074,0804300301,74,208043003010074_0804300301_04A
207430301010095,0743030101,95,207430301010095_0743030101_05F
206533201010024,0653320101,24,206533201010024_0653320101_018
208019319010042,0801931901,42,208019319010042_0801931901_02A
205056701010156,0505670101,156,205056701010156_0505670101_09C
201129721010029,0505670101,174,201129721010029_0505670101_0AE
200997602010107,0502370201,76,200997602010107_0502370201_04C
206048602010067,0604860201,67,206048602010067_0604860201_043
208009101010033,0800910101,33,208009101010033_0800910101_021
208223502010095,0822350201,95,208223502010095_0822350201_05F
208011001010094,0801100101,94,208011001010094_0801100101_05E
207646201010076,0764620101,76,207646201010076_0764620101_04C
207446401010033,0744640101,33,207446401010033_0744640101_021
206719301010069,0671930101,69,206719301010069_0671930101_045
204041901010048,0603590101,42,204041901010048_0603590101_02A
206937601010037,0861600101,32,206937601010037_0861600101_020
205034902010061,0503490201,64,205034902010061_0503490201_040
200832501010053,0406840301,76,200832501010053_0406840301_04C
207605302010091,0760530201,77,207605302010091_0760530201_04D
205563501010166,0556350101,105,205563501010166_0556350101_069
207414401010155,0741440101,145,207414401010155_0741440101_091
205029701010047,0502970101,54,205029701010047_0502970101_036
204031001010034,0403100101,29,204031001010034_0403100101_01D
204050901010156,0405090101,139,204050901010156_0405090101_08B
207227001010123,0722700101,120,207227001010123_0722700101_078
202031703010065,0203170301,57,202031703010065_0203170301_039
207426201010088,0742620101,75,207426201010088_0742620101_04B
207619205010073,0761920601,91,207619205010073_0761920601_05B
201129721010090,0202670701,76,201129721010090_0202670701_04C
201122906010036,0302900101,69,201122906010036_0302900101_045
207620701010137,0762070101,136,207620701010137_0762070101_088
201247125010067,0204040101,37,201247125010067_0204040101_025
207235403015094,0723540301,81,207235403015094_0723540301_051
207252401010092,0761550101,88,207252401010092_0761550101_058
201129721010103,0202670701,97,201129721010103_0202670701_061
202003701010088,0200370101,95,202003701010088_0200370101_05F
206526102010086,0652610201,79,206526102010086_0652610201_04F
206003201010065,0600320101,73,206003201010065_0600320101_049
207646201010092,0764620101,69,207646201010092_0764620101_045
202065801010069,0506340101,64,202065801010069_0506340101_040
201108902010056,0511580201,87,201108902010056_0511580201_057
207810401010148,0781040101,156,207810401010148_0781040101_09C
205550202010067,0744450401,87,205550202010067_0744450401_057
200832704010080,0721630101,135,200832704010080_0721630101_087
201251201010187,0556350101,66,201251201010187_0556350101_042
201091302010037,0721730301,70,201091302010037_0721730301_046
201108901010065,0780561301,33,201108901010065_0780561301_021
205556502010015,0555650301,16,205556502010015_0555650301_010
206930603015080,0693060301,136,206930603015080_0693060301_088
207616301010191,0761630301,166,207616301010191_0761630301_0A6
206522506010078,0652250101,83,206522506010078_0652250101_053
206533804010088,0653380501,74,206533804010088_0653380501_04A
206906004010148,0690600401,166,206906004010148_0690600401_0A6
202039001010063,0203900101,72,202039001010063_0203900101_048
202065801010086,0506340101,80,202065801010086_0506340101_050
206505102010125,0650510201,101,206505102010125_0650510201_065
200832501010067,0506220101,84,200832501010067_0506220101_054
207931835010031,0793183801,20,207931835010031_0793183801_014
202035421010031,0651120101,42,202035421010031_0651120101_02A
204068403015096,0406840301,91,204068403015096_0406840301_05B
205552201010033,0555220101,35,205552201010033_0555220101_023
207931838010030,0793183801,46,207931838010030_0793183801_02E
206005406010139,0600540601,139,206005406010139_0600540601_08B
201010401010060,0854590401,23,201010401010060_0854590401_017
208545904010077,0854590401,77,208545904010077_0854590401_04D
207238021010086,0723802101,86,207238021010086_0723802101_056
207281901010079,0844860101,50,207281901010079_0844860101_032
201128002015036,0791010301,29,201128002015036_0791010301_01D
206505103010035,0650510301,35,206505103010035_0650510301_023
208418002010138,0841800201,138,208418002010138_0841800201_08A
208212403010078,0821240301,78,208212403010078_0821240301_04E
208619102010139,0861910201,139,208619102010139_0861910201_08B
208619102010037,0861910201,37,208619102010037_0861910201_025
206776001400036,0862670101,33,206776001400036_0862670101_021
203062301010064,0790980101,76,203062301010064_0790980101_04C
208511812010110,0851181201,110,208511812010110_0851181201_06E
207647701010117,0764770101,117,207647701010117_0764770101_075
201068601010024,0693851201,31,201068601010024_0693851201_01F
