Filename,Avg. Rate,PN Exp.,Variance,Chi2 Prob.
0761920301_08B.png,0.17967768,51705.77999997139,0.251470357179642,0.0
0029340201_003.png,0.02689777,55662.239999979734,0.901529371738434,0.0
0795580301_001.png,16.77633,28854.319999933243,0.0523459054529667,1.64093829419535e-28
0863230201_001.png,14.609863,47706.919999957085,0.0999721065163612,0.0
0761910201_007.png,0.0152946,56321.300000071526,1.68681418895721,0.0
0109120101_003.png,0.010087847,32785.760000005364,1.0796320438385,6.55667551457582e-42
0740340401_001.png,0.38065243,23275.659999996424,0.2425487190485,1.56209111708777e-26
0761510201_001.png,1.6847855,24000.0,0.152549117803574,2.20003858898996e-43
0840841301_001.png,0.0392259,24250.0,0.367946833372116,6.39250943845759e-11
0506490101_003.png,0.015504887,40346.200000047684,1.94470822811127,0.0
0840843101_003.png,0.019670004,24347.200000047684,0.571734309196472,2.92070756685928e-13
0720540501_002.png,0.08589444,23500.0,0.61562579870224,0.0
0794580701_001.png,2.218807,40374.639999985695,0.564497768878937,0.0
0089940301_010.png,0.03785108,45577.52000001073,0.368162482976913,1.82699653474526e-14
0109490501_02E.png,0.010733745,28370.560000002384,0.505845904350281,1.20413699278288e-06
0404720201_011.png,0.0040874663,28300.6400000453,0.900169730186462,2.34519892394758e-09
0101040101_001.png,19.964499,31465.10000000894,0.0978505834937096,0.0
0780090501_001.png,0.30705765,26000.0,0.209168612957001,1.84357197425931e-16
0098810101_005.png,0.038961016,20980.440000012517,0.361539363861084,7.31842586532139e-10
0823780601_001.png,3.6724508,48141.60000002384,0.115334279835224,0.0
0203542001_008.png,0.013545255,30000.559999972582,3.01724743843079,0.0
0740570101_06A.png,0.023227856,47895.5,0.185687258839607,0.043083768337965
0853000101_001.png,0.25438198,56378.0,0.665589690208435,0.0
0865010101_001.png,6.4173098,88130.23999989033,0.106093503534794,0.0
0020540401_002.png,0.033822343,47465.119999974966,1.03500080108643,0.0
0822530101_001.png,0.22445066,87722.00000017881,0.221629410982132,6.97947210249187e-23
0157360401_011.png,0.0014213006,32427.12000000477,19.582633972168,1.40739302878501e-07
0109060201_001.png,0.76789355,52790.560000017285,0.138984099030495,1.91402496535115e-17
0021750701_009.png,0.011917274,25500.0,1.51746392250061,0.0
0300800101_015.png,0.007198354,42288.360000014305,0.793222308158875,1.13646136945533e-09
0655590501_001.png,5.2077346,24367.399999976158,0.143956735730171,0.0
0602520501_001.png,0.10312761,54822.200000047684,0.335656315088272,1.73025694115169e-25
0795711501_001.png,1.2036662,22528.480000019073,0.109065651893616,3.79964930630194e-08
0101440301_004.png,0.2506317,40861.40000000596,0.174510166049004,6.69317795631841e-11
0841480601_002.png,0.0847584,58434.639999985695,0.299368113279343,4.12925254969845e-13
0790590201_001.png,0.86465716,52171.48000001907,0.815522313117981,0.0
0800971501_002.png,1.3617693,29500.0,0.183158755302429,0.0
0790180401_018.png,0.0042748367,34000.0,0.673881590366364,0.00559833785519004
0201530101_025.png,0.0017561577,40929.17999997735,--,--
0602520301_001.png,0.1286986,83787.84000003338,0.330573081970215,8.68805047881387e-44
0722610101_003.png,0.06039057,34816.74000006914,0.25568562746048,4.43923475756947e-08
0740570101_004.png,0.02428289,47895.5,1.14843213558197,0.0
0844050101_001.png,0.19246072,27750.0,0.22874841094017,9.43409414784079e-16
0136540101_001.png,311.84503,37394.840000003576,0.0475417524576187,0.0
0845140201_00B.png,0.012449753,55500.0,0.411991745233536,2.34555770362022e-07
0109480401_007.png,0.010004669,44246.439999982715,0.992932617664337,0.0
0112380101_002.png,0.21185523,42449.04000000656,0.480831742286682,0.0
0157360401_002.png,0.05238035,32425.19999998808,0.430624455213547,4.94588784769772e-16
0844930101_001.png,0.029831782,83208.24000000954,0.578838765621185,2.29473274454865e-15
0124930101_001.png,89.89531,37806.6800000146,0.0216290839016438,4.55710770101788e-27
0760350401_001.png,18.063856,84349.79999995232,0.0634130164980888,0.0
0743460301_00C.png,0.004373756,26750.0,0.85028463602066,1.04456399085961e-08
0601960201_005.png,0.023583667,32525.1400000453,0.764832556247711,2.97005209513645e-41
