Filename,Avg. Rate,PN Exp.,Variance,Chi2 Prob.
0304190101_01A.png,0.004220961,63799.7399999499,1.3970593214035,2.64895267956751E-38
0761090201_015.png,0.0018928407,94038.8400000334,0.619417071342468,7.18966975910007E-06
0892410101_002.png,0.068321794,86822.8799999952,0.253996044397354,4.26439541976477E-15
0693520201_015.png,0.0050908304,124970.839999974,0.983167827129364,1.49099576831322E-19
0803050301_02E.png,0.001980597,128310.600000024,0.696276485919952,7.98811640834174E-07
0803990101_030.png,0.000999969,134082.600000143,1.89419555664062,3.32253229373691E-08
0820530401_001.png,7.618129,105915.039999962,0.155517876148224,0
0403200101_01F.png,0.051927578,88090.8999999762,0.154746517539024,0.006764872930944
0672780101_002.png,0.05262741,118835.579999924,0.264084458351135,1.45743053181491E-08
0782520201_002.png,0.18335503,54535.7999999523,0.120176769793034,5.5022801461746E-06
0400270101_001.png,12.648821,105492.400000036,0.119930811226368,0
0782520201_001.png,10.740747,54535.7999999523,0.311081379652023,0
0865011001_001.png,6.6915565,85051.4399998188,0.097927443683147,0
0653380201_011.png,0.048105035,126809.059999943,0.420112907886505,0
0800031001_025.png,0.0040082,96816.5199999809,1.50443530082703,0
0770180801_003.png,0.058908004,83146.4199999571,0.229969814419746,2.33246505443319E-10
0403200101_029.png,0.03633169,88090.8999999762,1.12305867671967,0
0861480101_03B.png,0.0014058237,64656.5199999809,1.48759627342224,4.3059130803158E-06
0762750201_005.png,0.009612525,96250,2.25203609466553,0
0111150201_001.png,6.43923,56675.1999999881,0.077221341431141,0
0109141401_001.png,29.007124,116930.079999998,0.505983948707581,0
0824610401_001.png,0.57952523,112687.480000019,0.491782128810883,0
0694170101_001.png,3.0350246,127575.300000012,0.15913887321949,0
0803510201_001.png,2.6392279,58500,0.058709468692541,6.69915107209818E-06
0721010201_001.png,3.286992,107274.160000026,0.049933653324843,3.11967937705049E-07
0801100101_01F.png,0.0017852867,93812.8799999952,1.22370290756226,1.49138702454366E-06
0852050201_02E.png,0.0023538864,104241.74000001,0.671908557415009,4.67300560558215E-06
0675010301_006.png,0.012876363,91360.1600000262,1.50448703765869,0
0411780601_001.png,57.26956,63122.280000031,0.061817951500416,0
0694170101_010.png,0.0032492657,127379.680000067,1.00652098655701,9.24229494598146E-33
0655050101_026.png,0.0076943175,120104.320000052,0.412227958440781,3.41855859176121E-08
0554990101_001.png,8.975049,88628.8799999952,0.117256917059422,0
0862670101_001.png,0.024282992,95250,0.350315988063812,6.07234346466362E-17
0147190101_001.png,28.741667,111464.719999999,0.021925089880824,9.39077835937496E-06
0406210101_005.png,0.010035704,93293.1200000048,1.27837920188904,0
0500440101_003.png,0.022448443,84905.7400000095,0.367118299007416,5.64057074825541E-07
0744440401_001.png,7.2859488,126846.75999999,0.250824332237244,0
0503170101_005.png,0.010654005,40156.8600000143,1.44880783557892,0
0762360101_012.png,0.0017597643,84148.3600001335,--,--
0206400101_001.png,38.09369,98927,0.243762582540512,0
