Combo,Opt Acc.,Conf Range,80% Acc,80% Pur,80% Comp,90% Acc,90% Pur,90% Comp,95% Acc,95% Pur,95% Comp,99% Acc,99% Pur,99% Comp,99.9% Acc,99.9% Pur,99.9% Comp
"(0, 1, 8)",0.2028985507246377,"[1.0, 1.0]",0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0
"(0, 8, 12)",0.7536231884057971,"[1.0, 1.0]",0.17391304347826086,0.17391304347826086,1.0,0.2028985507246377,0.1791044776119403,1.0,0.2463768115942029,0.1875,1.0,0.3333333333333333,0.20689655172413793,1.0,0.34782608695652173,0.2,0.9166666666666666
"(1, 2, 8)",0.8260869565217391,"[1.0, 1.0]",0.6231884057971014,0.3055555555555556,0.9166666666666666,0.6231884057971014,0.3055555555555556,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.9166666666666666,0.7101449275362319,0.36666666666666664,0.9166666666666666,0.6956521739130435,0.3448275862068966,0.8333333333333334
"(1, 3, 8)",0.8115942028985508,"[1.0, 1.0]",0.6521739130434783,0.3235294117647059,0.9166666666666666,0.6521739130434783,0.3125,0.8333333333333334,0.6666666666666666,0.3225806451612903,0.8333333333333334,0.6956521739130435,0.3333333333333333,0.75,0.7391304347826086,0.375,0.75
"(1, 4, 8)",0.8260869565217391,"[1.0, 1.0]",0.7101449275362319,0.36666666666666664,0.9166666666666666,0.7246376811594203,0.3793103448275862,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666
"(1, 5, 8)",0.8695652173913043,"[1.0, 1.0]",0.6376811594202898,0.3142857142857143,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.9166666666666666,0.6666666666666666,0.3225806451612903,0.8333333333333334,0.6956521739130435,0.3448275862068966,0.8333333333333334,0.782608695652174,0.43478260869565216,0.8333333333333334
"(1, 6, 8)",0.8115942028985508,"[1.0, 1.0]",0.6231884057971014,0.3055555555555556,0.9166666666666666,0.6376811594202898,0.3142857142857143,0.9166666666666666,0.6376811594202898,0.3142857142857143,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666,0.7391304347826086,0.38461538461538464,0.8333333333333334
"(1, 7, 8)",0.782608695652174,"[1.0, 1.0]",0.6956521739130435,0.3548387096774194,0.9166666666666666,0.7101449275362319,0.36666666666666664,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666,0.7536231884057971,0.4074074074074074,0.9166666666666666
"(1, 8, 9)",0.855072463768116,"[0.99999, 1.0]",0.7971014492753623,0.45454545454545453,0.8333333333333334,0.7971014492753623,0.45454545454545453,0.8333333333333334,0.7971014492753623,0.45454545454545453,0.8333333333333334,0.8115942028985508,0.47619047619047616,0.8333333333333334,0.8115942028985508,0.47619047619047616,0.8333333333333334
"(1, 8, 10)",0.8260869565217391,"[0.5000100000000001, 1.0]",0.8260869565217391,0.0,0.0,0.8260869565217391,0.0,0.0,0.8260869565217391,0.0,0.0,0.8260869565217391,0.0,0.0,0.8260869565217391,0.0,0.0
"(1, 8, 11)",0.8840579710144928,"[0.5000100000000001, 0.91876]",0.8840579710144928,0.6666666666666666,0.6666666666666666,0.8840579710144928,0.6666666666666666,0.6666666666666666,0.8695652173913043,0.6363636363636364,0.5833333333333334,0.8695652173913043,0.6363636363636364,0.5833333333333334,0.855072463768116,0.6,0.5
"(0, 2, 8)",0.3333333333333333,"[1.0, 1.0]",0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.2318840579710145,0.18461538461538463,1.0
"(1, 8, 12)",0.17391304347826086,"[0.0, 1.0]",0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0
"(2, 3, 8)",0.8840579710144928,"[1.0, 1.0]",0.7246376811594203,0.37037037037037035,0.8333333333333334,0.7391304347826086,0.38461538461538464,0.8333333333333334,0.7391304347826086,0.38461538461538464,0.8333333333333334,0.7971014492753623,0.45454545454545453,0.8333333333333334,0.8405797101449275,0.5263157894736842,0.8333333333333334
"(2, 4, 8)",0.8695652173913043,"[1.0, 1.0]",0.6811594202898551,0.3333333333333333,0.8333333333333334,0.7681159420289855,0.4166666666666667,0.8333333333333334,0.855072463768116,0.5555555555555556,0.8333333333333334,0.855072463768116,0.5555555555555556,0.8333333333333334,0.855072463768116,0.5555555555555556,0.8333333333333334
"(2, 5, 8)",0.8985507246376812,"[0.9999000000000001, 0.9999300000000001]",0.6956521739130435,0.36363636363636365,1.0,0.782608695652174,0.4444444444444444,1.0,0.7971014492753623,0.45454545454545453,0.8333333333333334,0.8260869565217391,0.5,0.8333333333333334,0.8695652173913043,0.6,0.75
"(2, 6, 8)",0.8695652173913043,"[1.0, 1.0]",0.6521739130434783,0.3125,0.8333333333333334,0.7246376811594203,0.37037037037037035,0.8333333333333334,0.8115942028985508,0.47619047619047616,0.8333333333333334,0.8260869565217391,0.5,0.8333333333333334,0.855072463768116,0.5555555555555556,0.8333333333333334
"(2, 7, 8)",0.8840579710144928,"[0.9940800000000001, 0.9981000000000001]",0.7681159420289855,0.42857142857142855,1.0,0.7681159420289855,0.4166666666666667,0.8333333333333334,0.7971014492753623,0.45454545454545453,0.8333333333333334,0.855072463768116,0.5625,0.75,0.8260869565217391,0.0,0.0
