Combo,Opt Acc.,Conf Range,80% Acc,80% Pur,80% Comp,90% Acc,90% Pur,90% Comp,95% Acc,95% Pur,95% Comp,99% Acc,99% Pur,99% Comp
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",0.8405797101449275,"[0.999996, 0.999999]",0.3333333333333333,0.20689655172413793,1.0,0.36231884057971014,0.21428571428571427,1.0,0.36231884057971014,0.21428571428571427,1.0,0.4057971014492754,0.22641509433962265,1.0
"(0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.8115942028985508,"[0.9999969999999999, 0.9999969999999999]",0.2608695652173913,0.19047619047619047,1.0,0.3333333333333333,0.20689655172413793,1.0,0.34782608695652173,0.21052631578947367,1.0,0.36231884057971014,0.2037037037037037,0.9166666666666666
"(0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.8405797101449275,"[0.9999439999999999, 0.999999]",0.34782608695652173,0.21052631578947367,1.0,0.36231884057971014,0.21428571428571427,1.0,0.391304347826087,0.2222222222222222,1.0,0.5072463768115942,0.25,0.9166666666666666
"(0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.855072463768116,"[0.9998009999999999, 0.9999849999999999]",0.3333333333333333,0.19642857142857142,0.9166666666666666,0.4057971014492754,0.21568627450980393,0.9166666666666666,0.463768115942029,0.23404255319148937,0.9166666666666666,0.6231884057971014,0.29411764705882354,0.8333333333333334
"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.855072463768116,"[0.9999979999999999, 0.999999]",0.2608695652173913,0.18032786885245902,0.9166666666666666,0.30434782608695654,0.1896551724137931,0.9166666666666666,0.3333333333333333,0.19642857142857142,0.9166666666666666,0.4057971014492754,0.20408163265306123,0.8333333333333334
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13)",0.6956521739130435,"[1.0, 1.0]",0.2318840579710145,0.18461538461538463,1.0,0.2753623188405797,0.1935483870967742,1.0,0.2898550724637681,0.19672131147540983,1.0,0.34782608695652173,0.21052631578947367,1.0
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13)",0.2028985507246377,"[1.0, 1.0]",0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13)",0.3333333333333333,"[1.0, 1.0]",0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.18840579710144928,0.17647058823529413,1.0
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13)",0.8405797101449275,"[1.0, 1.0]",0.36231884057971014,0.15217391304347827,0.5833333333333334,0.391304347826087,0.1590909090909091,0.5833333333333334,0.4057971014492754,0.16279069767441862,0.5833333333333334,0.5072463768115942,0.19444444444444445,0.5833333333333334
"(0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13)",0.8405797101449275,"[0.999999, 0.999999]",0.2318840579710145,0.18461538461538463,1.0,0.2608695652173913,0.19047619047619047,1.0,0.3188405797101449,0.2033898305084746,1.0,0.36231884057971014,0.2037037037037037,0.9166666666666666
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13)",0.8405797101449275,"[0.999231, 0.999486]",0.36231884057971014,0.21428571428571427,1.0,0.37681159420289856,0.20754716981132076,0.9166666666666666,0.42028985507246375,0.20833333333333334,0.8333333333333334,0.6666666666666666,0.3103448275862069,0.75
"(0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13)",0.7536231884057971,"[1.0, 1.0]",0.2028985507246377,0.1791044776119403,1.0,0.2318840579710145,0.18461538461538463,1.0,0.2753623188405797,0.1935483870967742,1.0,0.3188405797101449,0.2033898305084746,1.0
"(0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13)",0.8405797101449275,"[1.0, 1.0]",0.2318840579710145,0.18461538461538463,1.0,0.2608695652173913,0.19047619047619047,1.0,0.2898550724637681,0.19672131147540983,1.0,0.34782608695652173,0.21052631578947367,1.0
"(0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.7971014492753623,"[1.0, 1.0]",0.21739130434782608,0.18181818181818182,1.0,0.2753623188405797,0.1935483870967742,1.0,0.2898550724637681,0.19672131147540983,1.0,0.34782608695652173,0.21052631578947367,1.0
