Combo,Opt Acc.,Conf Range,80% Acc,80% Pur,80% Comp,90% Acc,90% Pur,90% Comp,95% Acc,95% Pur,95% Comp,99% Acc,99% Pur,99% Comp,99.9% Acc,99.9% Pur,99.9% Comp
"(1, 2, 3, 4, 5, 6, 7, 8)",0.9393939393939394,"[0.8295, 1.0]",0.9090909090909091,0.6666666666666666,1.0,0.9393939393939394,0.75,1.0,0.9393939393939394,0.75,1.0,0.9242424242424242,0.7333333333333333,0.9166666666666666,0.9242424242424242,0.7333333333333333,0.9166666666666666
"(1, 2, 4, 7, 8, 9, 10, 11)",0.9696969696969697,"[0.5441, 0.9995]",0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334
"(1, 2, 4, 7, 8, 9, 10, 12)",0.8484848484848485,"[1.0, 1.0]",0.5151515151515151,0.2619047619047619,0.9166666666666666,0.5303030303030303,0.2682926829268293,0.9166666666666666,0.5454545454545454,0.275,0.9166666666666666,0.5909090909090909,0.2972972972972973,0.9166666666666666,0.6818181818181818,0.3548387096774194,0.9166666666666666
"(1, 2, 4, 7, 8, 9, 11, 12)",0.9696969696969697,"[0.9999, 1.0]",0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334
"(1, 2, 4, 7, 8, 10, 11, 12)",0.9696969696969697,"[0.9877, 0.9999]",0.9242424242424242,0.7333333333333333,0.9166666666666666,0.9393939393939394,0.8333333333333334,0.8333333333333334,0.9393939393939394,0.8333333333333334,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334
"(1, 2, 4, 8, 9, 10, 11, 12)",0.9696969696969697,"[0.9975, 0.9999]",0.8787878787878788,0.6111111111111112,0.9166666666666666,0.9090909090909091,0.6875,0.9166666666666666,0.9242424242424242,0.7692307692307693,0.8333333333333334,0.9393939393939394,0.8333333333333334,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334
"(1, 2, 5, 6, 7, 8, 9, 10)",0.9696969696969697,"[0.9988, 1.0]",0.9393939393939394,0.7857142857142857,0.9166666666666666,0.9545454545454546,0.8461538461538461,0.9166666666666666,0.9545454545454546,0.8461538461538461,0.9166666666666666,0.9393939393939394,0.8333333333333334,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334
"(1, 2, 5, 6, 7, 8, 9, 11)",0.9696969696969697,"[0.9731000000000001, 0.9989]",0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9545454545454546,1.0,0.75
"(1, 2, 5, 6, 7, 8, 9, 12)",0.4696969696969697,"[1.0, 1.0]",0.36363636363636365,0.21153846153846154,0.9166666666666666,0.3787878787878788,0.21568627450980393,0.9166666666666666,0.3787878787878788,0.21568627450980393,0.9166666666666666,0.4090909090909091,0.22448979591836735,0.9166666666666666,0.42424242424242425,0.22916666666666666,0.9166666666666666
"(1, 2, 5, 6, 7, 8, 10, 11)",0.9696969696969697,"[0.9455, 0.9999]",0.9393939393939394,0.8333333333333334,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334
