Combo,Opt Acc.,Conf Range,80% Acc,80% Pur,80% Comp,90% Acc,90% Pur,90% Comp,95% Acc,95% Pur,95% Comp,99% Acc,99% Pur,99% Comp,99.9% Acc,99.9% Pur,99.9% Comp
"(1, 2, 3, 4, 8)",0.8840579710144928,"[1.0, 1.0]",0.6811594202898551,0.34375,0.9166666666666666,0.7246376811594203,0.3793103448275862,0.9166666666666666,0.7246376811594203,0.3793103448275862,0.9166666666666666,0.7681159420289855,0.4230769230769231,0.9166666666666666,0.7971014492753623,0.45454545454545453,0.8333333333333334
"(1, 6, 7, 8, 9)",0.855072463768116,"[1.0, 1.0]",0.8405797101449275,0.5238095238095238,0.9166666666666666,0.8115942028985508,0.47368421052631576,0.75,0.8115942028985508,0.47368421052631576,0.75,0.8405797101449275,0.5294117647058824,0.75,0.8405797101449275,0.5294117647058824,0.75
"(1, 6, 7, 8, 10)",0.8695652173913043,"[0.9998, 0.9999]",0.7391304347826086,0.39285714285714285,0.9166666666666666,0.7536231884057971,0.4,0.8333333333333334,0.782608695652174,0.43478260869565216,0.8333333333333334,0.8260869565217391,0.5,0.8333333333333334,0.8405797101449275,0.5294117647058824,0.75
"(1, 6, 7, 8, 11)",0.8840579710144928,"[0.5001, 1.0]",0.8840579710144928,0.6428571428571429,0.75,0.8840579710144928,0.6428571428571429,0.75,0.8840579710144928,0.6428571428571429,0.75,0.8840579710144928,0.6428571428571429,0.75,0.8840579710144928,0.6428571428571429,0.75
"(1, 6, 7, 8, 12)",0.2898550724637681,"[1.0, 1.0]",0.18840579710144928,0.17647058823529413,1.0,0.18840579710144928,0.17647058823529413,1.0,0.18840579710144928,0.17647058823529413,1.0,0.2463768115942029,0.1875,1.0,0.2463768115942029,0.1875,1.0
"(1, 6, 8, 9, 10)",0.8840579710144928,"[0.9999, 0.9999]",0.782608695652174,0.44,0.9166666666666666,0.7971014492753623,0.4583333333333333,0.9166666666666666,0.8115942028985508,0.4782608695652174,0.9166666666666666,0.8115942028985508,0.47368421052631576,0.75,0.855072463768116,0.5625,0.75
"(1, 6, 8, 9, 11)",0.8840579710144928,"[0.9886, 0.9995]",0.8405797101449275,0.5263157894736842,0.8333333333333334,0.855072463768116,0.5555555555555556,0.8333333333333334,0.855072463768116,0.5555555555555556,0.8333333333333334,0.8840579710144928,0.6428571428571429,0.75,0.8695652173913043,0.6153846153846154,0.6666666666666666
"(1, 6, 8, 9, 12)",0.8260869565217391,"[1.0, 1.0]",0.7246376811594203,0.3793103448275862,0.9166666666666666,0.7246376811594203,0.3793103448275862,0.9166666666666666,0.7246376811594203,0.37037037037037035,0.8333333333333334,0.7391304347826086,0.38461538461538464,0.8333333333333334,0.7536231884057971,0.4,0.8333333333333334
"(1, 6, 8, 10, 11)",0.8985507246376812,"[0.9014000000000001, 0.9768]",0.8695652173913043,0.6,0.75,0.8840579710144928,0.6428571428571429,0.75,0.8985507246376812,0.6923076923076923,0.75,0.855072463768116,0.6,0.5,0.7971014492753623,0.0,0.0
"(1, 6, 8, 10, 12)",0.8840579710144928,"[0.9998, 0.9999]",0.6376811594202898,0.32432432432432434,1.0,0.7101449275362319,0.36666666666666664,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666,0.8115942028985508,0.47368421052631576,0.75,0.8405797101449275,0.5294117647058824,0.75
"(1, 6, 8, 11, 12)",0.8985507246376812,"[1.0, 1.0]",0.8115942028985508,0.47619047619047616,0.8333333333333334,0.8260869565217391,0.5,0.8333333333333334,0.8405797101449275,0.5263157894736842,0.8333333333333334,0.8405797101449275,0.5294117647058824,0.75,0.8695652173913043,0.6,0.75
"(1, 2, 4, 7, 8)",0.782608695652174,"[1.0, 1.0]",0.6666666666666666,0.3333333333333333,0.9166666666666666,0.7101449275362319,0.36666666666666664,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666,0.7391304347826086,0.39285714285714285,0.9166666666666666,0.7681159420289855,0.4230769230769231,0.9166666666666666
"(1, 7, 8, 9, 10)",0.8840579710144928,"[0.9998, 0.9999]",0.782608695652174,0.44,0.9166666666666666,0.8260869565217391,0.5,0.8333333333333334,0.8260869565217391,0.5,0.8333333333333334,0.855072463768116,0.5625,0.75,0.8695652173913043,0.6,0.75
"(1, 7, 8, 9, 11)",0.8695652173913043,"[1.0, 1.0]",0.8260869565217391,0.5,0.8333333333333334,0.8260869565217391,0.5,0.8333333333333334,0.8260869565217391,0.5,0.8333333333333334,0.8405797101449275,0.5263157894736842,0.8333333333333334,0.8405797101449275,0.5263157894736842,0.8333333333333334
"(1, 7, 8, 9, 12)",0.2608695652173913,"[1.0, 1.0]",0.21739130434782608,0.18181818181818182,1.0,0.2318840579710145,0.18461538461538463,1.0,0.2463768115942029,0.1875,1.0,0.2318840579710145,0.1746031746031746,0.9166666666666666,0.2318840579710145,0.1746031746031746,0.9166666666666666
"(1, 7, 8, 10, 11)",0.8985507246376812,"[0.9732000000000001, 0.9844]",0.8695652173913043,0.6,0.75,0.8840579710144928,0.6428571428571429,0.75,0.8840579710144928,0.6428571428571429,0.75,0.8840579710144928,0.6666666666666666,0.6666666666666666,0.855072463768116,0.6,0.5
"(1, 7, 8, 10, 12)",0.8695652173913043,"[0.8787, 0.9114000000000001]",0.7971014492753623,0.45,0.75,0.8695652173913043,0.6,0.75,0.855072463768116,0.6,0.5,0.7681159420289855,0.0,0.0,0.8260869565217391,0.0,0.0
"(1, 7, 8, 11, 12)",0.8985507246376812,"[1.0, 1.0]",0.782608695652174,0.43478260869565216,0.8333333333333334,0.8260869565217391,0.5,0.8333333333333334,0.855072463768116,0.5555555555555556,0.8333333333333334,0.8405797101449275,0.5294117647058824,0.75,0.8695652173913043,0.6,0.75
"(1, 8, 9, 10, 11)",0.8695652173913043,"[0.9570000000000001, 0.9901000000000001]",0.7536231884057971,0.4074074074074074,0.9166666666666666,0.8115942028985508,0.47368421052631576,0.75,0.855072463768116,0.5625,0.75,0.8695652173913043,0.6153846153846154,0.6666666666666666,0.782608695652174,0.2,0.08333333333333333
"(1, 8, 9, 10, 12)",0.8840579710144928,"[0.9971000000000001, 0.9995]",0.6666666666666666,0.34285714285714286,1.0,0.7681159420289855,0.4230769230769231,0.9166666666666666,0.8115942028985508,0.47619047619047616,0.8333333333333334,0.855072463768116,0.5555555555555556,0.8333333333333334,0.8840579710144928,0.6666666666666666,0.6666666666666666
