Combo,Opt Acc.,Conf Range,80% Acc,80% Pur,80% Comp,90% Acc,90% Pur,90% Comp,95% Acc,95% Pur,95% Comp,99% Acc,99% Pur,99% Comp,99.9% Acc,99.9% Pur,99.9% Comp
"(1, 2, 3, 4, 5, 8)",0.96875,"[0.9749000000000001, 0.9994000000000001]",0.9375,0.75,1.0,0.953125,0.8,1.0,0.953125,0.8,1.0,0.953125,0.8461538461538461,0.9166666666666666,0.96875,0.9166666666666666,0.9166666666666666
"(1, 3, 4, 8, 9, 11)",0.96875,"[0.5452, 0.8156]",0.96875,0.9166666666666666,0.9166666666666666,0.953125,0.9090909090909091,0.8333333333333334,0.953125,0.9090909090909091,0.8333333333333334,0.9375,0.9,0.75,0.9375,1.0,0.6666666666666666
"(1, 3, 4, 8, 9, 12)",0.828125,"[1.0, 1.0]",0.609375,0.3142857142857143,0.9166666666666666,0.640625,0.3333333333333333,0.9166666666666666,0.65625,0.34375,0.9166666666666666,0.71875,0.39285714285714285,0.9166666666666666,0.71875,0.39285714285714285,0.9166666666666666
"(1, 3, 4, 8, 10, 11)",0.96875,"[0.9678, 0.999]",0.953125,0.9090909090909091,0.8333333333333334,0.953125,0.9090909090909091,0.8333333333333334,0.953125,0.9090909090909091,0.8333333333333334,0.96875,1.0,0.8333333333333334,0.96875,1.0,0.8333333333333334
"(1, 3, 4, 8, 10, 12)",0.90625,"[1.0, 1.0]",0.59375,0.3055555555555556,0.9166666666666666,0.609375,0.3142857142857143,0.9166666666666666,0.671875,0.3548387096774194,0.9166666666666666,0.765625,0.44,0.9166666666666666,0.796875,0.4782608695652174,0.9166666666666666
"(1, 3, 4, 8, 11, 12)",0.96875,"[0.9609000000000001, 0.9999]",0.875,0.6111111111111112,0.9166666666666666,0.921875,0.7333333333333333,0.9166666666666666,0.9375,0.7857142857142857,0.9166666666666666,0.953125,0.9090909090909091,0.8333333333333334,0.953125,0.9090909090909091,0.8333333333333334
"(1, 3, 5, 6, 7, 8)",0.984375,"[0.8503000000000001, 1.0]",0.96875,0.8571428571428571,1.0,0.984375,0.9230769230769231,1.0,0.984375,0.9230769230769231,1.0,0.984375,0.9230769230769231,1.0,0.96875,0.9166666666666666,0.9166666666666666
"(1, 3, 5, 6, 8, 9)",0.984375,"[0.7714000000000001, 0.9947]",0.984375,0.9230769230769231,1.0,0.984375,0.9230769230769231,1.0,0.984375,0.9230769230769231,1.0,0.984375,0.9230769230769231,1.0,0.953125,0.9090909090909091,0.8333333333333334
"(1, 3, 5, 6, 8, 10)",0.984375,"[0.9534, 0.9908]",0.953125,0.8,1.0,0.953125,0.8,1.0,0.96875,0.8571428571428571,1.0,0.984375,0.9230769230769231,1.0,0.953125,0.9090909090909091,0.8333333333333334
"(1, 3, 5, 6, 8, 11)",0.96875,"[1.0, 1.0]",0.953125,0.9090909090909091,0.8333333333333334,0.953125,0.9090909090909091,0.8333333333333334,0.953125,0.9090909090909091,0.8333333333333334,0.953125,0.9090909090909091,0.8333333333333334,0.953125,0.9090909090909091,0.8333333333333334
