Combo,Opt Acc.,Conf Range,80% Acc,80% Pur,80% Comp,90% Acc,90% Pur,90% Comp,95% Acc,95% Pur,95% Comp,99% Acc,99% Pur,99% Comp,99.9% Acc,99.9% Pur,99.9% Comp
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",0.8405797101449275,"[0.99999, 0.99999]",0.34782608695652173,0.21052631578947367,1.0,0.36231884057971014,0.21428571428571427,1.0,0.37681159420289856,0.21818181818181817,1.0,0.37681159420289856,0.20754716981132076,0.9166666666666666,0.5942028985507246,0.2894736842105263,0.9166666666666666
"(0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12)",0.8695652173913043,"[0.9986800000000001, 0.9990200000000001]",0.42028985507246375,0.22,0.9166666666666666,0.5072463768115942,0.23809523809523808,0.8333333333333334,0.6376811594202898,0.30303030303030304,0.8333333333333334,0.782608695652174,0.42857142857142855,0.75,0.8695652173913043,0.6,0.75
"(0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13)",0.5652173913043478,"[1.0, 1.0]",0.21739130434782608,0.18181818181818182,1.0,0.2318840579710145,0.18461538461538463,1.0,0.2608695652173913,0.19047619047619047,1.0,0.34782608695652173,0.21052631578947367,1.0,0.34782608695652173,0.21052631578947367,1.0
"(0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13)",0.8840579710144928,"[0.9732100000000001, 0.9839500000000001]",0.7246376811594203,0.37037037037037035,0.8333333333333334,0.8115942028985508,0.47619047619047616,0.8333333333333334,0.8405797101449275,0.5294117647058824,0.75,0.8405797101449275,0.5454545454545454,0.5,0.8115942028985508,0.42857142857142855,0.25
"(0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13)",0.855072463768116,"[1.0, 1.0]",0.3188405797101449,0.2033898305084746,1.0,0.34782608695652173,0.21052631578947367,1.0,0.36231884057971014,0.21428571428571427,1.0,0.36231884057971014,0.2037037037037037,0.9166666666666666,0.5942028985507246,0.2777777777777778,0.8333333333333334
"(0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13)",0.8405797101449275,"[0.93605, 0.9476300000000001]",0.6956521739130435,0.2631578947368421,0.4166666666666667,0.8260869565217391,0.5,0.4166666666666667,0.8115942028985508,0.3333333333333333,0.08333333333333333,0.8115942028985508,0.0,0.0,0.8260869565217391,0.0,0.0
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12)",0.8405797101449275,"[1.0, 1.0]",0.36231884057971014,0.21428571428571427,1.0,0.37681159420289856,0.21818181818181817,1.0,0.37681159420289856,0.21818181818181817,1.0,0.391304347826087,0.2222222222222222,1.0,0.4782608695652174,0.2391304347826087,0.9166666666666666
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13)",0.8405797101449275,"[0.9999500000000001, 1.0]",0.2898550724637681,0.19672131147540983,1.0,0.34782608695652173,0.21052631578947367,1.0,0.37681159420289856,0.21818181818181817,1.0,0.4492753623188406,0.22916666666666666,0.9166666666666666,0.6376811594202898,0.30303030303030304,0.8333333333333334
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13)",0.5652173913043478,"[1.0, 1.0]",0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.17391304347826086,0.17391304347826086,1.0,0.18840579710144928,0.17647058823529413,1.0,0.2463768115942029,0.1875,1.0
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13)",0.8405797101449275,"[1.0, 1.0]",0.36231884057971014,0.21428571428571427,1.0,0.36231884057971014,0.21428571428571427,1.0,0.37681159420289856,0.21818181818181817,1.0,0.42028985507246375,0.23076923076923078,1.0,0.5072463768115942,0.25,0.9166666666666666
