Combo,Opt Acc.,Conf Range,80% Acc,80% Pur,80% Comp,90% Acc,90% Pur,90% Comp,95% Acc,95% Pur,95% Comp,99% Acc,99% Pur,99% Comp,99.9% Acc,99.9% Pur,99.9% Comp
"(1, 2, 3, 4, 5, 8)",0.9696969696969697,"[0.9847, 0.9999]",0.9393939393939394,0.7857142857142857,0.9166666666666666,0.9545454545454546,0.8461538461538461,0.9166666666666666,0.9545454545454546,0.8461538461538461,0.9166666666666666,0.9696969696969697,0.9166666666666666,0.9166666666666666,0.9696969696969697,0.9166666666666666,0.9166666666666666
"(1, 3, 4, 8, 9, 11)",0.9696969696969697,"[0.9973000000000001, 0.9999]",0.9393939393939394,0.8333333333333334,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334
"(1, 3, 4, 8, 9, 12)",0.3181818181818182,"[0.9945, 1.0]",0.2727272727272727,0.17857142857142858,0.8333333333333334,0.2878787878787879,0.18181818181818182,0.8333333333333334,0.2878787878787879,0.18181818181818182,0.8333333333333334,0.30303030303030304,0.18518518518518517,0.8333333333333334,0.3181818181818182,0.18867924528301888,0.8333333333333334
"(1, 3, 4, 8, 10, 11)",0.8181818181818182,"[0.5001, 1.0]",0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0.0,0.8181818181818182,0.0,0.0
"(1, 3, 4, 8, 10, 12)",0.9393939393939394,"[0.9998, 0.9999]",0.30303030303030304,0.20689655172413793,1.0,0.3787878787878788,0.22641509433962265,1.0,0.4696969696969697,0.24444444444444444,0.9166666666666666,0.6212121212121212,0.3142857142857143,0.9166666666666666,0.8939393939393939,0.6470588235294118,0.9166666666666666
"(1, 3, 4, 8, 11, 12)",0.9696969696969697,"[0.9862000000000001, 0.9986]",0.9090909090909091,0.6875,0.9166666666666666,0.9090909090909091,0.7142857142857143,0.8333333333333334,0.9393939393939394,0.8333333333333334,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9545454545454546,1.0,0.75
"(1, 3, 5, 6, 7, 8)",0.9696969696969697,"[0.9996, 0.9999]",0.9242424242424242,0.7333333333333333,0.9166666666666666,0.9242424242424242,0.7333333333333333,0.9166666666666666,0.9242424242424242,0.7333333333333333,0.9166666666666666,0.9545454545454546,0.8461538461538461,0.9166666666666666,0.9545454545454546,0.8461538461538461,0.9166666666666666
"(1, 3, 5, 6, 8, 9)",0.9696969696969697,"[1.0, 1.0]",0.9393939393939394,0.7857142857142857,0.9166666666666666,0.9393939393939394,0.7857142857142857,0.9166666666666666,0.9393939393939394,0.7857142857142857,0.9166666666666666,0.9393939393939394,0.7857142857142857,0.9166666666666666,0.9393939393939394,0.8333333333333334,0.8333333333333334
"(1, 3, 5, 6, 8, 10)",0.9242424242424242,"[0.9999, 0.9999]",0.8333333333333334,0.5333333333333333,0.6666666666666666,0.8636363636363636,0.6153846153846154,0.6666666666666666,0.8787878787878788,0.6666666666666666,0.6666666666666666,0.8939393939393939,0.7272727272727273,0.6666666666666666,0.8939393939393939,0.7777777777777778,0.5833333333333334
"(1, 3, 5, 6, 8, 11)",0.9696969696969697,"[0.8796, 0.9999]",0.9545454545454546,0.9090909090909091,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334,0.9696969696969697,1.0,0.8333333333333334
