Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(1, 2, 3, 4, 8)",,,,,,,
"(1, 2, 3, 5, 8)",,,,,,,
"(1, 2, 3, 6, 8)",,,,,,,
"(1, 2, 3, 7, 8)",,,,,,,
"(1, 2, 3, 8, 9)",,,,,,,
"(1, 2, 3, 8, 10)",,,,,,,
"(1, 2, 3, 8, 11)",,,,,,,
"(1, 2, 3, 8, 12)",,,,,,,
"(1, 2, 4, 5, 8)",,,,,,,
"(1, 2, 4, 6, 8)",,,,,,,
"(1, 2, 4, 7, 8)",,,,,,,
"(1, 2, 4, 8, 9)",,,,,,,
"(1, 2, 4, 8, 10)",,,,,,,
"(1, 2, 4, 8, 11)",,,,,,,
"(1, 2, 4, 8, 12)",,,,,,,
"(1, 2, 5, 6, 8)",,,,,,,
"(1, 2, 5, 7, 8)",,,,,,,
"(1, 2, 5, 8, 9)",,,,,,,
"(1, 2, 5, 8, 10)",,,,,,,
"(1, 2, 5, 8, 11)",,,,,,,
"(1, 2, 5, 8, 12)",,,,,,,
"(1, 2, 6, 7, 8)",,,,,,,
"(1, 2, 6, 8, 9)",,,,,,,
"(1, 2, 6, 8, 10)",,,,,,,
"(1, 2, 6, 8, 11)",,,,,,,
"(1, 2, 6, 8, 12)",,,,,,,
"(1, 2, 7, 8, 9)",,,,,,,
"(1, 2, 7, 8, 10)",,,,,,,
"(1, 2, 7, 8, 11)",,,,,,,
"(1, 2, 7, 8, 12)",,,,,,,
"(1, 2, 8, 9, 10)",,,,,,,
"(1, 2, 8, 9, 11)",,,,,,,
"(1, 2, 8, 9, 12)",,,,,,,
"(1, 2, 8, 10, 11)",,,,,,,
"(1, 2, 8, 10, 12)",,,,,,,
"(1, 2, 8, 11, 12)",,,,,,,
"(1, 3, 4, 5, 8)",,,,,,,
"(1, 3, 4, 6, 8)",,,,,,,
"(1, 3, 4, 7, 8)",,,,,,,
"(1, 3, 4, 8, 9)",,,,,,,
"(1, 3, 4, 8, 10)",,,,,,,
"(1, 3, 4, 8, 11)",,,,,,,
"(1, 3, 4, 8, 12)",,,,,,,
"(1, 3, 5, 6, 8)",,,,,,,
"(1, 3, 5, 7, 8)",,,,,,,
"(1, 3, 5, 8, 9)",,,,,,,
"(1, 3, 5, 8, 10)",,,,,,,
"(1, 3, 5, 8, 11)",,,,,,,
"(1, 3, 5, 8, 12)",,,,,,,
"(1, 3, 6, 7, 8)",,,,,,,
"(1, 3, 6, 8, 9)",,,,,,,
"(1, 3, 6, 8, 10)",,,,,,,
"(1, 3, 6, 8, 11)",,,,,,,
"(1, 3, 6, 8, 12)",,,,,,,
"(1, 3, 7, 8, 9)",,,,,,,
"(1, 3, 7, 8, 10)",,,,,,,
"(1, 3, 7, 8, 11)",,,,,,,
"(1, 3, 7, 8, 12)",,,,,,,
"(1, 3, 8, 9, 10)",,,,,,,
"(1, 3, 8, 9, 11)",,,,,,,
"(1, 3, 8, 9, 12)",,,,,,,
"(1, 3, 8, 10, 11)",,,,,,,
"(1, 3, 8, 10, 12)",,,,,,,
"(1, 3, 8, 11, 12)",,,,,,,
"(1, 4, 5, 6, 8)",,,,,,,
"(1, 4, 5, 7, 8)",,,,,,,
"(1, 4, 5, 8, 9)",,,,,,,
"(1, 4, 5, 8, 10)",,,,,,,
"(1, 4, 5, 8, 11)",,,,,,,
"(1, 4, 5, 8, 12)",,,,,,,
"(1, 4, 6, 7, 8)",,,,,,,
"(1, 4, 6, 8, 9)",,,,,,,
"(1, 4, 6, 8, 10)",,,,,,,
"(1, 4, 6, 8, 11)",,,,,,,
"(1, 4, 6, 8, 12)",,,,,,,
"(1, 4, 7, 8, 9)",,,,,,,
"(1, 4, 7, 8, 10)",,,,,,,
"(1, 4, 7, 8, 11)",,,,,,,
"(1, 4, 7, 8, 12)",,,,,,,
"(1, 4, 8, 9, 10)",,,,,,,
"(1, 4, 8, 9, 11)",0.5042222142219543,0.5,0.8181818127632141,0.0,0,0,0
"(1, 4, 8, 9, 12)",0.9474444389343262,0.9495000243186951,0.3333333432674408,0.9166666666666666,0.2037037037037037,0.3333333333333333,0.3333333333333333
"(1, 4, 8, 10, 11)",0.9442777633666992,0.9420999884605408,0.8939393758773804,1.0,0.631578947368421,0.7741935483870968,0.7741935483870968
"(1, 4, 8, 10, 12)",0.5036110877990723,0.5,0.8181818127632141,0.0,0,0,0
"(1, 4, 8, 11, 12)",0.9486111402511597,0.9501000046730042,0.8181818127632141,0.9166666666666666,0.5,0.6470588235294118,0.6470588235294118
"(1, 5, 6, 7, 8)",0.9377222061157227,0.940500020980835,0.9090909361839294,0.9166666666666666,0.6875,0.7857142857142857,0.7857142857142857
"(1, 5, 6, 8, 9)",0.9450555443763733,0.9458000063896179,0.9242424368858337,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 5, 6, 8, 10)",0.5006111264228821,0.5,0.8181818127632141,0.0,0,0,0
"(1, 5, 6, 8, 11)",0.9467777609825134,0.9501000046730042,0.9696969985961914,0.8333333333333334,1.0,0.9090909090909091,0.9090909090909091
"(1, 5, 6, 8, 12)",0.9479444622993469,0.9478999972343445,0.24242424964904785,1.0,0.1935483870967742,0.3243243243243243,0.3243243243243243
"(1, 5, 7, 8, 9)",0.5005000233650208,0.5,0.8181818127632141,0.0,0,0,0
"(1, 5, 7, 8, 10)",0.913444459438324,0.9156000018119812,0.8787878751754761,1.0,0.6,0.7499999999999999,0.7499999999999999
