Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(0, 1)",,,,,,,
"(0, 2)",,,,,,,
"(0, 3)",,,,,,,
"(0, 4)",,,,,,,
"(0, 5)",,,,,,,
"(0, 6)",,,,,,,
"(0, 7)",,,,,,,
"(0, 8)",,,,,,,
"(0, 9)",,,,,,,
"(0, 10)",,,,,,,
"(0, 11)",,,,,,,
"(0, 12)",,,,,,,
"(0, 13)",,,,,,,
"(1, 2)",,,,,,,
"(1, 3)",,,,,,,
"(1, 4)",,,,,,,
"(1, 5)",,,,,,,
"(1, 6)",,,,,,,
"(1, 7)",,,,,,,
"(1, 8)",,,,,,,
"(1, 9)",,,,,,,
"(1, 10)",,,,,,,
"(1, 11)",,,,,,,
"(1, 12)",,,,,,,
"(1, 13)",,,,,,,
"(2, 3)",,,,,,,
"(2, 4)",,,,,,,
"(2, 5)",,,,,,,
"(2, 6)",,,,,,,
"(2, 7)",,,,,,,
"(2, 8)",,,,,,,
"(2, 9)",,,,,,,
"(2, 10)",,,,,,,
"(2, 11)",,,,,,,
"(2, 12)",,,,,,,
"(2, 13)",,,,,,,
"(3, 4)",,,,,,,
"(3, 5)",,,,,,,
"(3, 6)",,,,,,,
"(3, 7)",,,,,,,
"(3, 8)",,,,,,,
"(3, 9)",,,,,,,
"(3, 10)",,,,,,,
"(3, 11)",,,,,,,
"(3, 12)",,,,,,,
"(3, 13)",,,,,,,
"(4, 5)",,,,,,,
"(4, 6)",,,,,,,
"(4, 7)",,,,,,,
"(4, 8)",,,,,,,
"(4, 9)",,,,,,,
"(4, 10)",,,,,,,
"(4, 11)",,,,,,,
"(4, 12)",,,,,,,
"(4, 13)",,,,,,,
"(5, 6)",,,,,,,
"(5, 7)",,,,,,,
"(5, 8)",,,,,,,
"(5, 9)",,,,,,,
"(5, 10)",,,,,,,
"(5, 11)",0.950166642665863,0.9451000094413757,0.739130437374115,0.6666666666666666,0.36363636363636365,0.4705882352941177,0.4705882352941177
"(5, 12)",0.5025555491447449,0.5,0.8260869383811951,0.0,0,0,0
"(5, 13)",0.7130555510520935,0.7099000215530396,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(6, 7)",0.4964999854564667,0.5,0.8260869383811951,0.0,0,0,0
"(6, 8)",0.9231111407279968,0.9211999773979187,0.5507246255874634,1.0,0.27906976744186046,0.43636363636363634,0.43636363636363634
"(6, 9)",0.49966666102409363,0.5,0.8260869383811951,0.0,0,0,0
"(6, 10)",0.6221110820770264,0.6110000014305115,0.36231884360313416,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.26666666666666666
"(6, 11)",0.9468333125114441,0.9445000290870667,0.8695651888847351,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.5263157894736842
"(6, 12)",0.7138888835906982,0.7148000001907349,0.8260869383811951,0.0,0,0,0
"(6, 13)",0.6562222242355347,0.6614999771118164,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(7, 8)",0.929611086845398,0.9289000034332275,0.52173912525177,1.0,0.26666666666666666,0.4210526315789474,0.4210526315789474
"(7, 9)",0.5012221932411194,0.5,0.8260869383811951,0.0,0,0,0
"(7, 10)",0.8896111249923706,0.8859000205993652,0.8695651888847351,0.75,0.6,0.6666666666666665,0.6666666666666665
"(7, 11)",0.9482222199440002,0.942799985408783,0.9130434989929199,0.75,0.75,0.75,0.75
"(7, 12)",0.8955000042915344,0.8863000273704529,0.8840579986572266,0.5833333333333334,0.7,0.6363636363636365,0.6363636363636365
"(7, 13)",0.9026666879653931,0.8978999853134155,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(8, 9)",0.9433888792991638,0.9405999779701233,0.7971014380455017,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.5882352941176471
"(8, 10)",0.9249444603919983,0.9207000136375427,0.6376811861991882,1.0,0.32432432432432434,0.489795918367347,0.489795918367347
"(8, 11)",0.9500555396080017,0.9453999996185303,0.8550724387168884,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.6666666666666667
"(8, 12)",0.9251111149787903,0.9214000105857849,0.3478260934352875,1.0,0.21052631578947367,0.34782608695652173,0.34782608695652173
"(8, 13)",0.49799999594688416,0.5,0.8260869383811951,0.0,0,0,0
"(9, 10)",0.8037777543067932,0.79339998960495,0.49275362491607666,0.75,0.21951219512195122,0.339622641509434,0.339622641509434
"(9, 11)",0.9493333101272583,0.9453999996185303,0.8260869383811951,0.8333333333333334,0.5,0.625,0.625
"(9, 12)",0.503944456577301,0.5,0.8260869383811951,0.0,0,0,0
"(9, 13)",0.8957222104072571,0.8913999795913696,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(10, 11)",0.9274444580078125,0.9222999811172485,0.8260869383811951,0.4166666666666667,0.5,0.45454545454545453,0.45454545454545453
"(10, 12)",0.7214999794960022,0.7009999752044678,0.3913043439388275,0.5,0.14285714285714285,0.22222222222222224,0.22222222222222224
"(10, 13)",0.4932222366333008,0.5,0.47826087474823,0.08333333333333333,0.038461538461538464,0.05263157894736842,0.05263157894736842
"(11, 12)",0.500333309173584,0.5,0.8260869383811951,0.0,0,0,0
"(11, 13)",0.8774444460868835,0.8723000288009644,0.15942029654979706,0.4166666666666667,0.08928571428571429,0.14705882352941177,0.14705882352941177
"(12, 13)",0.7726110816001892,0.7649999856948853,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
