Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(1, 2, 3, 4, 8)",0.9419999718666076,0.9434999823570251,0.921875,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 5, 8)",0.9372777938842772,0.940500020980835,0.921875,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 6, 8)",0.9368333220481871,0.9391999840736388,0.96875,1.0,0.8571428571428571,0.923076923076923,0.923076923076923
"(1, 2, 3, 7, 8)",0.9418333172798156,0.9416000247001648,0.953125,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 3, 8, 9)",0.9409444332122804,0.9453999996185304,0.9375,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 3, 8, 10)",0.9325555562973022,0.9390000104904176,0.953125,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 3, 8, 11)",0.9471111297607422,0.9495000243186952,0.96875,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
"(1, 2, 3, 8, 12)",0.9455000162124634,0.948300004005432,0.46875,0.9166666666666666,0.25,0.3928571428571429,0.3928571428571429
"(1, 2, 4, 5, 8)",0.938111126422882,0.9399999976158142,0.9375,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 4, 6, 8)",0.9306111335754396,0.9334999918937684,0.90625,1.0,0.6666666666666666,0.8,0.8
"(1, 2, 4, 7, 8)",0.941444456577301,0.9424999952316284,0.9375,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 4, 8, 9)",0.944000005722046,0.9459999799728394,0.96875,1.0,0.8571428571428571,0.923076923076923,0.923076923076923
"(1, 2, 4, 8, 10)",0.933055579662323,0.9380000233650208,0.953125,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 4, 8, 11)",0.94650000333786,0.9496999979019164,0.953125,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.8695652173913043
"(1, 2, 4, 8, 12)",0.9467777609825134,0.9484000205993652,0.421875,0.9166666666666666,0.2340425531914893,0.3728813559322034,0.3728813559322034
"(1, 2, 5, 6, 8)",0.9390000104904176,0.9437000155448914,0.9375,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 5, 7, 8)",0.9382222294807434,0.9426000118255616,0.921875,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 5, 8, 9)",0.9407777786254884,0.944700002670288,0.953125,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 5, 8, 10)",0.9323333501815796,0.9398000240325928,0.9375,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 5, 8, 11)",0.9486666917800903,0.9491999745368958,0.921875,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8148148148148148
"(1, 2, 5, 8, 12)",0.9496666789054872,0.9484999775886536,0.453125,0.9166666666666666,0.2444444444444444,0.3859649122807018,0.3859649122807018
"(1, 2, 6, 7, 8)",0.9338889122009276,0.9397000074386596,0.9375,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 6, 8, 9)",0.941611111164093,0.9452000260353088,0.953125,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 6, 8, 10)",0.9337777495384216,0.9391999840736388,0.953125,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 6, 8, 11)",0.9448888897895812,0.9496999979019164,0.953125,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.8695652173913043
"(1, 2, 6, 8, 12)",0.9484999775886536,0.948199987411499,0.5,0.9166666666666666,0.2619047619047619,0.4074074074074074,0.4074074074074074
"(1, 2, 7, 8, 9)",0.9396111369132996,0.9405999779701232,0.96875,1.0,0.8571428571428571,0.923076923076923,0.923076923076923
"(1, 2, 7, 8, 10)",0.8893333077430725,0.8939999938011169,0.9375,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.8461538461538461
"(1, 2, 7, 8, 11)",0.946666657924652,0.949400007724762,0.96875,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
"(1, 2, 7, 8, 12)",0.9495000243186952,0.94760000705719,0.671875,0.9166666666666666,0.3548387096774194,0.5116279069767442,0.5116279069767442
"(1, 2, 8, 9, 10)",0.938111126422882,0.9409999847412108,0.984375,1.0,0.9230769230769232,0.96,0.96
"(1, 2, 8, 9, 11)",0.9472777843475342,0.9498000144958496,0.9375,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
