Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(0, 1, 2, 8)",0.9490000009536743,0.9448000192642212,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 1, 3, 8)",0.9486666917800903,0.9449999928474426,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 1, 4, 8)",0.9502778053283691,0.9449999928474426,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 1, 5, 8)",0.4942777752876282,0.5,0.8260869383811951,0.0,0,0,0
"(0, 1, 6, 8)",0.4995555579662323,0.5,0.8260869383811951,0.0,0,0,0
"(0, 1, 7, 8)",0.9488333463668823,0.9449999928474426,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 1, 8, 9)",0.9467777609825134,0.9452999830245972,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 1, 8, 10)",0.9483333230018616,0.9430999755859375,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 1, 8, 11)",0.9467222094535828,0.9453999996185303,0.36231884360313416,1.0,0.21428571428571427,0.35294117647058826,0.35294117647058826
"(0, 1, 8, 12)",0.9479444622993469,0.9434999823570251,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 2, 3, 8)",0.5000555515289307,0.5,0.8260869383811951,0.0,0,0,0
"(0, 2, 4, 8)",0.9443333148956299,0.9449999928474426,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 2, 5, 8)",0.9491666555404663,0.9448999762535095,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 2, 6, 8)",0.9498888850212097,0.9448000192642212,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 2, 7, 8)",0.5003888607025146,0.5,0.8260869383811951,0.0,0,0,0
"(0, 2, 8, 9)",0.949388861656189,0.9453999996185303,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(0, 2, 8, 10)",0.941944420337677,0.9373999834060669,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
