,Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
238,"(0, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13)",0.9405555725097656,0.9388999938964844,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
239,"(0, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13)",0.929277777671814,0.9254999756813048,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
240,"(0, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13)",0.9312222003936768,0.9297000169754028,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
241,"(0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12)",0.933388888835907,0.9305999875068665,0.4347825944423675,1.0,0.25,0.4,0.4
242,"(0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13)",0.9340000152587892,0.930400013923645,0.2318840622901916,1.0,0.1969696969696969,0.3291139240506329,0.3291139240506329
243,"(0, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13)",0.922777771949768,0.9246000051498412,0.2028985470533371,0.9230769230769232,0.1818181818181818,0.3037974683544304,0.3037974683544304
244,"(0, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13)",0.9396111369132996,0.9380000233650208,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
245,"(0, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13)",0.912500023841858,0.911899983882904,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
246,"(0, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13)",0.9123333096504213,0.9101999998092652,0.2753623127937317,1.0,0.2063492063492063,0.3421052631578947,0.3421052631578947
247,"(0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13)",0.9288889169692992,0.9312000274658204,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
248,"(0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12)",0.9302777647972108,0.9300000071525574,0.3623188436031341,0.9230769230769232,0.2181818181818181,0.3529411764705882,0.3529411764705882
249,"(0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13)",0.929611086845398,0.930299997329712,0.1884057968854904,0.9230769230769232,0.1791044776119403,0.3,0.3
250,"(0, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13)",0.9115555286407472,0.9099000096321106,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
251,"(0, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13)",0.9385555386543274,0.9391000270843506,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
252,"(0, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13)",0.9278333187103271,0.9254999756813048,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
253,"(0, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13)",0.9338889122009276,0.9305999875068665,0.2028985470533371,0.9230769230769232,0.1818181818181818,0.3037974683544304,0.3037974683544304
254,"(0, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13)",0.9276111125946044,0.926800012588501,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
255,"(0, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13)",0.930999994277954,0.930899977684021,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
256,"(0, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12)",0.9336666464805604,0.9315000176429749,0.4202898442745209,0.9230769230769232,0.2352941176470588,0.375,0.375
257,"(0, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13)",0.9307222366333008,0.9312000274658204,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
258,"(0, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13)",0.921999990940094,0.9192000031471252,0.3333333432674408,0.9230769230769232,0.2105263157894736,0.3428571428571428,0.3428571428571428
259,"(0, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13)",0.9402222037315368,0.9391999840736388,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
260,"(0, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13)",0.9249444603919984,0.9247999787330629,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
261,"(0, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13)",0.9318888783454896,0.9301000237464904,0.1884057968854904,0.9230769230769232,0.1791044776119403,0.3,0.3
262,"(0, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13)",0.929722249507904,0.9301000237464904,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
263,"(0, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13)",0.9313889145851136,0.929199993610382,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
264,"(0, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13)",0.9273889064788818,0.925599992275238,0.1739130467176437,0.9230769230769232,0.1764705882352941,0.2962962962962963,0.2962962962962963
265,"(0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12)",0.9271666407585144,0.9289000034332277,0.5362318754196167,0.9230769230769232,0.2790697674418604,0.4285714285714285,0.4285714285714285
266,"(0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13)",0.9169999957084656,0.9135000109672546,0.2463768124580383,0.9230769230769232,0.1904761904761904,0.3157894736842105,0.3157894736842105
267,"(0, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13)",0.9260555505752563,0.9244999885559082,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
268,"(0, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13)",0.4969444572925567,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
269,"(0, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13)",0.9240000247955322,0.9254000186920166,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
270,"(0, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13)",0.929888904094696,0.9287999868392944,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
271,"(0, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13)",0.9093888998031616,0.9070000052452089,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
272,"(0, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13)",0.929611086845398,0.9312999844551086,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
273,"(0, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13)",0.9263333082199096,0.9279000163078308,0.2318840622901916,0.9230769230769232,0.1875,0.3116883116883117,0.3116883116883117
274,"(0, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9265555739402772,0.9277999997138976,0.2028985470533371,0.9230769230769232,0.1818181818181818,0.3037974683544304,0.3037974683544304
275,"(0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",0.9333333373069764,0.9304999709129332,0.3913043439388275,0.9230769230769232,0.2264150943396226,0.3636363636363636,0.3636363636363636
276,"(0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13)",0.93066668510437,0.9301999807357788,0.1739130467176437,0.9230769230769232,0.1764705882352941,0.2962962962962963,0.2962962962962963
277,"(0, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13)",0.9236666560173036,0.925000011920929,0.2753623127937317,1.0,0.2063492063492063,0.3421052631578947,0.3421052631578947
278,"(0, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13)",0.9437222480773926,0.9398999810218812,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
279,"(0, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13)",0.9198333621025084,0.9193000197410583,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
280,"(0, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13)",0.4963888823986053,0.5,0.782608687877655,0.0,0.0,0.0,0.0
281,"(0, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13)",0.4945555627346039,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
282,"(0, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13)",0.929722249507904,0.9277999997138976,0.1884057968854904,0.9230769230769232,0.1791044776119403,0.3,0.3
283,"(0, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13)",0.9268888831138612,0.9243999719619752,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
284,"(0, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9292222261428832,0.9305999875068665,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
285,"(0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.929444432258606,0.9294000267982484,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
286,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",0.9308888912200928,0.9296000003814696,0.52173912525177,0.9230769230769232,0.2727272727272727,0.4210526315789473,0.4210526315789473
287,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12)",0.9238333106040956,0.9229999780654908,0.4347825944423675,0.9230769230769232,0.24,0.3809523809523809,0.3809523809523809
288,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13)",0.9217777848243712,0.9221000075340272,0.2753623127937317,0.9230769230769232,0.1967213114754098,0.3243243243243243,0.3243243243243243
289,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12)",0.9362221956253052,0.9350000023841858,0.2898550629615783,0.9230769230769232,0.2,0.3287671232876712,0.3287671232876712
290,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13)",0.4963333308696747,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
291,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13)",0.9371111392974854,0.9383000135421752,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
292,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12)",0.9250555634498596,0.9235000014305116,0.52173912525177,0.9230769230769232,0.2727272727272727,0.4210526315789473,0.4210526315789473
293,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13)",0.928166687488556,0.925100028514862,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
294,"(1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13)",0.9192222356796264,0.9186999797821044,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
295,"(1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13)",0.9375555515289308,0.9390000104904176,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
296,"(1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12)",0.9316111207008362,0.9304999709129332,0.4057970941066742,0.9230769230769232,0.2307692307692307,0.3692307692307692,0.3692307692307692
297,"(1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13)",0.5046111345291138,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
298,"(1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13)",0.9222777485847472,0.9193999767303468,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
299,"(1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13)",0.9338333606719972,0.9322999715805054,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
300,"(1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13)",0.5019444227218628,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
301,"(1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12)",0.923888862133026,0.9232000112533568,0.4492753744125366,0.9230769230769232,0.2448979591836734,0.3870967741935484,0.3870967741935484
302,"(1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13)",0.4959444403648376,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
303,"(1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13)",0.9248889088630676,0.925000011920929,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
304,"(1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13)",0.9384999871253968,0.9391000270843506,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
305,"(1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13)",0.921500027179718,0.9187999963760376,0.260869562625885,0.9230769230769232,0.1935483870967742,0.3199999999999999,0.3199999999999999
306,"(1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13)",0.4990000128746032,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
307,"(1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12)",0.9305555820465088,0.9312000274658204,0.4637681245803833,0.9230769230769232,0.25,0.3934426229508196,0.3934426229508196
308,"(1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13)",0.6412777900695801,0.6377999782562256,0.6376811861991882,0.3076923076923077,0.2,0.2424242424242424,0.2424242424242424
309,"(1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13)",0.4957777857780456,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
310,"(1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13)",0.9387778043746948,0.9387999773025512,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
311,"(1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13)",0.9241111278533936,0.9218999743461608,0.260869562625885,1.0,0.203125,0.3376623376623376,0.3376623376623376
312,"(1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13)",0.9218888878822328,0.9240000247955322,0.4637681245803833,0.9230769230769232,0.25,0.3934426229508196,0.3934426229508196
313,"(1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13)",0.9312222003936768,0.9307000041007996,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
314,"(1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12)",0.9165555834770204,0.9205999970436096,0.4347825944423675,0.9230769230769232,0.24,0.3809523809523809,0.3809523809523809
315,"(1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13)",0.9321666955947876,0.9312000274658204,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
316,"(1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13)",0.9216111302375792,0.9236999750137328,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
317,"(1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13)",0.934166669845581,0.9336000084877014,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
318,"(1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13)",0.8249444365501404,0.8241999745368958,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
319,"(1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13)",0.504111111164093,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
320,"(1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13)",0.9271110892295836,0.929199993610382,0.2463768124580383,0.9230769230769232,0.1904761904761904,0.3157894736842105,0.3157894736842105
321,"(1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 13)",0.9253888726234436,0.9254000186920166,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
322,"(1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12)",0.4947777688503265,0.5,0.7971014380455017,0.0,0.0,0.0,0.0
323,"(1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13)",0.926277756690979,0.9275000095367432,0.260869562625885,0.9230769230769232,0.1935483870967742,0.3199999999999999,0.3199999999999999
324,"(1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13)",0.9156110882759094,0.9176999926567078,0.2173912972211837,1.0,0.1940298507462686,0.325,0.325
325,"(1, 2, 3, 5, 6, 7, 8, 9, 11, 12, 13)",0.5011666417121887,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
326,"(1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13)",0.4982222318649292,0.5,0.7536231875419617,0.0,0.0,0.0,0.0
327,"(1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13)",0.5,0.5,0.7971014380455017,0.0,0.0,0.0,0.0
328,"(1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13)",0.9322777986526488,0.9308000206947328,0.2173912972211837,1.0,0.1940298507462686,0.325,0.325
329,"(1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 13)",0.9284444451332092,0.9314000010490416,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
330,"(1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13)",0.9331666827201844,0.930899977684021,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
331,"(1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12)",0.9231111407279968,0.9223999977111816,0.6086956262588501,0.9230769230769232,0.3157894736842105,0.4705882352941176,0.4705882352941176
332,"(1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13)",0.9306111335754396,0.9305999875068665,0.2028985470533371,0.9230769230769232,0.1818181818181818,0.3037974683544304,0.3037974683544304
333,"(1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13)",0.4986111223697662,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
334,"(1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13)",0.9391666650772096,0.9383000135421752,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.0
335,"(1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13)",0.9243333339691162,0.9251999855041504,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
336,"(1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13)",0.929444432258606,0.930999994277954,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
337,"(1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13)",0.9311110973358154,0.9304999709129332,0.2173912972211837,1.0,0.1940298507462686,0.325,0.325
338,"(1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13)",0.5044999718666077,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
339,"(1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13)",0.9322777986526488,0.9307000041007996,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
340,"(1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9332777857780457,0.9312000274658204,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
341,"(1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",0.8668333292007446,0.8636999726295471,0.3768115937709808,0.9230769230769232,0.2222222222222222,0.3582089552238806,0.3582089552238806
342,"(1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13)",0.9333333373069764,0.930299997329712,0.2173912972211837,1.0,0.1940298507462686,0.325,0.325
343,"(1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13)",0.9273889064788818,0.9251999855041504,0.2028985470533371,1.0,0.1911764705882352,0.3209876543209876,0.3209876543209876
344,"(1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13)",0.4978333413600921,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
345,"(1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13)",0.8856666684150696,0.8838000297546387,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
346,"(1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13)",0.5064444541931152,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
347,"(1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13)",0.9098333120346068,0.9107999801635742,0.260869562625885,1.0,0.203125,0.3376623376623376,0.3376623376623376
348,"(1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13)",0.9276111125946044,0.9311000108718872,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
349,"(1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13)",0.921999990940094,0.9246000051498412,0.260869562625885,0.9230769230769232,0.1935483870967742,0.3199999999999999,0.3199999999999999
350,"(1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9300000071525574,0.930999994277954,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
351,"(1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9290000200271606,0.929199993610382,0.260869562625885,0.9230769230769232,0.1935483870967742,0.3199999999999999,0.3199999999999999
352,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",0.930833339691162,0.9307000041007996,0.4202898442745209,0.9230769230769232,0.2352941176470588,0.375,0.375
353,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13)",0.9277777671813964,0.9301000237464904,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
354,"(2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13)",0.92166668176651,0.9204999804496764,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
355,"(2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13)",0.9310555458068848,0.9325000047683716,0.2173912972211837,0.9230769230769232,0.1846153846153846,0.3076923076923077,0.3076923076923077
356,"(2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13)",0.5028889179229736,0.5,0.8115941882133484,0.0,0.0,0.0,0.0
357,"(2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13)",0.930833339691162,0.9265999794006348,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
358,"(2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13)",0.9301111102104188,0.929199993610382,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
359,"(2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13)",0.933555543422699,0.9308000206947328,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
360,"(2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13)",0.9310555458068848,0.9298999905586244,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
361,"(2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9325000047683716,0.9314000010490416,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
362,"(2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9355000257492064,0.930299997329712,0.2028985470533371,0.9230769230769232,0.1818181818181818,0.3037974683544304,0.3037974683544304
363,"(3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.930999994277954,0.9304999709129332,0.1884057968854904,1.0,0.1884057971014492,0.3170731707317073,0.3170731707317073
