Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(1, 2, 3, 4, 5, 6, 7, 8)",0.939555525779724,0.944100022315979,0.8939393758773804,1.0,0.631578947368421,0.7741935483870968,0.7741935483870968
"(1, 2, 3, 4, 5, 6, 8, 9)",0.9437777996063232,0.9463000297546388,0.8636363744735718,1.0,0.5714285714285714,0.7272727272727273,0.7272727272727273
"(1, 2, 3, 4, 5, 6, 8, 10)",0.9325000047683716,0.9340000152587892,0.9242424368858336,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 4, 5, 6, 8, 11)",0.946666657924652,0.9502000212669371,0.9696969985961914,0.8333333333333334,1.0,0.9090909090909092,0.9090909090909092
"(1, 2, 3, 4, 5, 6, 8, 12)",0.939055562019348,0.9399999976158142,0.2727272808551788,1.0,0.2,0.3333333333333333,0.3333333333333333
"(1, 2, 3, 4, 5, 7, 8, 9)",0.94433331489563,0.9466999769210817,0.9242424368858336,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 4, 5, 7, 8, 10)",0.9141111373901368,0.9138000011444092,0.8787878751754761,0.9166666666666666,0.6111111111111112,0.7333333333333334,0.7333333333333334
"(1, 2, 3, 4, 5, 7, 8, 11)",0.9481666684150696,0.9503999948501588,0.9090909361839294,0.9166666666666666,0.6875,0.7857142857142857,0.7857142857142857
"(1, 2, 3, 4, 5, 7, 8, 12)",0.9502221941947936,0.9498000144958496,0.2575757503509521,1.0,0.1967213114754098,0.3287671232876712,0.3287671232876712
"(1, 2, 3, 4, 5, 8, 9, 10)",0.9369999766349792,0.9426000118255616,0.9090909361839294,1.0,0.6666666666666666,0.8,0.8
"(1, 2, 3, 4, 5, 8, 9, 11)",0.949055552482605,0.949999988079071,0.8333333134651184,0.9166666666666666,0.5238095238095238,0.6666666666666667,0.6666666666666667
"(1, 2, 3, 4, 5, 8, 9, 12)",0.9479444622993468,0.9492999911308287,0.3181818127632141,0.9166666666666666,0.2,0.3283582089552239,0.3283582089552239
"(1, 2, 3, 4, 5, 8, 10, 11)",0.9502221941947936,0.9502000212669371,0.9545454382896424,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 4, 5, 8, 10, 12)",0.9471666812896729,0.946399986743927,0.2575757503509521,0.9166666666666666,0.1864406779661017,0.3098591549295775,0.3098591549295775
"(1, 2, 3, 4, 5, 8, 11, 12)",0.94605553150177,0.9502000212669371,0.939393937587738,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
"(1, 2, 3, 4, 6, 7, 8, 9)",0.939055562019348,0.9402999877929688,0.9545454382896424,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.8799999999999999
"(1, 2, 3, 4, 6, 7, 8, 10)",0.9388889074325562,0.9387000203132629,0.9242424368858337,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 4, 6, 7, 8, 11)",0.9478333592414856,0.9501000046730042,0.8939393758773804,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.7586206896551724
"(1, 2, 3, 4, 6, 7, 8, 12)",0.946166694164276,0.9478999972343444,0.2727272808551788,1.0,0.2,0.3333333333333333,0.3333333333333333
"(1, 2, 3, 4, 6, 8, 9, 10)",0.939055562019348,0.9395999908447266,0.9545454382896424,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 3, 4, 6, 8, 9, 11)",0.5019999742507935,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 4, 6, 8, 9, 12)",0.9478889107704164,0.9470000267028807,0.409090906381607,0.9166666666666666,0.2244897959183673,0.360655737704918,0.360655737704918
"(1, 2, 3, 4, 6, 8, 10, 11)",0.94650000333786,0.9501000046730042,0.9242424368858336,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8148148148148148
"(1, 2, 3, 4, 6, 8, 10, 12)",0.503333330154419,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 4, 6, 8, 11, 12)",0.9474999904632568,0.9505000114440918,0.9242424368858336,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8148148148148148
"(1, 2, 3, 4, 7, 8, 9, 10)",0.9417222142219543,0.9398000240325928,0.9545454382896424,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 3, 4, 7, 8, 9, 11)",0.9483333230018616,0.9503999948501588,0.939393937587738,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.8461538461538461
"(1, 2, 3, 4, 7, 8, 9, 12)",0.9496666789054872,0.949400007724762,0.2878787815570831,0.9166666666666666,0.1929824561403508,0.3188405797101449,0.3188405797101449
"(1, 2, 3, 4, 7, 8, 10, 11)",0.9508888721466064,0.9502000212669373,0.9545454382896423,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 4, 7, 8, 10, 12)",0.9456666707992554,0.945800006389618,0.3030303120613098,1.0,0.2068965517241379,0.3428571428571428,0.3428571428571428
"(1, 2, 3, 4, 7, 8, 11, 12)",0.9474444389343262,0.9502000212669371,0.9242424368858336,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8148148148148148
"(1, 2, 3, 4, 8, 9, 10, 11)",0.9482222199440002,0.9502999782562256,0.9545454382896424,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 4, 8, 9, 10, 12)",0.9479444622993469,0.9487000107765198,0.4545454680919647,0.9166666666666666,0.2391304347826087,0.3793103448275862,0.3793103448275862
"(1, 2, 3, 4, 8, 9, 11, 12)",0.9473888874053956,0.9503999948501588,0.8484848737716675,0.9166666666666666,0.55,0.6874999999999999,0.6874999999999999
"(1, 2, 3, 4, 8, 10, 11, 12)",0.9464444518089294,0.9502000212669373,0.9090909361839294,0.9166666666666666,0.6875,0.7857142857142857,0.7857142857142857
"(1, 2, 3, 5, 6, 7, 8, 9)",0.9372777938842772,0.9394999742507936,0.9696969985961914,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
"(1, 2, 3, 5, 6, 7, 8, 10)",0.9349444508552552,0.9391999840736388,0.939393937587738,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 3, 5, 6, 7, 8, 11)",0.9457777738571168,0.9501000046730042,0.9696969985961914,0.8333333333333334,1.0,0.9090909090909092,0.9090909090909092
"(1, 2, 3, 5, 6, 7, 8, 12)",0.9465555548667908,0.9488000273704528,0.2878787815570831,1.0,0.2033898305084746,0.3380281690140845,0.3380281690140845
"(1, 2, 3, 5, 6, 8, 9, 10)",0.937333345413208,0.9412000179290771,0.9545454382896423,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 3, 5, 6, 8, 9, 11)",0.949833333492279,0.9502999782562256,0.9545454382896424,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 5, 6, 8, 9, 12)",0.944611132144928,0.9463000297546388,0.5757575631141663,1.0,0.3,0.4615384615384615,0.4615384615384615
