OBSID,Real Label,Pred Label,Probabilities
0603260201,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0401360301,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0864330301,0,1,"[2.880221452557707e-26, 1.0, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35, 4.876018295889265e-35]"
0803670501,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0725200301,0,1,"[2.778573149342378e-09, 1.0, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15, 8.320012464624413e-15]"
0893810501,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0311190101,0,1,"[1.0473091578006022e-12, 1.0, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19, 2.9364901405874826e-19]"
0556090101,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0870830301,0,1,"[4.032728747375025e-38, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0500730201,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0803671001,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0200920101,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0823680101,1,1,"[1.7427405056269096e-21, 1.0, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27, 4.687487380463061e-27]"
0200670101,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0306630101,1,1,"[7.116989198512345e-18, 1.0, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26, 7.444468036619044e-26]"
0870830401,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
