Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9474444389343262,0.9498999714851379,0.28125,1.0,0.20689655172413793,0.34285714285714286,0.34285714285714286
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 10)",0.5021666884422302,0.5,0.8125,0.0,0,0,0
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 11)",0.9477221965789795,0.9498999714851379,0.78125,0.9166666666666666,0.4583333333333333,0.611111111111111,0.611111111111111
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 12)",0.9472777843475342,0.9495000243186951,0.3125,1.0,0.21428571428571427,0.35294117647058826,0.35294117647058826
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 10)",0.9368888735771179,0.9401000142097473,0.734375,1.0,0.41379310344827586,0.5853658536585366,0.5853658536585366
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 11)",0.9477777481079102,0.9498999714851379,0.65625,1.0,0.35294117647058826,0.5217391304347826,0.5217391304347826
"(0, 1, 2, 3, 4, 5, 6, 8, 9, 12)",0.5000555515289307,0.5,0.8125,0.0,0,0,0
"(0, 1, 2, 3, 4, 5, 6, 8, 10, 11)",0.9465000033378601,0.9491000175476074,0.84375,1.0,0.5454545454545454,0.7058823529411764,0.7058823529411764
"(0, 1, 2, 3, 4, 5, 6, 8, 10, 12)",0.9468888640403748,0.949400007724762,0.3125,1.0,0.21428571428571427,0.35294117647058826,0.35294117647058826
"(0, 1, 2, 3, 4, 5, 6, 8, 11, 12)",0.9490000009536743,0.9498999714851379,0.40625,1.0,0.24,0.3870967741935484,0.3870967741935484
"(0, 1, 2, 3, 4, 5, 7, 8, 9, 10)",0.49961110949516296,0.5,0.8125,0.0,0,0,0
"(0, 1, 2, 3, 4, 5, 7, 8, 9, 11)",0.9479444622993469,0.9502999782562256,0.75,1.0,0.42857142857142855,0.6,0.6
"(0, 1, 2, 3, 4, 5, 7, 8, 9, 12)",0.5021111369132996,0.5,0.8125,0.0,0,0,0
"(0, 1, 2, 3, 4, 5, 7, 8, 10, 11)",0.9465555548667908,0.9495999813079834,0.828125,1.0,0.5217391304347826,0.6857142857142856,0.6857142857142856
"(0, 1, 2, 3, 4, 5, 7, 8, 10, 12)",0.9486666917800903,0.9483000040054321,0.71875,1.0,0.4,0.5714285714285715,0.5714285714285715
"(0, 1, 2, 3, 4, 5, 7, 8, 11, 12)",0.5012778043746948,0.5,0.8125,0.0,0,0,0
"(0, 1, 2, 3, 4, 5, 8, 9, 10, 11)",0.507444441318512,0.5,0.8125,0.0,0,0,0
"(0, 1, 2, 3, 4, 5, 8, 9, 10, 12)",0.9463889002799988,0.9496999979019165,0.28125,1.0,0.20689655172413793,0.34285714285714286,0.34285714285714286
