Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(0,)",0.4966111183166504,0.5,0.8125,0.0,0,0,0
"(1,)",0.4952777922153473,0.5,0.8125,0.0,0,0,0
"(2,)",0.5005555748939514,0.5,0.8125,0.0,0,0,0
"(3,)",0.8483889102935791,0.8568999767303467,0.78125,0.75,0.45,0.5625000000000001,0.5625000000000001
"(4,)",0.49122223258018494,0.5,0.8125,0.0,0,0,0
"(5,)",0.49316665530204773,0.5,0.8125,0.0,0,0,0
"(6,)",0.5007777810096741,0.5,0.8125,0.0,0,0,0
"(7,)",0.8857777714729309,0.8906000256538391,0.890625,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.7586206896551724
"(8,)",0.5008333325386047,0.5,0.8125,0.0,0,0,0
"(9,)",0.8806111216545105,0.8871999979019165,0.765625,0.9166666666666666,0.44,0.5945945945945945,0.5945945945945945
"(10,)",0.5003888607025146,0.5,0.8125,0.0,0,0,0
"(11,)",0.8698889017105103,0.8730999827384949,0.859375,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.5263157894736842
"(12,)",0.503333330154419,0.5,0.8125,0.0,0,0,0
"(13,)",0.9409999847412109,0.9441999793052673,0.15625,0.8333333333333334,0.16129032258064516,0.27027027027027023,0.27027027027027023
