Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9381666779518129,0.9435999989509584,0.96875,1.0,0.8571428571428571,0.923076923076923,0.923076923076923
"(1, 2, 3, 4, 5, 6, 7, 8, 10)",0.938277781009674,0.940400004386902,0.96875,1.0,0.8571428571428571,0.923076923076923,0.923076923076923
"(1, 2, 3, 4, 5, 6, 7, 8, 11)",0.9467777609825134,0.949400007724762,0.953125,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 4, 5, 6, 7, 8, 12)",0.945888876914978,0.948300004005432,0.546875,0.9166666666666666,0.282051282051282,0.4313725490196078,0.4313725490196078
"(1, 2, 3, 4, 5, 6, 8, 9, 10)",0.9366666674613952,0.9406999945640564,0.984375,1.0,0.9230769230769232,0.96,0.96
"(1, 2, 3, 4, 5, 6, 8, 9, 11)",0.9467222094535828,0.9495999813079834,0.953125,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 4, 5, 6, 8, 9, 12)",0.9462222456932068,0.9487000107765198,0.640625,0.9166666666666666,0.3333333333333333,0.4888888888888888,0.4888888888888888
"(1, 2, 3, 4, 5, 6, 8, 10, 11)",0.9464444518089294,0.9495000243186952,0.953125,0.8333333333333334,0.9090909090909092,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 4, 5, 6, 8, 10, 12)",0.9461110830307008,0.948099970817566,0.59375,0.9166666666666666,0.3055555555555556,0.4583333333333333,0.4583333333333333
"(1, 2, 3, 4, 5, 6, 8, 11, 12)",0.945111095905304,0.949899971485138,0.8125,0.9166666666666666,0.5,0.6470588235294118,0.6470588235294118
"(1, 2, 3, 4, 5, 7, 8, 9, 10)",0.9360555410385132,0.9391999840736388,0.984375,1.0,0.9230769230769232,0.96,0.96
"(1, 2, 3, 4, 5, 7, 8, 9, 11)",0.9487777948379517,0.9495999813079834,0.953125,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8695652173913043
