Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(1, 2, 3, 4, 5, 6, 8)",0.5061110854148865,0.5,0.8260869383811951,0.0,0,0,0
"(1, 2, 3, 4, 5, 7, 8)",0.9441111087799072,0.9387000203132629,0.6811594367027283,0.9166666666666666,0.34375,0.5,0.5
"(1, 2, 3, 4, 5, 8, 9)",0.9389444589614868,0.9363999962806702,0.7681159377098083,1.0,0.42857142857142855,0.6,0.6
"(1, 2, 3, 4, 5, 8, 10)",0.913277804851532,0.9041000008583068,0.6521739363670349,1.0,0.3333333333333333,0.5,0.5
"(1, 2, 3, 4, 5, 8, 11)",0.9484444260597228,0.9453999996185304,0.695652186870575,0.9166666666666666,0.3548387096774194,0.5116279069767442,0.5116279069767442
"(1, 2, 3, 4, 5, 8, 12)",0.93705552816391,0.9351000189781188,0.6666666865348816,0.9166666666666666,0.3333333333333333,0.4888888888888888,0.4888888888888888
"(1, 2, 3, 4, 6, 7, 8)",0.9391666650772096,0.9358999729156494,0.7246376872062683,0.9166666666666666,0.3793103448275862,0.5365853658536586,0.5365853658536586
"(1, 2, 3, 4, 6, 8, 9)",0.9441111087799072,0.9401000142097472,0.782608687877655,0.8333333333333334,0.4347826086956521,0.5714285714285714,0.5714285714285714
"(1, 2, 3, 4, 6, 8, 10)",0.929444432258606,0.9240999817848206,0.6521739363670349,1.0,0.3333333333333333,0.5,0.5
"(1, 2, 3, 4, 6, 8, 11)",0.9496666789054872,0.9453999996185304,0.782608687877655,0.9166666666666666,0.44,0.5945945945945945,0.5945945945945945
"(1, 2, 3, 4, 6, 8, 12)",0.9427777528762816,0.9416999816894532,0.1739130467176437,1.0,0.1739130434782608,0.2962962962962963,0.2962962962962963
"(1, 2, 3, 4, 7, 8, 9)",0.9356666803359984,0.934499979019165,0.782608687877655,0.8333333333333334,0.4347826086956521,0.5714285714285714,0.5714285714285714
"(1, 2, 3, 4, 7, 8, 10)",0.9100555777549744,0.9065999984741212,0.6086956262588501,1.0,0.3076923076923077,0.4705882352941176,0.4705882352941176
"(1, 2, 3, 4, 7, 8, 11)",0.9498888850212096,0.9453999996185304,0.8115941882133484,0.8333333333333334,0.4761904761904761,0.6060606060606061,0.6060606060606061
"(1, 2, 3, 4, 7, 8, 12)",0.9456666707992554,0.9419999718666076,0.1739130467176437,1.0,0.1739130434782608,0.2962962962962963,0.2962962962962963
"(1, 2, 3, 4, 8, 9, 10)",0.9311110973358154,0.9261999726295472,0.782608687877655,0.9166666666666666,0.44,0.5945945945945945,0.5945945945945945
"(1, 2, 3, 4, 8, 9, 11)",0.9512222409248352,0.9452999830245972,0.7971014380455017,0.9166666666666666,0.4583333333333333,0.611111111111111,0.611111111111111
"(1, 2, 3, 4, 8, 9, 12)",0.945888876914978,0.9427000284194946,0.2463768124580383,1.0,0.1875,0.3157894736842105,0.3157894736842105
"(1, 2, 3, 4, 8, 10, 11)",0.9471666812896729,0.9442999958992004,0.782608687877655,0.8333333333333334,0.4347826086956521,0.5714285714285714,0.5714285714285714
