Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(1, 2, 3, 4, 5, 6, 8)",0.941611111164093,0.9434000253677368,0.939393937587738,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 3, 4, 5, 7, 8)",0.945111095905304,0.9430000185966492,0.8939393758773804,1.0,0.631578947368421,0.7741935483870968,0.7741935483870968
"(1, 2, 3, 4, 5, 8, 9)",0.9443888664245605,0.944100022315979,0.939393937587738,1.0,0.75,0.8571428571428571,0.8571428571428571
"(1, 2, 3, 4, 5, 8, 10)",0.9355555772781372,0.9369000196456909,0.9242424368858337,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 4, 5, 8, 11)",0.9456666707992554,0.9502000212669373,0.9545454382896423,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 4, 5, 8, 12)",0.945111095905304,0.9490000009536743,0.21212121844291687,1.0,0.1875,0.3157894736842105,0.3157894736842105
"(1, 2, 3, 4, 6, 7, 8)",0.4908333420753479,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 4, 6, 8, 9)",0.5012778043746948,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 4, 6, 8, 10)",0.5035555362701416,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 4, 6, 8, 11)",0.9448888897895813,0.9502000212669373,0.9545454382896423,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 4, 6, 8, 12)",0.9487777948379517,0.9495999813079834,0.25757575035095215,1.0,0.19672131147540983,0.3287671232876712,0.3287671232876712
"(1, 2, 3, 4, 7, 8, 9)",0.5020555257797241,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 4, 7, 8, 10)",0.4985555410385132,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 4, 7, 8, 11)",0.9478889107704163,0.9498999714851379,0.9696969985961914,0.8333333333333334,1.0,0.9090909090909091,0.9090909090909091
"(1, 2, 3, 4, 7, 8, 12)",0.5082777738571167,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 4, 8, 9, 10)",0.9368333220481873,0.9390000104904175,0.9242424368858337,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 4, 8, 9, 11)",0.9475555419921875,0.9502999782562256,0.939393937587738,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
"(1, 2, 3, 4, 8, 9, 12)",0.9454444646835327,0.949400007724762,0.6818181872367859,0.9166666666666666,0.3548387096774194,0.5116279069767442,0.5116279069767442
"(1, 2, 3, 4, 8, 10, 11)",0.9513333439826965,0.9502000212669373,0.939393937587738,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
"(1, 2, 3, 4, 8, 10, 12)",0.8890555500984192,0.8881999850273132,0.6969696879386902,1.0,0.375,0.5454545454545454,0.5454545454545454
"(1, 2, 3, 4, 8, 11, 12)",0.9503333568572998,0.9502999782562256,0.8939393758773804,0.9166666666666666,0.6470588235294118,0.7586206896551724,0.7586206896551724
"(1, 2, 3, 5, 6, 7, 8)",0.9411666393280029,0.9444000124931335,0.9242424368858337,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 5, 6, 8, 9)",0.9424444437026978,0.9449999928474426,0.9545454382896423,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 3, 5, 6, 8, 10)",0.9345555305480957,0.9380999803543091,0.9242424368858337,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 2, 3, 5, 6, 8, 11)",0.9477777481079102,0.9502000212669373,0.9545454382896423,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8695652173913043
"(1, 2, 3, 5, 6, 8, 12)",0.9451666474342346,0.9444000124931335,0.24242424964904785,1.0,0.1935483870967742,0.3243243243243243,0.3243243243243243
"(1, 2, 3, 5, 7, 8, 9)",0.9391111135482788,0.9415000081062317,0.939393937587738,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.8461538461538461
"(1, 2, 3, 5, 7, 8, 10)",0.49816668033599854,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 5, 7, 8, 11)",0.9493333101272583,0.9506000280380249,0.9242424368858337,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8148148148148148
"(1, 2, 3, 5, 7, 8, 12)",0.9483888745307922,0.9492999911308289,0.25757575035095215,1.0,0.19672131147540983,0.3287671232876712,0.3287671232876712
"(1, 2, 3, 5, 8, 9, 10)",0.9355555772781372,0.9394999742507935,0.9545454382896423,1.0,0.8,0.888888888888889,0.888888888888889
"(1, 2, 3, 5, 8, 9, 11)",0.9479444622993469,0.9502000212669373,0.9242424368858337,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8148148148148148
"(1, 2, 3, 5, 8, 9, 12)",0.945722222328186,0.949400007724762,0.3636363744735718,0.9166666666666666,0.21153846153846154,0.34374999999999994,0.34374999999999994
"(1, 2, 3, 5, 8, 10, 11)",0.9468888640403748,0.9501000046730042,0.9545454382896423,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.8799999999999999
"(1, 2, 3, 5, 8, 10, 12)",0.8038889169692993,0.8016999959945679,0.7727272510528564,0.6666666666666666,0.42105263157894735,0.5161290322580646,0.5161290322580646
"(1, 2, 3, 5, 8, 11, 12)",0.5005555748939514,0.5,0.8181818127632141,0.0,0,0,0
"(1, 2, 3, 6, 7, 8, 9)",0.9362778067588806,0.9391999840736389,0.9545454382896423,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.8799999999999999
