Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9646111130714417,0.9595999717712402,0.28985506296157837,1.0,0.19672131147540983,0.3287671232876712,0.3287671232876712
