Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score
"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",0.9273333549499512,0.9240000247955322,0.18840579688549042,1.0,0.18840579710144928,0.3170731707317073
