Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(1, 2, 3, 4, 5, 8)",0.9441111087799072,0.9394999742507935,0.6231883764266968,1.0,0.3157894736842105,0.4799999999999999,0.4799999999999999
"(1, 2, 3, 4, 6, 8)",0.9428889155387878,0.9398000240325928,0.5652173757553101,1.0,0.2857142857142857,0.4444444444444445,0.4444444444444445
"(1, 2, 3, 4, 7, 8)",0.9438333511352539,0.9394999742507935,0.6086956262588501,1.0,0.3076923076923077,0.47058823529411764,0.47058823529411764
"(1, 2, 3, 4, 8, 9)",0.9387221932411194,0.9358000159263612,0.7101449370384216,1.0,0.375,0.5454545454545454,0.5454545454545454
"(1, 2, 3, 4, 8, 10)",0.92894446849823,0.9269999861717224,0.6666666865348816,1.0,0.3428571428571428,0.5106382978723404,0.5106382978723404
"(1, 2, 3, 4, 8, 11)",0.948722243309021,0.9453999996185304,0.8550724387168884,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.6666666666666667
"(1, 2, 3, 4, 8, 12)",0.945555567741394,0.9402999877929688,0.17391304671764374,1.0,0.17391304347826086,0.29629629629629634,0.29629629629629634
"(1, 2, 3, 5, 6, 8)",0.9458333253860474,0.9401999711990356,0.6086956262588501,0.9166666666666666,0.2972972972972973,0.4489795918367347,0.4489795918367347
"(1, 2, 3, 5, 7, 8)",0.9434999823570251,0.9412999749183655,0.6231883764266968,0.9166666666666666,0.3055555555555556,0.4583333333333333,0.4583333333333333
"(1, 2, 3, 5, 8, 9)",0.9442777633666992,0.9426000118255615,0.782608687877655,1.0,0.4444444444444444,0.6153846153846153,0.6153846153846153
"(1, 2, 3, 5, 8, 10)",0.922611117362976,0.920199990272522,0.6376811861991882,1.0,0.3243243243243243,0.489795918367347,0.489795918367347
"(1, 2, 3, 5, 8, 11)",0.9470555782318115,0.9453999996185303,0.8260869383811951,0.8333333333333334,0.5,0.625,0.625
"(1, 2, 3, 5, 8, 12)",0.9462777972221376,0.9424999952316284,0.1739130467176437,1.0,0.1739130434782608,0.2962962962962963,0.2962962962962963
"(1, 2, 3, 6, 7, 8)",0.49816668033599854,0.5,0.8260869383811951,0.0,0,0,0
"(1, 2, 3, 6, 8, 9)",0.945722222328186,0.9420999884605408,0.782608687877655,0.8333333333333334,0.43478260869565216,0.5714285714285714,0.5714285714285714
"(1, 2, 3, 6, 8, 10)",0.9234444499015808,0.9222000241279602,0.6521739363670349,1.0,0.3333333333333333,0.5,0.5
"(1, 2, 3, 6, 8, 11)",0.9507777690887452,0.9452999830245972,0.8695651888847351,0.8333333333333334,0.5882352941176471,0.6896551724137931,0.6896551724137931
"(1, 2, 3, 6, 8, 12)",0.940500020980835,0.9379000067710876,0.1739130467176437,1.0,0.1739130434782608,0.2962962962962963,0.2962962962962963
"(1, 2, 3, 7, 8, 9)",0.9456666707992554,0.9409999847412108,0.782608687877655,0.9166666666666666,0.44,0.5945945945945945,0.5945945945945945
"(1, 2, 3, 7, 8, 10)",0.9319999814033508,0.9273999929428101,0.6666666865348816,1.0,0.34285714285714286,0.5106382978723404,0.5106382978723404
"(1, 2, 3, 7, 8, 11)",0.9502221941947936,0.9438999891281128,0.5797101259231567,1.0,0.2926829268292683,0.4528301886792452,0.4528301886792452
