Features Used,Validation Accuracy,Sim Test Accuracy,Real Test Accuracy,Real Test Completeness,Real Test Purity,F1 Score,Metric Value
"(0, 1)",0.4950000047683716,0.5,0.8181818127632141,0.0,0,0,0
"(0, 2)",0.5049999952316284,0.5,0.8181818127632141,0.0,0,0,0
"(0, 3)",0.9466111063957214,0.9484000205993652,0.1818181872367859,1.0,0.18181818181818182,0.3076923076923077,0.3076923076923077
"(0, 4)",0.9483888745307922,0.9492999911308289,0.1818181872367859,1.0,0.18181818181818182,0.3076923076923077,0.3076923076923077
"(0, 5)",0.5002777576446533,0.5,0.8181818127632141,0.0,0,0,0
"(0, 6)",0.49755555391311646,0.5,0.8181818127632141,0.0,0,0,0
"(0, 7)",0.5057777762413025,0.5,0.8181818127632141,0.0,0,0,0
"(0, 8)",0.9477221965789795,0.9498999714851379,0.1818181872367859,1.0,0.18181818181818182,0.3076923076923077,0.3076923076923077
"(0, 9)",0.9476110935211182,0.9502000212669373,0.1818181872367859,1.0,0.18181818181818182,0.3076923076923077,0.3076923076923077
"(0, 10)",0.9431666731834412,0.9451000094413757,0.1818181872367859,1.0,0.18181818181818182,0.3076923076923077,0.3076923076923077
"(0, 11)",0.9448888897895813,0.9491000175476074,0.1818181872367859,1.0,0.18181818181818182,0.3076923076923077,0.3076923076923077
"(0, 12)",0.9441111087799072,0.9459999799728394,0.1818181872367859,1.0,0.18181818181818182,0.3076923076923077,0.3076923076923077
"(0, 13)",0.9449999928474426,0.9488999843597412,0.1818181872367859,1.0,0.18181818181818182,0.3076923076923077,0.3076923076923077
"(1, 2)",0.9290000200271606,0.9330000281333923,0.8787878751754761,0.9166666666666666,0.6111111111111112,0.7333333333333334,0.7333333333333334
"(1, 3)",0.9338889122009277,0.932699978351593,0.8787878751754761,1.0,0.6,0.7499999999999999,0.7499999999999999
"(1, 4)",0.9331666827201843,0.9337999820709229,0.8787878751754761,0.9166666666666666,0.6111111111111112,0.7333333333333334,0.7333333333333334
"(1, 5)",0.9316111207008362,0.9358000159263611,0.9242424368858337,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8148148148148148
"(1, 6)",0.9353333115577698,0.935699999332428,0.939393937587738,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.8461538461538461
"(1, 7)",0.8872777819633484,0.8896999955177307,0.8939393758773804,1.0,0.631578947368421,0.7741935483870968,0.7741935483870968
"(1, 8)",0.937666654586792,0.9381999969482422,0.9242424368858337,1.0,0.7058823529411765,0.8275862068965517,0.8275862068965517
"(1, 9)",,,,,,,
"(1, 10)",,,,,,,
"(1, 11)",,,,,,,
"(1, 12)",,,,,,,
"(1, 13)",,,,,,,
"(2, 3)",,,,,,,
"(2, 4)",,,,,,,
"(2, 5)",,,,,,,
"(2, 6)",,,,,,,
"(2, 7)",,,,,,,
"(2, 8)",,,,,,,
"(2, 9)",,,,,,,
"(2, 10)",,,,,,,
"(2, 11)",,,,,,,
"(2, 12)",,,,,,,
"(2, 13)",,,,,,,
"(3, 4)",,,,,,,
"(3, 5)",,,,,,,
"(3, 6)",,,,,,,
"(3, 7)",,,,,,,
"(3, 8)",,,,,,,
"(3, 9)",,,,,,,
"(3, 10)",,,,,,,
"(3, 11)",,,,,,,
"(3, 12)",,,,,,,
"(3, 13)",,,,,,,
"(4, 5)",,,,,,,
"(4, 6)",,,,,,,
"(4, 7)",,,,,,,
"(4, 8)",,,,,,,
"(4, 9)",,,,,,,
"(4, 10)",,,,,,,
"(4, 11)",,,,,,,
"(4, 12)",,,,,,,
"(4, 13)",,,,,,,
"(5, 6)",,,,,,,
"(5, 7)",,,,,,,
"(5, 8)",,,,,,,
"(5, 9)",,,,,,,
"(5, 10)",,,,,,,
"(5, 11)",,,,,,,
"(5, 12)",,,,,,,
"(5, 13)",,,,,,,
"(6, 7)",,,,,,,
"(6, 8)",,,,,,,
"(6, 9)",,,,,,,
"(6, 10)",,,,,,,
"(6, 11)",,,,,,,
"(6, 12)",,,,,,,
"(6, 13)",,,,,,,
"(7, 8)",,,,,,,
"(7, 9)",,,,,,,
"(7, 10)",,,,,,,
"(7, 11)",,,,,,,
"(7, 12)",,,,,,,
"(7, 13)",,,,,,,
"(8, 9)",,,,,,,
"(8, 10)",,,,,,,
"(8, 11)",,,,,,,
"(8, 12)",,,,,,,
"(8, 13)",,,,,,,
"(9, 10)",,,,,,,
"(9, 11)",,,,,,,
"(9, 12)",,,,,,,
"(9, 13)",,,,,,,
"(10, 11)",,,,,,,
"(10, 12)",,,,,,,
"(10, 13)",,,,,,,
"(11, 12)",,,,,,,
"(11, 13)",,,,,,,
"(12, 13)",,,,,,,
